Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.203s)
CreateVariables () DONE !!!
Creating 18 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	8.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	1.41
3.00	8.70	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.09	0.74
4.00	8.70	0.00	1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.07	0.00	0.02	0.12
5.00	8.70	0.00	1.15	0.00	0.22	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.77	0.01	0.07	0.00	0.40
6.00	8.69	0.00	0.20	0.00	0.31	0.00	0.00	0.19	0.40	0.00	0.00	0.00	0.00	0.28	0.00	0.12	0.00	1.12
7.00	8.70	0.00	0.07	0.00	0.00	0.00	0.00	0.12	0.09	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.82
8.00	8.70	0.00	1.08	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.26	0.00	1.08
9.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.01	0.66	0.00	0.00	0.00	0.64
10.00	8.70	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.80
11.00	8.69	0.00	1.65	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.26	0.18	1.11
12.00	8.70	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	1.48	0.34	0.00	0.12	1.32
13.00	8.70	0.00	2.46	0.00	0.00	0.00	0.05	0.21	0.35	0.00	0.00	0.00	0.00	0.45	0.35	0.00	0.19	1.48
14.00	8.70	0.00	0.00	0.00	0.00	0.00	0.01	0.48	0.35	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	1.53
15.00	8.70	0.00	1.28	0.00	0.27	0.00	0.00	0.38	0.47	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.38	1.08
16.00	8.69	0.00	1.88	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.19	1.25
17.00	8.70	0.00	0.00	0.00	0.22	0.00	0.00	0.00	2.66	0.00	0.00	0.00	0.00	1.14	0.00	0.00	0.00	0.87
18.00	8.70	0.00	0.42	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.01	0.02	0.07	1.15
19.00	8.70	0.00	0.92	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.00	0.05	0.07	0.47
