Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.320s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	9.54	0.00	0.00	0.00	0.00	0.00	0.57	2.43	0.00	0.00	0.11
3.00	9.60	0.00	0.00	0.00	0.00	0.00	0.52	2.52	0.00	0.00	0.19
4.00	9.60	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.05
5.00	9.60	0.00	0.00	0.00	0.00	0.00	1.25	8.95	0.00	0.00	0.00
6.00	9.61	0.99	0.00	0.00	1.22	0.00	0.64	4.39	0.00	0.00	0.11
7.00	9.60	3.37	0.00	0.00	4.05	3.12	0.48	1.60	0.00	0.00	0.05
8.00	9.60	1.32	0.29	0.00	1.80	2.23	0.00	2.51	0.00	0.00	0.01
9.00	9.60	4.12	1.04	0.00	2.57	1.35	0.00	0.89	0.00	0.00	1.28
10.00	9.60	2.74	0.33	0.00	1.45	3.23	0.77	1.22	0.00	0.00	0.13
11.00	9.61	2.77	0.06	0.00	1.81	3.71	0.27	1.53	0.00	0.00	0.05
12.00	9.60	0.75	1.47	0.00	1.50	2.32	0.66	2.60	0.00	0.00	1.41
13.00	9.60	4.58	0.00	0.00	0.00	2.71	0.00	3.33	0.00	0.00	0.01
