Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.118s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	6.58	6.58	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.00	0.00
3.00	6.59	6.59	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.54	0.00	0.00	1.04	0.00	0.00
4.00	6.61	6.61	0.00	0.00	0.19	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.31	0.00	0.00	0.72	0.00	0.00
5.00	6.59	6.59	0.00	0.00	0.00	0.01	0.45	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.38	0.00	0.00
6.00	6.61	6.61	0.00	0.00	0.26	0.00	1.35	1.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00
7.00	6.59	6.59	0.00	0.00	0.00	0.00	0.24	0.92	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.94	0.00	0.00
8.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.19	0.00	0.33
9.00	6.59	6.59	0.00	0.00	0.05	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	1.25	0.00	2.83	0.00	0.51
10.00	6.61	6.61	0.00	0.00	0.25	0.00	1.11	1.30	0.21	0.07	0.00	0.00	0.00	0.28	0.00	0.00	1.21	0.00	0.00	0.00	0.00	0.00
11.00	6.59	6.59	0.00	0.00	0.31	0.01	1.30	1.30	0.05	0.07	0.00	0.00	0.00	0.09	0.00	0.00	1.78	0.00	0.00	0.49	0.00	0.00
12.00	6.61	6.61	0.00	0.00	0.02	0.00	1.05	0.28	0.11	0.16	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.07
13.00	6.59	6.59	0.00	0.00	0.29	0.00	0.78	0.94	0.04	0.05	0.00	0.00	0.00	0.21	0.00	0.00	0.49	0.00	0.00	1.22	0.00	0.02
14.00	6.61	6.59	0.00	0.00	0.22	0.00	0.47	0.00	0.02	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.59	0.00	2.81	0.00	0.00
15.00	6.59	6.61	0.00	0.00	0.00	0.00	0.27	0.00	0.19	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00
16.00	6.59	6.59	0.00	0.00	0.09	0.00	0.48	1.12	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.24	0.99	0.00	0.49	0.00	0.00
17.00	6.61	6.61	0.00	0.00	0.09	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
18.00	6.59	6.59	0.00	0.00	0.00	0.00	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.49	0.00	1.47	0.00	0.00
19.00	6.61	6.61	0.00	0.00	0.00	0.00	0.34	0.00	0.13	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00
20.00	6.59	6.59	0.00	0.00	0.11	0.00	0.66	1.88	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00
21.00	6.61	6.61	0.00	0.00	0.09	0.00	0.00	1.80	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.99	0.00	0.75	0.00	0.00
22.00	6.59	6.59	0.00	0.00	0.00	0.02	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	2.77	0.00	0.00	0.49	0.00	0.07
23.00	6.61	6.61	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.29	0.00	0.00	1.51	0.00	0.00
24.00	6.59	6.59	0.00	0.00	0.28	0.05	0.58	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00
25.00	6.61	6.61	0.00	0.00	0.12	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
26.00	6.59	6.59	0.00	0.00	0.07	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
27.00	6.61	6.61	0.00	0.00	0.09	0.00	1.10	1.35	0.00	0.13	0.00	0.00	0.00	0.04	0.40	0.00	1.84	0.99	0.00	0.00	0.00	0.99
28.00	6.59	6.59	0.00	0.00	0.00	0.00	0.89	2.68	0.99	0.05	0.00	0.00	0.00	0.33	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00
