Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.365s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	7.17	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00
3.00	7.20	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.27	0.00	0.29	0.00	0.71
4.00	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.01	0.00	0.74	0.00	0.05	0.00	1.13
5.00	7.20	0.00	0.00	0.00	0.00	2.68	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	1.39
6.00	7.21	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	1.47	2.08	0.48	0.00	1.88
7.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	1.64	1.15	0.02	0.00	0.94
8.00	7.20	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.59	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.49
9.00	7.21	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00
10.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.29
11.00	7.21	0.00	0.00	0.00	0.00	1.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	1.33	0.34	0.00	0.00
12.00	7.20	0.00	0.00	0.00	0.00	2.14	0.00	0.00	0.31	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.65	0.06	0.00	0.00	0.38
13.00	7.20	0.00	0.00	0.00	0.00	2.18	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	1.20	0.09	0.00	1.14
14.00	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78
15.00	7.20	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.07	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.69	1.07	0.48	0.00	0.74
16.00	7.21	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.30	0.00	0.00	1.17
17.00	7.20	0.00	0.00	0.00	0.00	1.31	0.00	0.00	0.31	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	1.70	1.30	0.25	0.00	0.54
18.00	7.21	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.49
19.00	7.20	0.00	0.00	0.00	0.00	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59	1.54	0.00	0.00	0.75
20.00	7.20	0.00	0.00	0.00	0.00	4.11	0.00	0.00	0.00	0.00	0.00	0.00	2.20	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	1.61
21.00	7.21	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.67	0.00	0.00	0.00	1.57	0.00	0.00	0.00	0.00	0.00	0.00	1.77	0.00	0.00	1.40
22.00	7.20	0.00	0.00	0.00	0.00	1.15	0.00	0.00	0.02	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	1.27	0.00	0.00	1.22
23.00	7.21	0.00	0.00	0.00	0.00	0.61	0.00	0.00	2.58	0.00	0.00	0.00	1.85	0.00	0.00	0.00	0.00	0.00	0.00	2.27	0.00	0.00	1.34
24.00	7.20	0.00	0.00	0.00	0.00	3.29	0.00	0.00	1.11	0.00	0.00	0.00	2.64	0.00	0.00	0.00	0.00	0.00	0.00	1.27	0.00	0.00	1.04
25.00	7.20	0.00	0.00	0.00	0.00	1.59	0.00	0.00	0.64	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.62
26.00	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.31	0.00	0.00	1.77
27.00	7.20	0.00	0.00	0.00	0.00	3.20	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	1.35
28.00	7.21	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	1.19	0.00	0.00	1.12
29.00	7.20	0.00	0.00	0.00	0.00	2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.40	1.50	0.00	0.00	0.78
30.00	7.20	0.00	0.00	0.00	0.00	4.62	0.00	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	1.87
31.00	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	1.32	1.79	0.52	0.00	0.18
32.00	7.20	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	2.01	0.00	0.00	1.74
33.00	7.21	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.00	3.93	0.00	0.00	0.00	0.00	0.00	0.94	1.02	0.00	0.00	1.25
34.00	7.20	0.00	0.00	0.00	0.00	0.91	0.00	0.00	0.31	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	0.00	0.68	0.31	0.00	0.00	0.46
35.00	7.21	0.00	0.00	0.00	0.00	5.96	0.00	0.00	0.00	0.00	0.00	0.00	1.74	0.00	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.00	0.00
36.00	7.20	0.00	0.00	0.00	0.00	0.64	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	1.35	0.00	0.00	0.82
37.00	7.20	0.00	0.00	0.00	0.00	3.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.99	0.00	0.00	1.91
38.00	7.21	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	1.28
39.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.94	0.00	0.00	0.00
