Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.099s)
CreateVariables () DONE !!!
Creating 12 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	9.28	6.88	5.69	0.00	0.00	0.14	1.13	0.07	0.00	0.82	0.31	1.68
3.00	9.30	6.90	5.70	0.00	0.00	2.86	2.68	0.14	0.25	0.47	0.14	2.57
4.00	9.30	6.90	5.70	0.22	0.07	1.25	0.00	0.28	0.48	0.02	0.11	1.20
5.00	9.29	6.90	5.70	0.00	0.22	0.46	0.08	0.25	0.99	0.65	0.00	2.33
6.00	9.30	6.90	5.70	0.02	0.37	0.49	1.39	0.51	0.13	0.42	0.00	1.42
7.00	9.30	6.90	5.70	0.24	1.20	2.63	1.48	0.01	1.45	0.16	0.26	1.30
8.00	9.30	6.90	5.70	0.09	0.00	0.01	0.00	0.14	0.49	0.89	0.19	2.03
9.00	9.29	6.90	5.70	0.02	1.20	1.94	0.91	0.11	0.49	0.61	0.71	1.74
10.00	9.30	6.90	5.70	0.31	0.00	3.20	0.00	0.00	1.45	0.42	0.59	2.12
11.00	9.30	6.90	5.70	0.07	0.00	1.48	0.01	0.00	0.00	0.07	0.97	2.03
12.00	9.30	6.90	5.70	0.52	1.55	0.07	2.56	0.42	0.00	0.52	1.91	1.48
13.00	9.29	6.90	5.70	0.18	1.71	0.00	0.07	0.46	0.00	1.34	0.58	2.44
14.00	9.30	6.90	5.70	0.61	1.77	0.00	0.00	0.93	0.00	1.19	2.46	1.60
15.00	9.30	6.90	5.70	0.33	1.50	3.45	1.79	0.85	0.00	0.73	0.00	2.17
16.00	9.30	6.90	5.70	0.38	0.84	0.00	0.49	0.28	0.97	0.26	0.29	1.95
17.00	9.29	6.89	5.70	0.19	1.88	1.88	0.02	0.21	0.46	0.87	2.30	1.30
18.00	9.30	6.90	5.70	0.08	0.00	0.99	0.00	0.52	0.02	0.73	1.68	2.07
19.00	9.30	6.90	5.70	0.40	1.46	0.00	1.21	0.00	2.03	0.00	1.73	1.79
20.00	9.30	6.90	5.70	0.80	1.27	1.22	0.65	0.16	0.55	0.31	0.31	2.90
21.00	9.29	6.90	5.70	0.00	0.99	0.00	0.09	0.71	1.22	0.34	1.26	1.75
22.00	9.30	6.90	5.70	0.02	1.48	0.00	0.64	0.09	2.26	1.79	0.00	2.25
23.00	9.30	6.90	5.70	0.45	1.26	0.00	0.00	0.00	0.52	1.06	0.32	0.87
24.00	9.30	6.90	5.70	0.00	0.16	0.00	0.38	0.49	1.35	0.94	2.05	2.03
25.00	9.29	6.90	5.70	0.12	3.34	0.00	1.71	0.02	0.59	0.52	0.88	2.25
26.00	9.30	6.90	5.70	0.14	1.60	0.00	3.11	0.48	1.79	1.06	1.25	1.46
27.00	9.30	6.90	5.70	0.19	0.00	0.00	0.52	0.45	0.00	0.82	0.07	1.84
28.00	9.30	6.90	5.70	0.14	0.00	0.00	0.09	0.09	1.14	0.75	0.19	1.51
29.00	9.29	6.90	5.70	0.24	1.37	0.00	0.00	0.00	0.00	1.34	0.33	1.18
30.00	9.30	6.90	5.71	0.59	0.06	0.00	0.00	0.00	3.06	1.27	0.14	1.44
31.00	9.30	6.90	5.70	0.09	0.00	1.92	0.00	0.25	0.41	0.35	0.37	1.74
32.00	9.30	6.90	5.70	0.21	2.37	2.53	2.11	0.16	0.00	0.13	0.18	1.27
33.00	9.29	6.90	5.70	0.54	0.93	0.00	0.00	0.37	0.80	0.18	2.33	0.94
34.00	9.30	6.89	5.70	0.41	0.49	0.00	0.00	0.49	0.00	0.02	0.00	2.40
35.00	9.30	6.90	5.70	0.14	2.33	0.00	0.00	0.49	0.00	0.29	0.00	1.70
36.00	9.29	6.90	5.70	0.11	1.81	1.95	0.00	0.13	0.25	0.07	0.00	1.93
37.00	9.30	6.90	5.70	0.52	1.83	0.00	3.12	0.64	0.00	3.39	0.00	2.41
38.00	9.30	6.90	5.70	0.47	0.21	0.41	0.00	0.35	0.24	2.40	0.49	2.37
39.00	9.30	6.90	5.70	0.14	3.33	0.65	3.40	0.13	0.49	1.92	0.37	2.25
40.00	9.29	6.90	5.70	0.00	1.95	0.00	0.07	0.35	2.11	1.99	0.32	0.33
41.00	9.30	6.90	5.70	0.00	0.00	4.20	1.31	0.62	0.00	0.00	0.18	0.78
42.00	9.30	6.90	5.70	0.24	1.45	3.49	1.31	1.24	0.25	1.40	1.24	0.00
43.00	9.30	6.90	5.70	0.01	3.00	1.45	1.93	0.97	0.00	2.26	0.00	0.00
44.00	9.29	6.90	5.70	0.00	3.07	2.57	0.89	1.32	3.14	2.37	1.50	3.58
45.00	9.30	6.90	5.70	0.00	2.19	3.67	1.38	1.46	0.22	4.55	0.99	0.00
46.00	9.30	6.90	5.70	0.00	1.85	0.00	3.87	1.97	1.34	2.65	1.33	0.00
47.00	9.30	6.90	5.70	0.00	2.87	0.00	3.60	2.78	2.66	2.11	3.54	3.36
48.00	9.29	6.90	5.70	0.00	1.88	0.00	0.93	2.52	3.29	2.76	2.94	2.99
49.00	9.30	6.90	5.70	0.79	0.07	2.72	2.27	0.19	0.00	0.66	0.49	2.26
50.00	9.30	6.89	5.70	0.78	2.91	1.93	4.11	1.08	0.49	1.60	2.30	1.33
51.00	9.30	6.90	5.70	0.78	1.55	0.00	2.39	1.31	1.40	1.50	0.99	3.13
52.00	9.29	6.90	5.70	0.33	0.00	0.00	1.32	0.54	0.00	1.78	0.00	0.89
53.00	9.30	6.90	5.70	0.37	2.40	1.44	2.00	0.47	0.00	1.30	0.34	1.37
54.00	9.30	6.90	5.70	0.47	1.17	0.00	5.12	0.85	2.19	0.59	0.55	2.78
55.00	9.30	6.90	5.70	0.81	1.41	4.31	1.00	0.44	3.58	2.18	1.67	0.08
56.00	9.29	6.90	5.70	0.28	3.03	1.91	4.24	1.39	2.05	1.70	2.08	2.23
57.00	9.30	6.90	5.70	0.33	2.59	1.54	2.17	1.11	1.33	3.77	0.00	0.00
58.00	9.30	6.90	5.71	0.19	0.02	1.25	1.83	0.91	0.24	0.55	2.40	2.52
59.00	9.30	6.90	5.70	0.48	1.48	1.24	0.93	0.42	0.99	3.71	0.49	0.06
60.00	9.29	6.90	5.70	0.40	1.38	0.55	0.85	0.40	0.49	0.00	0.00	1.81
61.00	9.30	6.90	5.70	0.13	0.33	1.45	3.00	0.42	0.84	2.13	3.24	3.01
62.00	9.30	6.90	5.70	0.69	2.59	2.79	2.05	0.71	0.00	3.72	1.52	1.31
63.00	9.30	6.90	5.70	0.97	1.64	3.29	2.19	1.48	2.41	0.14	1.53	1.75
64.00	9.29	6.90	5.70	0.61	2.77	0.00	5.35	1.20	0.33	1.64	0.99	2.30
65.00	9.30	6.90	5.70	1.14	2.78	0.05	0.97	2.61	0.00	3.96	0.99	0.00
66.00	9.30	6.89	5.70	0.02	1.44	1.04	0.01	0.07	0.47	1.71	0.00	0.00
67.00	9.29	6.90	5.70	0.99	4.58	0.22	1.01	0.54	0.00	3.10	1.80	1.48
68.00	9.30	6.90	5.70	0.33	3.85	1.04	1.59	0.38	0.45	2.65	2.11	0.00
69.00	9.30	6.90	5.70	1.35	1.35	1.01	2.94	1.24	1.06	0.49	0.93	0.00
70.00	9.30	6.90	5.70	0.00	0.00	2.93	0.15	1.25	0.00	0.00	0.00	0.00
71.00	9.29	6.90	5.70	1.97	1.08	1.84	0.99	0.35	0.78	5.13	0.99	2.03
72.00	9.30	6.90	5.70	0.00	2.08	3.34	2.13	0.00	2.24	2.05	0.00	0.00
73.00	9.30	6.90	5.70	0.00	0.33	3.21	0.07	0.00	0.75	0.00	0.00	0.00
74.00	9.30	6.90	5.70	0.32	0.86	3.38	0.07	0.29	0.95	2.05	0.19	1.04
75.00	9.29	6.90	5.70	0.00	1.80	4.82	2.79	2.20	0.00	0.95	0.00	2.99
76.00	9.30	6.90	5.70	0.31	0.06	1.04	1.30	2.04	0.47	3.11	2.25	1.99
77.00	9.30	6.90	5.70	0.49	0.12	1.47	4.45	1.12	1.73	0.38	0.00	3.63
78.00	9.30	6.90	5.70	0.00	1.12	0.00	3.97	0.99	2.65	2.71	0.00	2.41
79.00	9.29	6.90	5.70	0.00	0.40	0.39	1.70	0.28	0.85	1.51	2.56	2.98
80.00	9.30	6.90	5.70	0.18	1.47	1.71	2.23	0.38	0.80	2.04	0.00	0.49
81.00	9.30	6.90	5.70	0.00	1.65	0.00	1.47	0.28	2.87	3.42	0.47	2.59
82.00	9.30	6.89	5.70	1.48	2.90	0.53	2.99	0.29	0.00	0.31	0.19	0.84
83.00	9.29	6.90	5.70	0.64	0.67	4.50	2.70	0.00	1.70	1.40	2.48	1.20
84.00	9.30	6.90	5.70	0.02	2.30	0.00	2.21	0.73	0.24	1.44	0.00	0.55
85.00	9.30	6.90	5.70	2.71	0.33	0.00	1.72	1.30	1.94	0.09	0.05	0.00
86.00	9.30	6.90	5.71	0.00	2.63	0.99	1.02	1.25	0.25	1.22	0.72	0.00
87.00	9.29	6.90	5.70	1.24	0.54	2.37	0.00	0.89	1.65	2.46	0.28	1.18
88.00	9.30	6.90	5.70	0.16	3.47	3.87	0.24	1.13	1.34	2.20	0.00	0.00
89.00	9.30	6.90	5.70	1.05	0.75	0.00	0.57	1.11	1.27	2.27	0.45	0.85
90.00	9.30	6.90	5.70	1.33	3.43	6.51	5.35	2.65	0.06	1.51	0.00	1.68
91.00	9.29	6.90	5.70	0.49	2.07	0.31	5.42	3.06	0.40	2.41	0.99	0.39
92.00	9.30	6.90	5.70	0.00	4.57	5.12	5.42	0.33	2.23	0.07	0.00	0.00
93.00	9.30	6.90	5.70	0.00	5.70	5.70	5.41	0.00	4.16	0.00	0.00	0.00
94.00	9.30	6.90	5.70	0.00	5.70	5.70	5.39	0.00	5.10	0.00	0.00	0.00
95.00	9.29	6.90	5.70	0.00	5.70	5.70	5.41	0.00	5.10	0.00	0.00	0.00
96.00	9.30	6.90	5.70	0.00	1.24	1.54	4.26	0.94	1.47	3.60	1.39	2.61
97.00	9.30	6.90	5.70	0.00	3.34	0.00	0.29	0.26	1.20	2.28	2.51	2.05
98.00	9.29	6.89	5.70	1.95	1.68	6.62	1.32	2.30	1.79	0.49	3.39	0.00
99.00	9.30	6.90	5.70	0.00	0.71	1.31	0.25	1.77	0.61	1.41	2.76	1.39
100.00	9.30	6.90	5.70	0.00	4.50	2.06	0.85	0.09	0.00	2.27	0.25	1.07
101.00	9.30	6.90	5.70	0.51	5.16	5.28	1.73	0.34	0.00	4.50	2.81	2.45
102.00	9.29	6.90	5.70	1.55	2.00	0.00	2.24	1.20	0.66	4.24	0.00	2.99
103.00	9.30	6.90	5.70	0.00	0.42	3.96	2.03	0.21	1.32	1.42	3.49	0.75
104.00	9.30	6.90	5.70	0.00	1.00	2.46	2.87	0.33	0.92	1.48	0.00	1.72
105.00	9.30	6.90	5.70	0.49	3.58	2.53	0.32	0.00	3.11	0.49	0.00	3.00
106.00	9.29	6.90	5.70	0.00	1.53	2.20	1.92	0.15	2.47	0.00	1.84	2.77
107.00	9.30	6.90	5.70	1.86	2.66	4.06	0.67	0.09	2.10	1.27	1.60	0.00
108.00	9.30	6.90	5.70	0.49	2.18	1.19	0.00	0.24	1.52	1.22	2.87	1.71
109.00	9.30	6.90	5.70	0.00	1.04	1.05	0.99	0.41	0.00	0.38	0.00	2.33
110.00	9.29	6.90	5.70	0.54	0.99	0.26	1.50	0.00	1.53	1.02	0.00	0.00
111.00	9.30	6.90	5.70	0.22	3.36	2.46	0.00	0.00	1.13	1.37	0.00	0.00
112.00	9.30	6.90	5.70	0.08	0.54	0.00	0.00	0.22	0.45	0.21	2.94	0.00
113.00	9.30	6.90	5.70	0.60	3.46	2.41	0.40	0.00	1.13	2.58	0.00	0.00
114.00	9.29	6.89	5.71	1.06	0.14	2.89	0.49	0.00	0.19	0.01	0.00	0.15
115.00	9.30	6.90	5.70	0.42	1.64	0.00	3.40	0.48	1.52	0.00	0.00	1.26
116.00	9.30	6.90	5.70	0.00	4.31	4.38	0.38	1.32	1.41	0.00	0.49	2.94
117.00	9.30	6.90	5.70	0.49	3.10	0.42	0.67	0.28	1.01	3.36	0.00	2.98
118.00	9.29	6.90	5.70	0.00	0.41	0.00	1.94	0.00	2.32	2.10	0.00	2.76
119.00	9.30	6.90	5.70	0.12	3.06	0.49	2.99	0.20	1.04	0.89	1.72	0.00
10.2.1.2	9.48	8.12
10.2.1.3	7.03	8.46
10.2.1.4	5.81	8.84
10.1.1.4	0.39	595682.04
10.1.1.5	1.76	215893.31
10.1.1.6	1.60	275888.13
10.1.1.7	1.67	161796.66
10.1.1.8	0.65	510677.10
10.1.1.9	1.08	289866.59
10.1.1.10	1.41	313626.03
10.1.1.11	0.89	355243.23
10.1.1.12	1.49	347421.43
