Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.027s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	9.87	7.18	1.18	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00
3.00	9.90	7.20	1.15	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	1.34	0.00	0.00
4.00	9.90	7.21	0.85	0.09	0.00	0.12	0.07	0.00	0.00	0.00	0.14	0.00	1.26	1.55	0.09	0.07
5.00	9.89	7.20	0.52	0.00	0.00	0.40	0.05	0.00	1.05	0.00	0.87	0.00	0.49	0.73	0.07	0.16
6.00	9.90	7.21	1.05	0.00	0.00	0.52	0.00	0.00	0.00	0.00	1.37	0.00	0.00	1.21	0.00	0.02
7.00	9.90	7.20	0.65	0.00	0.21	0.82	0.21	0.00	0.00	0.00	0.97	0.00	1.84	0.47	0.42	0.19
8.00	9.89	7.20	0.59	0.09	0.00	0.19	0.04	0.00	0.00	0.00	0.85	0.00	0.00	0.89	0.16	0.35
9.00	9.90	7.21	0.16	0.45	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.14	1.20	0.00	0.26
10.00	9.90	7.20	1.30	0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.13	0.00	0.00	1.32	0.14	0.26
11.00	9.89	7.21	0.87	0.33	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	1.39	0.00	0.35
12.00	9.90	7.20	0.80	0.14	0.00	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.00	0.92	0.01	0.12
13.00	9.90	7.20	0.92	0.16	0.00	0.07	0.00	0.00	0.00	0.00	0.89	0.00	0.49	1.15	0.00	0.05
14.00	9.90	7.21	1.44	0.65	0.00	0.01	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.85	0.11	0.00
15.00	9.89	7.20	0.78	0.62	0.00	0.49	0.00	0.00	0.00	0.00	0.66	0.00	0.00	1.06	0.46	0.20
16.00	9.90	7.21	0.40	0.04	0.00	0.42	0.11	0.00	0.00	0.00	0.64	0.00	0.00	0.75	0.09	0.12
17.00	9.90	7.20	0.71	0.00	0.00	0.52	0.24	0.00	0.21	0.00	1.11	0.00	0.00	0.75	0.29	0.24
18.00	9.89	7.21	0.49	0.00	0.22	0.38	0.14	0.00	0.00	0.00	1.06	0.00	2.11	1.37	0.00	0.19
19.00	9.90	7.20	0.52	0.28	0.07	0.42	0.28	0.00	0.00	0.00	1.27	0.00	0.18	1.13	0.00	0.00
20.00	9.90	7.20	0.33	0.42	0.02	0.00	0.02	0.00	0.00	0.00	1.25	0.00	2.84	1.06	0.00	0.09
21.00	9.89	7.21	0.00	0.66	0.02	0.02	0.00	0.00	0.00	0.00	0.99	0.00	0.13	1.18	0.00	0.47
22.00	9.90	7.20	0.00	0.40	0.05	0.48	0.00	0.00	0.00	0.00	1.34	0.00	1.35	1.32	0.00	0.65
23.00	9.90	7.21	0.00	0.05	0.00	0.31	0.00	0.00	0.00	0.00	1.01	0.12	0.71	1.04	0.00	0.02
24.00	9.89	7.20	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.00	0.42	0.00	0.19	1.01	0.00	0.00
25.00	9.90	7.20	0.00	0.00	0.07	0.75	0.00	0.00	0.00	0.00	0.78	0.00	0.42	1.92	0.00	0.00
26.00	9.90	7.21	0.00	1.25	0.57	0.49	0.00	0.00	0.00	0.00	0.79	0.00	1.11	1.34	0.00	0.00
27.00	9.90	7.20	0.00	1.51	0.00	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.19	1.11	0.00	0.26
28.00	9.89	7.21	0.40	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.89	0.00	0.00	0.35	0.00	0.26
29.00	9.90	7.20	0.78	0.02	0.12	0.00	0.00	0.00	1.78	0.00	0.97	0.00	0.98	1.53	0.00	0.33
30.00	9.90	7.20	0.07	0.18	0.00	0.00	0.21	0.00	0.00	0.00	0.33	0.00	0.00	0.92	0.00	0.47
31.00	9.89	7.21	0.00	1.39	0.00	0.29	0.09	0.00	0.00	0.00	0.59	0.00	0.00	0.66	0.00	0.19
32.00	9.90	7.20	0.77	0.00	0.00	0.57	0.00	0.00	0.00	0.00	0.49	0.00	0.00	1.08	0.00	0.19
33.00	9.90	7.21	0.21	0.09	0.00	0.14	0.00	0.00	0.00	0.00	0.92	0.00	0.00	1.11	0.21	0.02
34.00	9.89	7.20	0.05	0.00	0.01	0.15	0.00	0.00	0.00	0.00	1.11	0.00	0.48	1.04	0.31	0.02
35.00	9.90	7.21	0.68	0.00	0.00	0.40	0.41	0.00	0.99	0.00	0.45	0.00	0.00	1.30	0.16	0.00
36.00	9.90	7.20	0.53	0.00	0.00	1.08	0.26	0.00	1.45	0.00	0.00	0.00	0.00	0.94	0.07	0.00
37.00	9.89	7.20	0.06	0.00	0.00	0.94	0.12	0.00	3.63	0.00	0.00	0.00	0.00	1.60	0.22	0.00
38.00	9.90	7.21	0.19	0.00	0.00	0.55	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.73	0.27	0.32
39.00	9.90	7.20	0.01	0.00	0.00	0.98	0.02	0.00	0.00	0.00	1.05	0.00	0.00	1.81	0.00	0.13
40.00	9.90	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.97	0.00	0.39
41.00	9.89	7.20	0.00	0.00	0.00	0.00	0.00	0.00	1.90	0.00	1.08	0.00	0.00	1.95	0.00	0.16
42.00	9.90	7.20	0.00	0.00	0.00	0.00	0.14	0.00	1.24	0.00	0.38	0.00	0.00	1.44	0.00	0.13
43.00	9.90	7.21	0.06	0.00	0.00	0.62	0.31	0.00	0.99	0.00	1.37	0.00	0.00	0.61	0.00	0.47
44.00	9.89	7.20	0.59	0.00	0.00	0.40	0.04	0.00	0.00	0.00	1.63	0.00	0.00	0.82	0.13	0.49
45.00	9.90	7.21	0.42	0.00	0.00	0.73	0.28	0.00	2.01	0.00	1.20	0.00	0.00	1.63	0.28	0.14
46.00	9.90	7.20	0.18	0.00	0.00	0.65	0.14	0.00	1.27	0.00	1.08	0.00	0.65	1.11	0.40	0.16
47.00	9.89	7.21	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.57	0.00	3.31	0.94	0.34	0.52
48.00	9.90	7.20	0.35	0.00	0.00	0.31	0.24	0.00	0.41	0.00	0.89	0.00	0.00	1.34	1.64	0.41
49.00	9.90	7.20	0.24	1.37	0.04	0.68	0.16	0.00	0.00	0.00	0.02	0.00	0.09	0.68	0.00	0.35
50.00	9.89	7.21	0.74	0.78	0.00	0.97	0.00	0.00	0.99	0.00	1.32	0.00	0.00	1.57	0.49	0.37
51.00	9.90	7.20	0.00	0.00	0.00	1.18	0.00	0.00	0.00	0.00	0.00	0.11	0.00	1.53	0.14	0.21
52.00	9.90	7.21	1.74	0.00	0.00	0.85	0.34	0.00	0.00	0.00	1.73	0.00	2.26	0.08	1.32	0.24
53.00	9.90	7.20	0.00	0.00	0.00	1.06	0.14	0.00	0.00	0.00	1.48	0.00	0.00	0.92	0.00	0.28
54.00	9.89	7.20	1.39	0.99	0.00	0.47	0.00	0.00	1.48	0.00	1.01	0.00	0.99	1.42	0.00	0.51
55.00	9.90	7.21	0.12	0.00	0.15	0.53	0.00	0.00	0.00	0.00	0.92	0.32	1.95	1.01	0.00	0.21
56.00	9.90	7.20	0.00	0.00	0.00	0.40	0.05	0.00	0.49	0.00	1.30	0.00	0.00	0.95	0.00	0.20
57.00	9.89	7.21	1.91	0.00	0.00	1.20	0.02	0.00	0.49	0.00	1.18	0.29	0.20	1.13	0.00	0.00
58.00	9.90	7.20	2.85	0.00	0.07	1.15	0.25	0.00	1.79	0.00	1.32	0.00	0.42	0.87	0.00	0.12
59.00	9.90	7.20	0.00	0.00	0.00	1.08	0.00	0.00	0.68	0.00	1.06	0.00	0.00	1.46	0.00	0.05
60.00	9.89	7.21	0.49	0.00	0.00	0.22	0.21	0.00	0.75	0.00	1.20	0.06	1.65	0.94	0.00	0.00
61.00	9.90	7.20	1.58	0.00	0.00	0.71	0.47	0.00	1.92	0.00	2.12	0.00	0.00	0.00	0.00	0.00
62.00	9.90	7.21	0.02	0.00	0.00	0.60	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	0.00
63.00	9.89	7.20	2.53	0.00	0.00	0.75	0.00	0.00	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00
64.00	9.90	7.21	2.72	0.00	0.00	0.15	0.00	0.00	0.99	0.00	1.86	0.00	0.00	0.00	0.38	0.00
65.00	9.90	7.20	0.08	0.06	0.00	0.59	0.00	0.00	0.00	0.00	1.15	0.00	0.04	2.04	1.50	0.27
66.00	9.90	7.20	1.37	0.04	0.00	0.86	0.35	0.00	0.00	0.00	0.67	0.00	0.00	0.97	0.02	0.45
67.00	9.89	7.21	0.22	0.00	0.00	0.24	0.06	0.00	0.16	0.00	0.00	0.00	0.00	1.51	0.00	0.28
68.00	9.90	7.20	0.99	1.24	0.00	0.41	0.47	0.00	0.00	0.00	0.00	0.00	0.00	1.91	0.00	0.61
69.00	9.90	7.21	1.98	0.00	0.00	0.54	0.26	0.00	0.00	0.00	0.19	0.00	0.24	1.15	0.00	0.00
70.00	9.89	7.20	0.08	0.00	0.08	0.35	0.00	0.00	0.01	0.00	0.07	0.00	0.81	1.37	0.00	0.01
71.00	9.90	7.20	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.04	0.00	0.00	1.22	0.00	0.00
72.00	9.90	7.21	2.51	0.99	0.00	0.02	0.12	0.00	0.00	0.00	0.33	0.00	0.00	1.48	0.35	0.01
73.00	9.89	7.20	3.92	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.16	0.00	0.00	2.12	0.00	0.00
74.00	9.90	7.21	0.00	0.31	0.00	0.59	0.20	0.00	0.00	0.00	1.45	0.00	0.00	1.22	0.00	0.00
75.00	9.90	7.20	0.00	0.01	0.00	0.05	0.24	0.00	0.00	0.00	0.69	0.00	0.00	1.15	0.00	0.40
76.00	9.90	7.20	0.86	0.05	0.00	0.34	0.00	0.00	0.00	0.00	1.41	0.00	0.00	1.67	0.00	0.19
77.00	9.89	7.21	0.00	0.00	0.00	0.12	0.00	0.00	0.05	0.00	0.97	0.00	0.00	1.37	0.00	0.04
78.00	9.90	7.20	0.49	0.00	0.00	0.68	0.00	0.00	1.27	0.00	0.40	0.00	0.12	0.99	2.85	0.32
79.00	9.90	7.21	2.57	0.00	0.00	0.52	0.00	0.00	0.00	0.00	0.68	0.00	0.00	1.20	0.00	0.34
80.00	9.89	7.20	0.00	0.00	0.00	1.85	0.39	0.00	0.00	0.00	1.46	0.00	0.00	0.73	0.00	0.16
81.00	9.90	7.21	0.00	0.28	0.00	0.27	0.09	0.00	0.00	0.00	1.19	0.00	0.00	1.15	0.00	0.00
82.00	9.90	7.20	3.30	0.00	0.00	2.39	0.05	0.00	0.53	0.00	1.17	0.00	0.07	1.51	1.42	0.00
83.00	9.89	7.20	0.00	1.68	0.39	0.49	0.33	0.00	0.00	0.00	1.51	0.00	0.11	1.11	0.00	0.31
84.00	9.90	7.21	3.01	0.00	0.00	2.85	0.00	0.00	0.52	0.00	0.85	0.00	0.00	1.48	0.00	0.48
85.00	9.90	7.20	4.56	1.85	0.00	0.00	0.20	0.00	0.00	0.00	1.53	0.00	0.00	0.71	0.06	0.07
86.00	9.89	7.21	0.01	0.00	0.00	0.34	0.33	0.00	0.01	0.00	0.77	0.00	0.00	1.18	0.24	0.40
87.00	9.90	7.20	0.99	1.40	0.00	0.00	0.07	0.00	0.00	0.00	0.53	0.00	0.02	1.55	0.88	0.42
88.00	9.90	7.20	1.35	0.99	0.01	1.33	0.00	0.00	2.40	0.00	0.00	0.00	0.42	2.68	0.91	0.44
89.00	9.90	7.21	0.00	2.17	0.57	2.14	0.13	0.00	0.00	0.00	1.26	0.11	0.18	0.99	0.00	0.00
90.00	9.89	7.20	1.48	3.01	0.00	2.76	0.49	0.00	0.00	0.00	1.81	0.00	0.00	0.55	0.01	0.00
91.00	9.90	7.21	0.31	0.05	0.05	0.00	0.07	0.00	0.00	0.00	0.05	0.00	0.49	1.02	0.00	0.06
92.00	9.90	7.20	0.06	2.50	0.49	0.99	0.14	0.00	0.00	0.00	3.53	0.37	0.39	1.45	1.60	0.64
93.00	9.89	7.21	0.28	2.04	0.00	0.28	0.00	0.00	0.02	0.00	1.04	0.00	0.00	1.95	0.75	0.31
94.00	9.90	7.20	0.49	1.97	0.00	0.04	0.00	0.00	0.53	0.00	0.00	0.00	0.00	1.46	0.51	0.66
95.00	9.90	7.20	0.34	0.12	0.64	0.89	0.15	0.00	0.09	0.00	4.22	0.75	0.91	2.08	0.31	0.00
96.00	9.89	7.21	0.65	0.15	0.99	2.41	0.12	0.00	1.91	0.00	1.88	0.00	0.91	1.47	0.00	0.94
97.00	9.90	7.20	0.38	2.85	0.00	0.48	0.20	0.00	1.57	0.00	3.49	0.00	0.20	2.01	0.00	0.19
98.00	9.90	7.21	0.24	1.47	0.00	0.00	0.07	0.00	0.00	0.00	0.79	0.00	0.72	0.73	0.00	0.27
99.00	9.89	7.20	0.45	0.07	0.26	5.05	0.00	0.00	0.00	0.00	3.01	0.27	2.27	1.28	0.00	0.28
100.00	9.90	7.20	3.12	0.01	0.00	0.00	0.60	0.00	0.75	0.00	0.16	0.00	0.21	1.59	0.93	0.35
101.00	9.90	7.21	1.30	0.12	0.00	0.99	0.73	0.00	0.00	0.00	1.46	0.00	0.00	2.12	2.21	0.00
102.00	9.90	7.20	0.88	0.34	0.00	0.99	0.33	0.00	2.76	0.00	3.69	0.00	0.11	2.73	0.86	0.12
103.00	9.89	7.21	0.11	0.49	0.00	3.58	0.24	0.00	0.99	0.00	2.87	0.00	0.05	1.18	0.02	0.11
104.00	9.90	7.20	1.83	2.78	0.00	0.44	0.09	0.00	0.00	0.00	2.98	0.04	0.53	3.87	0.49	0.27
105.00	9.90	7.20	0.62	1.05	0.11	2.79	0.12	0.00	1.21	0.00	1.25	0.00	1.28	3.34	0.09	0.67
106.00	9.89	7.21	0.59	3.31	0.00	0.49	0.18	0.00	2.20	0.00	1.32	0.00	0.00	2.14	0.13	0.57
107.00	9.90	7.20	3.03	0.27	0.00	3.69	0.32	0.00	0.24	0.00	0.49	0.00	0.00	1.57	1.21	0.99
108.00	9.90	7.21	0.33	1.05	0.00	0.02	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.68	0.53
109.00	9.89	7.20	0.32	1.06	0.00	0.13	0.40	0.07	0.47	0.00	0.99	0.00	0.02	0.00	0.15	0.61
110.00	9.90	7.21	0.05	1.38	0.16	1.42	0.09	0.26	0.19	0.00	0.00	0.00	0.80	2.05	1.95	0.75
111.00	9.90	7.20	1.79	0.78	0.00	1.94	0.01	0.80	3.01	0.00	2.45	0.00	0.49	3.63	1.19	0.72
112.00	9.89	7.20	0.16	0.55	0.00	0.00	0.27	0.00	1.46	0.00	3.19	0.00	0.05	2.32	0.00	0.65
113.00	9.90	7.21	2.45	0.07	0.00	0.91	0.15	0.27	0.00	0.00	1.34	0.00	1.71	0.00	0.00	0.00
114.00	9.90	7.20	1.92	0.49	0.77	0.79	0.00	0.27	0.40	0.00	1.80	0.24	0.97	0.95	0.00	0.00
115.00	9.90	7.21	0.02	0.00	0.00	0.34	0.00	0.15	1.25	0.11	0.49	0.00	0.00	0.05	0.00	0.54
116.00	9.89	7.20	0.00	0.00	0.00	0.06	0.26	0.04	0.24	0.00	1.52	0.00	0.00	2.43	0.00	0.47
117.00	9.90	7.20	0.55	2.19	0.00	0.51	0.07	0.16	0.47	0.00	0.99	0.42	1.02	1.42	0.00	0.97
118.00	9.90	7.21	1.11	1.28	0.00	1.52	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.51	0.49	0.28
119.00	9.89	7.20	0.48	0.00	0.00	0.49	0.11	0.00	1.33	0.05	0.75	0.00	0.00	0.00	0.45	0.00
10.2.1.2	10.09	8.01
10.2.1.3	7.34	8.28
10.1.1.3	0.78	435733.85
10.1.1.4	0.49	439441.30
10.1.1.5	0.06	702675.29
10.1.1.6	0.70	464092.67
10.1.1.7	0.13	974277.04
10.1.1.8	0.27	862294.84
10.1.1.9	0.47	486426.34
10.1.1.10	0.03	413684.77
10.1.1.11	1.13	483275.41
10.1.1.12	0.03	625984.35
10.1.1.13	0.37	504852.31
10.1.1.14	1.28	451092.06
10.1.1.15	0.27	497549.23
10.1.1.16	0.25	685602.83
