Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.351s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	9.26	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	9.30	0.00	0.00	0.00	0.00	0.40	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
4.00	9.30	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16
5.00	9.29	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49
6.00	9.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
7.00	9.30	0.00	0.00	0.00	0.00	2.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
8.00	9.30	0.00	0.00	0.00	0.00	1.17	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19
9.00	9.29	0.00	0.00	0.00	0.00	3.85	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	9.30	0.00	0.00	0.00	0.00	3.46	4.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	9.30	0.00	0.00	0.00	0.00	2.43	2.14	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.51
12.00	9.30	0.00	0.00	0.00	0.00	2.06	4.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06
13.00	9.29	0.00	0.00	0.00	0.00	1.01	3.36	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.02
14.00	9.30	0.00	0.00	0.00	0.00	0.02	2.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31
15.00	9.30	0.00	0.00	0.00	0.00	1.50	2.74	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.09
16.00	9.30	0.00	0.00	0.00	0.00	3.43	1.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	9.29	0.00	0.00	0.00	0.00	1.05	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07
18.00	9.30	0.00	0.00	0.00	0.00	0.45	2.86	0.00	0.00	0.06	0.01	0.00	0.00	0.00	0.00	0.00	0.05
19.00	9.30	0.00	0.00	0.00	0.00	0.42	1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	9.30	0.00	0.00	0.00	0.00	1.50	1.12	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.07
