Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.326s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	8.05	7.44	7.17	0.00	0.00	0.00	0.00	0.00	0.00	1.66	0.00	0.00	0.00	0.00	0.52
3.00	8.10	7.50	7.20	0.00	0.00	0.22	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.61
4.00	8.10	7.50	7.21	0.00	0.00	0.02	0.00	0.00	0.16	1.45	0.00	1.10	0.00	1.10	0.71
5.00	8.10	7.50	7.20	0.00	0.00	1.75	0.00	0.00	0.00	3.33	0.00	0.00	0.00	0.00	1.84
6.00	8.10	7.50	7.21	0.53	0.00	0.24	0.00	0.00	0.00	1.53	0.00	0.00	0.00	1.12	1.46
7.00	8.10	7.50	7.20	0.00	0.00	2.08	0.00	0.00	0.05	0.64	0.00	0.82	0.00	0.34	1.60
8.00	8.09	7.50	7.20	0.00	0.00	0.34	0.00	0.00	0.99	2.68	0.00	0.77	0.00	0.01	0.60
9.00	8.10	7.50	7.21	0.49	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.31	0.00	0.00	1.53
10.00	8.10	7.49	7.20	0.97	0.00	4.07	0.00	0.00	0.00	5.09	0.00	0.00	0.00	0.00	0.00
11.00	8.10	7.50	7.21	0.00	0.00	0.26	0.00	0.00	0.00	3.62	0.00	2.89	0.00	0.00	0.94
12.00	8.10	7.50	7.20	0.00	0.00	0.64	0.00	0.00	0.00	0.00	0.00	1.22	0.00	1.30	0.31
13.00	8.10	7.50	7.20	0.02	0.01	0.02	0.00	0.00	0.15	0.00	0.00	0.69	0.00	0.00	0.61
14.00	8.09	7.50	7.21	0.00	0.00	0.02	0.00	0.00	0.61	2.51	0.00	1.83	0.00	1.50	1.97
15.00	8.10	7.50	7.20	0.00	1.04	0.33	0.00	0.00	2.00	2.16	0.00	0.00	0.00	0.42	0.77
