Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.457s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	7.44	6.59	0.00	0.40	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.84	0.00	0.00	0.00	0.00	0.00	0.00
3.00	7.50	6.59	0.00	1.32	2.89	1.32	0.00	0.00	0.00	0.00	0.00	0.02	1.70	2.24	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.50	6.61	0.00	2.04	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.58	3.64	1.07	0.00	0.00	0.01	0.00	0.00	0.00
5.00	7.50	6.59	0.00	1.37	0.62	2.03	0.00	0.00	0.00	0.00	0.00	0.26	1.74	2.27	0.00	0.00	0.05	0.00	0.00	0.00
6.00	7.50	6.61	0.00	3.16	6.10	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.49	0.00	0.00	0.00	0.98	0.00	0.00	0.00
7.00	7.50	6.59	0.00	0.57	2.36	0.61	0.00	0.00	0.00	0.00	0.00	0.51	2.03	1.48	0.00	0.00	0.91	0.00	0.00	0.00
8.00	7.50	6.61	1.46	3.66	0.02	0.47	0.00	0.00	0.00	0.00	0.00	0.64	1.63	1.30	0.00	0.00	0.00	0.00	0.00	0.14
9.00	7.50	6.59	0.00	3.27	1.05	1.18	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.39
10.00	7.49	6.61	0.31	0.94	0.33	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.14
11.00	7.50	6.59	0.00	4.02	2.83	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.37
