Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.667s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	9.88	7.80	0.06	0.14	0.00	0.00	0.05	1.07	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00
3.00	9.90	7.80	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	0.67
4.00	9.90	7.81	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.00	0.00	0.00	0.48	0.74
5.00	9.89	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.28	0.64	0.00	0.00	0.00	0.00
6.00	9.90	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.44	1.04	0.00	0.04	0.00	0.04
7.00	9.90	7.81	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.85	0.00	0.00	0.00	0.00
8.00	9.89	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.52	0.13	0.00	0.49	0.00
9.00	9.90	7.80	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.07	0.00	0.00	0.00	0.00	0.33	0.00	1.26	0.59	0.99	0.00	0.00	0.55
10.00	9.90	7.81	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
11.00	9.89	7.80	0.00	0.42	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.08	0.25	0.00
12.00	9.90	7.81	0.00	0.14	0.00	0.00	0.06	0.00	0.00	0.00	0.24	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19	0.00	0.06	0.04	0.00	0.00
13.00	9.90	7.80	0.00	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	1.32	0.00	0.02	0.00	0.00	0.00	1.34	0.00	0.00	0.35	0.00	0.00
14.00	9.90	7.80	1.51	0.12	0.00	0.00	0.00	0.02	0.00	0.00	0.07	2.34	0.00	0.07	0.00	0.15	0.00	0.00	0.00	1.81	0.00	0.00	0.37	0.00	0.00
15.00	9.89	7.81	0.00	0.61	0.00	0.00	0.00	0.07	0.00	0.00	0.00	2.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	0.00
16.00	9.90	7.80	1.54	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.30	0.00	0.00	0.00	0.00	0.00
17.00	9.90	7.80	0.47	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.05	1.25	0.02	0.00	0.00	0.00	0.00	0.35	0.00	1.15	0.00	0.00	0.00	0.28	0.59
