Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.163s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.47	6.29	5.99	0.00	0.98	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.31	0.00	0.00	0.00
3.00	7.50	6.30	6.01	0.00	1.26	0.00	0.00	0.58	0.00	0.28	0.40	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00
4.00	7.50	6.30	5.99	0.00	0.47	0.05	0.00	1.35	0.00	0.59	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00
5.00	7.50	6.30	6.01	0.00	1.88	0.00	0.00	0.00	0.00	0.00	0.99	0.24	0.12	0.00	0.05	0.00	0.77	0.00	0.04	0.00	0.00	0.00
6.00	7.50	6.30	5.99	0.00	0.00	0.09	1.53	0.00	2.01	0.16	0.18	0.16	0.05	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	7.50	6.30	6.01	0.00	0.00	0.00	0.00	0.12	0.01	0.05	2.11	0.68	0.19	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.67
8.00	7.50	6.30	5.99	0.00	1.57	0.00	0.00	1.25	0.19	0.05	0.14	0.59	0.24	0.00	0.00	0.00	2.51	0.00	0.00	0.00	0.00	0.00
9.00	7.50	6.30	6.01	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.51	0.49	0.14	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.00	1.75
10.00	7.49	6.30	5.99	0.00	0.77	0.00	0.00	0.00	0.00	0.33	2.03	0.00	0.71	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22
11.00	7.50	6.30	6.01	0.00	1.27	0.00	0.00	0.00	0.05	0.68	1.78	0.41	0.92	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25
