Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.348s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	6.56	6.59	6.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00
3.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.15
5.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	2.53	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.34	1.47	0.00	0.00
6.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.00	0.00
7.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	1.20	0.00	0.00
8.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	5.05	0.25	0.00	0.00	1.95	0.29	0.00	0.00	0.00	0.87	0.07	0.00	0.07
9.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.12	0.00	0.04	0.72	0.00	0.00	2.16	0.20	0.00	0.00	0.00	0.31	0.09	0.00	0.07
10.00	6.61	6.61	6.30	0.00	0.00	0.04	0.00	0.05	0.00	3.27	0.31	0.00	0.00	1.87	0.00	0.00	0.00	0.00	0.06	0.93	0.00	0.00
11.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	1.88	2.66	0.00	0.00	0.54	0.06	0.00	0.00	0.00	2.32	0.61	0.00	0.24
12.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.31	0.00	0.00
13.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.01	1.25	0.00	0.00
14.00	6.61	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.29	0.00	0.00	0.09
15.00	6.59	6.61	6.30	0.00	0.00	0.00	0.00	1.40	0.00	0.00	3.80	0.00	0.00	0.00	1.24	0.00	0.00	0.00	0.92	1.05	0.00	0.51
16.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.51	0.25	1.72	0.92	0.00	0.00	0.00	0.73	0.00	0.00	0.00	0.67	0.29	0.00	0.26
17.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	2.25	1.35	0.00	0.00	0.72	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.42
18.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.61	0.31	0.00	0.00
19.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.19	0.00	0.00	1.30	0.11	0.00	0.00	0.00	0.00	1.68	0.00	0.06
20.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	1.45	0.00	1.59	1.75	0.00	0.00	1.07	0.80	0.00	0.00	0.00	0.81	0.57	0.00	0.48
21.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	1.81	1.74	0.00	0.00	1.17	0.69	0.00	0.00	0.00	0.00	0.15	0.00	0.00
22.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.82	1.63	0.00	0.00	0.61	0.16	0.00	0.00	0.00	0.49	0.00	0.00	0.00
23.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.91	0.00	0.99	0.73	0.00	0.00	0.00	0.16	0.00	0.00	0.00	1.17	1.85	0.00	0.20
24.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	2.19	0.00	0.00
25.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.31	0.35	0.00	0.07
26.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.61	0.60	0.00	0.07
27.00	6.61	6.59	6.30	0.00	0.00	0.00	0.00	0.19	0.00	1.72	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.05
28.00	6.59	6.61	6.30	0.00	0.00	0.00	0.00	0.98	0.00	0.51	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.75	0.00	0.49
29.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	1.28	0.00	0.52	1.01	0.00	0.00	1.14	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.31
30.00	6.61	6.61	6.30	0.00	0.72	0.00	0.00	0.00	0.00	0.80	0.99	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.45	0.12	0.00	0.00
31.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	2.92	1.55	0.00	0.00	0.85	0.85	0.00	0.00	0.00	0.00	0.34	0.00	0.29
32.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.31	0.00	0.00	1.22	0.19	0.00	0.00	0.00	0.00	0.75	0.00	0.00
33.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.44	0.00	0.00
34.00	6.61	6.61	6.30	0.00	0.01	0.00	0.00	0.00	0.00	2.31	1.79	0.00	0.00	2.03	0.41	0.00	0.00	0.00	0.32	0.52	0.00	0.22
35.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.58	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.00
36.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.30	0.00	0.00	0.05	0.09	0.00	0.00	0.00	0.00	0.61	0.00	0.29
37.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.77	0.00	0.47	0.02	0.00	0.00	0.93	0.00	0.00	0.00	0.00	0.31	0.59	0.00	0.00
38.00	6.61	6.61	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.55	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.31	0.00	0.00
39.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40.00	6.61	6.61	6.30	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.99	0.00	0.00	0.00
41.00	6.59	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.39
