Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.242s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	7.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.49	0.00
3.00	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.20	0.00	0.52	0.00	0.00	0.00	0.00	0.00	0.14	0.00
4.00	7.50	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.16	0.00	0.14	0.00	0.00	0.00	0.00	0.89	0.08	0.00
5.00	7.50	0.33	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.29	0.00
6.00	7.50	0.19	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.97	0.09	0.00
7.00	7.50	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00
8.00	7.50	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.91	0.00	0.00
9.00	7.50	0.00	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.71	0.00	0.00	0.00	1.21	0.00	0.00	1.22	0.00	0.00
10.00	7.49	0.00	0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	0.00
11.00	7.50	0.44	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.33	0.00	0.00	0.00	0.00	1.41	0.00	0.00
