Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.175s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	10.15	7.45	6.89	0.00	1.70	1.45	0.02	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.22	0.00	0.00
3.00	10.20	7.50	6.90	0.07	0.00	1.34	0.00	0.12	0.00	0.00	0.07	0.44	0.00	0.00	0.79	0.00	0.00
4.00	10.20	7.50	6.90	0.00	1.90	0.45	0.18	0.14	0.00	0.00	0.38	0.73	0.00	0.00	1.31	0.00	0.00
5.00	10.20	7.50	6.90	0.00	0.00	0.77	0.06	0.18	0.00	0.00	0.02	0.52	0.00	0.00	1.20	0.00	0.00
6.00	10.20	7.50	6.90	0.00	0.00	1.46	0.00	0.49	0.00	0.00	0.00	0.59	0.00	0.09	1.06	0.00	0.00
7.00	10.21	7.50	6.90	0.16	0.00	0.54	0.00	0.31	0.00	0.00	0.00	0.40	0.09	0.00	0.31	0.33	0.00
8.00	10.20	7.50	6.90	0.16	0.02	1.04	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.00	0.02	0.00
9.00	10.20	7.50	6.90	0.00	0.00	1.28	0.00	0.00	0.00	0.00	0.00	0.52	0.39	0.01	1.10	0.45	0.00
10.00	10.20	7.49	6.90	0.46	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.89	0.28	0.00
11.00	10.20	7.50	6.90	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.85	0.14	0.00	0.49	0.24	0.00
12.00	10.20	7.50	6.90	0.42	0.46	0.00	0.00	0.58	0.00	0.00	0.00	0.64	0.00	0.00	0.33	0.02	0.00
13.00	10.21	7.50	6.90	0.25	2.93	0.06	0.00	0.45	0.00	0.00	0.18	0.68	0.13	0.00	0.00	0.02	0.00
14.00	10.20	7.50	6.90	0.20	0.81	0.89	0.00	0.20	0.00	0.00	0.45	0.42	0.28	0.00	0.00	0.02	0.00
15.00	10.20	7.50	6.90	0.00	2.73	0.33	0.14	0.87	0.00	0.00	0.00	0.00	0.49	0.00	0.44	0.14	0.00
16.00	10.20	7.50	6.90	0.45	0.00	1.37	0.00	0.16	0.00	0.00	0.00	0.75	0.19	0.00	0.75	0.00	0.00
17.00	10.20	7.50	6.89	0.48	0.00	0.97	0.12	0.05	0.00	0.00	0.13	0.42	0.08	0.00	1.11	0.00	0.24
