Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.341s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	6.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	1.44
3.00	6.59	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.33	0.61
4.00	6.61	0.00	1.98	0.00	0.00	0.00	0.00	0.42	0.00	0.02
5.00	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.66
6.00	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	6.59	0.00	5.90	0.00	0.00	0.00	0.00	1.25	0.91	0.42
8.00	6.61	0.00	0.84	0.00	0.00	0.00	0.29	0.74	0.06	1.35
9.00	6.59	0.00	2.37	0.00	0.00	0.00	0.00	1.75	0.00	0.13
10.00	6.61	0.00	1.08	0.00	0.00	0.00	0.08	0.04	0.86	1.20
11.00	6.59	0.00	3.90	0.00	0.00	0.00	0.00	0.02	1.42	0.92
12.00	6.61	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.31
13.00	6.59	0.00	0.18	0.00	0.00	0.00	0.00	0.00	1.47	1.84
14.00	6.61	0.00	2.38	0.00	0.00	0.00	0.00	1.47	0.00	1.00
15.00	6.59	0.00	4.90	0.00	0.00	0.00	0.00	0.99	0.47	1.00
