Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.149s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	9.84	0.00	0.00	0.48	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.58
3.00	9.90	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.09
4.00	9.90	0.27	0.00	0.00	0.01	0.12	0.00	0.05	2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.07
5.00	9.89	2.16	0.53	0.00	0.07	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.16	0.01	0.00	0.00	0.12	0.00	0.00	0.00	0.12	1.12	0.00
6.00	9.90	1.18	0.00	0.00	0.00	0.21	0.00	3.34	0.00	0.18	0.00	0.00	1.15	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.05	0.00	0.05
7.00	9.90	1.06	0.00	0.00	0.60	0.21	0.02	3.76	0.49	0.12	0.00	0.00	0.66	0.00	0.00	0.00	0.40	0.00	0.00	0.99	0.14	0.00	0.16
8.00	9.89	0.78	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.07	0.00	0.00	0.86	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.38	0.00	0.12
9.00	9.90	1.37	0.00	0.00	0.49	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.19	0.00	0.49
10.00	9.90	1.19	0.52	0.00	0.00	0.45	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	1.22	0.20	0.57	0.19
11.00	9.89	1.65	0.00	0.00	0.00	0.26	0.00	0.01	0.07	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.28	0.47	0.07
