Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.279s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	7.49	7.49	0.00	1.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	7.50	7.50	0.19	4.19	0.00	0.00	0.32	0.00	0.00	0.00	0.95	0.04	0.00	0.00	0.12	0.00	0.00
4.00	7.50	7.50	0.00	3.86	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
5.00	7.50	7.50	2.45	3.92	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00
6.00	7.50	7.50	2.68	2.84	0.00	0.00	2.06	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.38	0.08
7.00	7.50	7.50	0.00	0.39	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00
8.00	7.50	7.50	0.00	1.71	0.00	0.00	1.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.37
9.00	7.50	7.50	0.00	6.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.11
10.00	7.49	7.49	2.36	2.89	0.00	0.00	0.00	0.97	0.00	0.07	0.00	0.00	0.00	0.00	0.00	1.52	0.00
11.00	7.50	7.50	0.00	0.02	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00
12.00	7.50	7.50	1.90	2.27	0.00	0.00	0.53	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.01	1.33	0.25
13.00	7.50	7.50	2.96	3.37	0.00	0.00	0.00	1.25	0.00	0.00	0.44	0.00	0.00	0.00	0.24	0.00	0.00
