Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.323s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	7.15	6.88	6.28	0.00	1.44	1.30	0.24	0.00	1.13	0.00	0.00	2.73	0.00	0.00	0.00	0.07
3.00	7.20	6.90	6.30	0.00	0.00	1.57	4.19	0.00	4.38	0.00	0.00	2.53	0.00	0.00	0.00	0.16
4.00	7.21	6.90	6.30	0.00	1.45	1.74	3.17	0.00	2.12	0.00	0.00	1.91	0.00	0.02	0.00	0.68
5.00	7.20	6.90	6.30	0.00	1.33	0.64	2.28	0.00	0.31	0.00	0.00	2.38	0.00	0.35	0.00	0.78
6.00	7.21	6.90	6.30	0.00	3.92	2.05	1.48	0.33	0.00	0.00	0.00	1.11	0.00	0.22	0.00	0.39
7.00	7.20	6.90	6.30	0.00	2.25	0.67	1.37	0.00	0.00	0.00	0.00	2.32	0.00	0.09	0.00	0.66
8.00	7.20	6.90	6.30	0.00	1.05	2.52	1.61	0.16	3.21	0.00	0.00	1.42	0.00	0.00	0.00	0.74
9.00	7.21	6.90	6.30	0.00	3.82	3.73	0.81	0.00	0.40	0.00	0.00	3.03	0.00	0.33	0.31	0.67
10.00	7.20	6.90	6.30	0.00	2.80	2.03	2.46	0.01	1.73	0.00	0.00	2.01	0.00	0.16	0.00	0.84
11.00	7.21	6.90	6.30	0.00	0.64	2.97	3.70	0.65	2.89	0.00	0.00	1.22	0.00	0.00	0.00	0.37
12.00	7.20	6.90	6.30	0.00	5.77	2.94	1.50	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.54	0.94
13.00	7.20	6.90	6.30	0.00	1.74	4.33	2.93	0.00	0.00	0.00	0.00	1.79	0.00	0.00	0.09	0.88
14.00	7.21	6.90	6.30	0.00	2.30	0.94	2.97	1.95	0.00	0.00	0.00	1.48	0.00	0.00	0.20	0.68
15.00	7.20	6.90	6.30	0.00	3.39	0.86	3.62	0.00	2.45	0.00	0.00	1.72	0.00	0.00	0.28	0.89
16.00	7.21	6.90	6.30	0.00	1.84	3.45	3.18	0.02	2.20	0.00	0.00	1.90	0.00	0.77	0.18	0.86
17.00	7.20	6.89	6.30	0.00	1.20	0.86	2.57	0.33	4.46	0.00	0.00	3.76	0.00	0.02	0.02	0.91
18.00	7.21	6.90	6.30	0.00	5.86	0.00	4.90	1.06	5.43	0.00	0.00	4.05	0.00	0.00	2.64	0.91
19.00	7.20	6.90	6.30	0.00	6.01	0.00	5.70	0.00	5.39	0.00	0.00	4.79	0.00	0.00	3.30	0.89
20.00	7.20	6.90	6.30	0.00	5.99	0.00	5.70	0.00	5.41	0.00	0.00	4.80	0.00	0.00	3.30	0.91
21.00	7.21	6.90	6.30	0.00	6.01	0.00	5.70	0.00	5.39	0.00	0.00	4.79	0.00	0.00	3.31	0.89
22.00	7.20	6.90	6.30	0.00	5.99	0.00	5.70	0.00	5.41	0.00	0.00	4.80	0.00	0.00	3.30	0.89
23.00	7.21	6.90	6.30	0.00	6.01	0.00	5.70	0.00	5.39	0.00	0.00	4.80	0.00	0.00	3.30	0.91
24.00	7.20	6.90	6.30	0.00	5.99	0.00	5.70	0.00	5.41	0.00	0.00	4.79	0.00	0.00	3.31	0.89
25.00	7.20	6.90	6.30	0.00	6.01	0.00	5.70	0.00	5.41	0.00	0.00	4.80	0.00	0.00	3.30	0.91
26.00	7.21	6.90	6.30	0.00	5.99	0.00	5.70	0.00	5.39	0.00	0.00	4.80	0.00	0.00	3.30	0.89
27.00	7.20	6.90	6.30	0.00	6.01	0.00	5.70	0.00	5.41	0.00	0.00	4.79	0.00	0.00	3.30	0.91
28.00	7.21	6.90	6.30	0.00	5.99	0.00	5.70	0.00	5.41	0.00	0.00	4.80	0.00	0.00	3.30	0.89
29.00	7.20	6.90	6.30	0.00	6.01	0.00	5.70	0.00	5.39	0.00	0.00	4.79	0.00	0.00	3.31	0.89
