Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.420s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.59	6.29	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
3.00	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19
4.00	6.61	6.30	0.01	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37
5.00	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.39	0.00	0.00	0.00
6.00	6.61	6.30	0.18	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
7.00	6.59	6.30	0.01	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	1.54
8.00	6.61	6.30	0.00	0.00	3.04	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	6.59	6.30	0.00	0.51	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.49	0.00	0.00	0.37
10.00	6.61	6.30	0.16	2.38	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
11.00	6.59	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.01	0.00	0.00	0.00	0.00	0.00	2.57	0.00	0.00	0.00
12.00	6.61	6.30	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	6.59	6.30	0.89	0.05	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00
14.00	6.61	6.30	0.28	0.14	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.00
15.00	6.59	6.30	0.00	1.55	2.93	0.00	0.01	0.13	0.49	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.57	0.00	0.99	0.00	0.00	0.57
16.00	6.59	6.30	0.00	1.64	0.41	0.00	0.00	0.22	1.26	0.00	0.00	1.72	0.00	0.00	1.14	0.51	0.00	1.78	0.00	1.27	0.00	0.00	0.81
17.00	6.61	6.30	0.88	0.19	0.00	0.00	0.27	0.00	1.61	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	1.24	0.40	1.28	0.00	0.00	0.68
18.00	6.59	6.30	0.12	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	2.19	0.00	0.00	0.00	0.00	0.00
