Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.429s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.44	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.81	0.00	0.00
3.00	7.50	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	1.58	0.00	0.00	1.80	0.00	0.00
4.00	7.50	0.00	0.00	0.00	0.00	1.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.55	0.00	0.00
5.00	7.50	0.00	0.00	0.00	0.00	5.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	1.85	0.00	0.00
6.00	7.50	0.00	0.00	0.13	0.00	1.35	0.00	0.00	0.22	0.02	0.00	0.00	0.02	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.00	0.18
7.00	7.50	0.00	0.00	0.00	0.00	2.04	0.00	0.00	0.01	0.00	0.00	0.00	0.00	1.72	0.00	0.00	0.00	0.00	0.00	2.65	0.00	0.53
8.00	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.19
9.00	7.50	0.00	0.00	0.20	0.00	0.00	0.00	0.00	2.81	0.00	0.00	0.00	0.05	2.16	0.00	0.00	0.00	0.00	0.00	2.84	0.00	1.79
10.00	7.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.91	0.06	0.00	0.00	0.04	0.46	0.00	0.00	1.41	0.00	0.00	1.06	0.00	0.64
11.00	7.50	0.00	0.00	0.16	0.00	0.00	0.00	0.00	2.14	0.02	0.00	0.00	0.00	0.52	0.00	0.00	0.47	0.00	0.00	1.97	0.00	2.06
12.00	7.50	0.00	0.00	0.58	0.00	1.20	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.18	0.00	0.00	1.04	0.00	0.24
13.00	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
