Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.948s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	7.49	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.65
3.00	7.50	0.00	0.68	0.00	0.00	0.00	0.00	0.13	0.07	0.00	0.06
4.00	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	3.00
5.00	7.50	0.00	0.00	0.00	2.72	0.00	0.00	0.00	0.00	0.00	1.35
6.00	7.50	0.00	1.08	0.00	4.83	0.00	0.00	0.19	0.00	0.00	2.71
7.00	7.50	5.75	0.00	0.00	3.52	0.00	0.44	0.00	0.00	0.00	0.54
8.00	7.50	5.95	0.00	0.00	5.17	0.00	0.00	0.00	0.00	0.00	0.00
9.00	7.50	7.01	0.00	0.00	5.92	0.00	0.00	0.00	0.00	0.00	0.00
10.00	7.49	7.20	0.00	0.00	3.78	0.00	0.00	0.00	0.00	0.00	0.00
11.00	7.50	7.20	0.08	0.00	2.96	0.00	0.00	0.02	0.02	0.00	0.00
12.00	7.50	6.63	0.00	0.00	2.77	0.00	0.65	0.00	0.00	0.00	0.49
13.00	7.50	6.01	0.00	0.00	2.46	0.00	0.00	0.00	0.00	0.00	0.35
14.00	7.50	5.17	0.00	0.00	3.78	0.00	0.00	0.00	0.00	0.00	1.00
15.00	7.50	4.84	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.11
16.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	7.50	5.61	0.00	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00
18.00	7.50	5.33	0.21	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
19.00	7.49	7.17	0.74	0.00	2.05	0.00	0.00	0.00	0.14	0.00	0.00
20.00	7.50	6.70	0.00	0.00	0.02	0.00	0.54	0.00	0.00	0.00	0.00
21.00	7.50	6.77	0.00	0.00	5.51	0.00	0.00	0.00	0.00	0.00	0.00
22.00	7.50	4.80	0.00	0.00	2.26	0.00	0.00	0.00	0.00	0.00	0.00
23.00	7.50	7.50	0.00	0.00	2.77	0.00	0.00	0.00	0.00	0.00	0.00
24.00	7.50	7.02	1.31	0.00	0.68	0.00	0.00	0.42	0.40	0.00	0.00
25.00	7.50	7.22	2.77	0.00	4.05	0.00	0.33	0.38	0.42	0.00	0.00
26.00	7.50	6.21	0.00	0.00	2.80	0.00	0.66	0.00	0.00	0.00	0.00
27.00	7.50	7.18	0.22	0.00	3.06	0.00	0.57	0.06	0.05	0.00	0.00
28.00	7.49	7.20	0.53	0.00	0.74	0.00	0.00	0.00	0.08	0.00	0.00
29.00	7.50	5.69	1.05	0.00	1.77	0.00	0.00	0.01	0.21	0.00	0.00
30.00	7.50	7.62	0.00	0.00	1.12	0.00	0.01	0.00	0.00	0.00	0.00
31.00	7.50	6.26	0.32	0.00	3.72	0.00	0.00	0.00	0.00	0.00	1.07
32.00	7.50	5.76	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.95
33.00	7.50	6.76	0.00	0.00	1.10	0.00	0.19	0.00	0.00	0.00	0.00
34.00	7.50	4.11	0.00	0.00	2.44	0.00	0.12	0.00	0.00	0.00	2.33
35.00	7.50	6.78	0.00	0.42	3.20	0.00	0.00	0.00	0.00	0.00	0.40
36.00	7.50	7.07	0.54	0.02	4.15	0.00	0.00	0.09	0.00	0.00	2.78
37.00	7.49	5.91	0.00	0.00	5.18	0.00	0.00	0.00	0.00	0.00	0.34
38.00	7.50	8.10	0.00	0.00	5.66	0.00	1.02	0.00	0.00	0.00	0.00
39.00	7.50	6.98	0.00	0.00	4.64	0.00	0.00	0.00	0.00	0.00	0.00
40.00	7.50	7.16	0.00	0.00	5.28	0.00	0.61	0.00	0.00	0.00	0.00
41.00	7.50	7.20	0.33	0.00	4.45	0.00	0.00	0.24	0.13	0.00	0.00
42.00	7.50	7.18	0.00	0.00	3.46	0.00	0.00	0.00	0.00	0.00	0.00
43.00	7.50	4.98	0.00	0.14	4.23	0.00	0.00	0.00	0.00	0.00	0.79
44.00	7.50	7.18	0.41	0.00	3.87	0.00	0.00	0.00	0.09	0.00	0.00
45.00	7.50	6.14	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00
46.00	7.49	5.48	0.00	0.00	2.98	0.00	0.00	0.00	0.00	0.00	0.00
47.00	7.50	5.17	0.00	0.00	4.75	0.00	0.00	0.00	0.00	0.00	0.00
48.00	7.50	7.23	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00
49.00	7.50	7.20	0.00	0.00	5.64	0.00	0.26	0.00	0.00	0.00	0.00
50.00	7.50	7.20	0.00	0.00	5.02	0.00	0.00	0.00	0.00	0.00	0.00
51.00	7.50	5.36	0.00	0.00	4.15	0.00	0.00	0.00	0.00	0.00	0.01
52.00	7.50	3.77	0.00	0.00	2.13	0.00	0.01	0.00	0.00	0.00	0.00
53.00	7.50	7.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
54.00	7.50	6.04	0.00	0.13	3.45	0.00	0.00	0.00	0.00	0.00	0.73
55.00	7.49	7.21	0.00	0.00	4.12	0.00	0.00	0.00	0.00	0.00	0.00
56.00	7.50	6.37	0.00	0.00	4.83	0.00	0.97	0.00	0.00	0.00	0.00
