Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.314s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	9.57	7.17	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	2.58	0.00	0.00	0.00	0.00	0.00
3.00	9.60	7.20	1.35	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.01	2.17	0.00	0.00	0.09	0.93	0.00
4.00	9.60	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.14	0.00	0.00	0.00	2.52	0.00
5.00	9.60	7.20	0.80	0.00	0.00	0.00	0.00	1.40	0.00	0.00	0.00	1.38	0.00	0.00	0.00	2.30	0.00
6.00	9.61	7.21	3.31	0.00	0.00	0.00	0.00	2.31	0.00	0.00	0.00	4.77	0.00	0.00	0.00	0.55	0.00
7.00	9.60	7.20	0.00	0.00	0.00	0.00	0.00	2.24	0.00	0.00	0.00	2.68	0.00	0.00	0.00	1.50	0.00
8.00	9.60	7.20	2.17	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	2.68	0.00	0.00	0.20	2.73	0.00
9.00	9.60	7.21	2.32	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	3.56	0.00	0.00	0.11	3.83	0.00
10.00	9.60	7.20	2.17	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.00	0.09	0.00	0.00	0.14	3.56	0.92
11.00	9.61	7.21	4.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.80	0.00	0.00	0.19	1.68	0.00
12.00	9.60	7.20	3.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.62	0.00	0.00	0.00	2.10	0.00
