Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.138s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.84	6.89	6.28	2.04	0.00	0.00	0.00	1.02	0.52	0.00	0.00	0.00	0.00	0.00	0.12	0.48	0.49	0.00	0.00	0.00	0.00	0.00	0.00
3.00	6.90	6.90	6.30	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.48	0.49	0.24	0.00	0.00	0.00	0.00	0.00	0.00
4.00	6.90	6.90	6.30	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	6.90	6.90	6.30	1.47	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	6.90	6.90	6.30	1.44	0.00	0.00	0.00	0.99	0.00	0.00	0.64	0.52	0.02	0.00	0.25	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.14
7.00	6.90	6.90	6.30	1.34	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.21	0.00	0.00	0.00	0.00	0.00	0.00
8.00	6.90	6.90	6.30	1.60	0.00	0.00	0.05	0.14	1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00
9.00	6.90	6.90	6.30	1.84	0.00	0.00	0.05	2.05	0.45	0.00	0.00	0.00	0.00	0.00	0.74	1.18	0.08	0.18	0.00	0.00	0.00	0.00	0.00
10.00	6.90	6.90	6.30	1.27	0.00	0.00	0.13	2.04	0.86	0.00	0.00	0.11	0.00	0.00	0.28	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00
11.00	6.90	6.90	6.30	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	0.00	0.00	1.31	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00
