Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.144s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	9.57	7.17	0.00	0.00	0.00	1.24	0.40	0.06	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.73	0.00
3.00	9.60	7.20	0.00	0.00	0.00	1.01	0.11	5.73	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	9.60	7.21	0.00	0.00	0.00	0.89	0.00	1.75	0.00	0.19	0.39	3.09	0.00	0.00	0.34	2.68	1.21
5.00	9.60	7.20	0.00	0.00	0.00	0.38	0.09	0.00	0.00	0.00	0.14	1.33	0.00	0.00	0.00	2.11	0.00
6.00	9.61	7.21	0.00	0.00	0.00	1.02	0.51	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00
7.00	9.60	7.20	0.00	0.00	0.00	0.57	0.68	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00
8.00	9.60	7.20	0.00	0.00	0.00	0.61	0.41	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	9.60	7.21	0.00	0.00	0.00	1.06	0.00	1.81	0.00	0.00	0.00	4.50	0.00	0.00	0.00	0.00	0.00
10.00	9.60	7.20	0.00	0.00	0.00	1.28	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00
11.00	9.61	7.21	0.00	0.00	0.00	0.02	0.06	0.52	0.00	0.00	0.00	2.08	0.00	0.00	0.00	1.37	0.00
