Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.424s)
CreateVariables () DONE !!!
Creating 12 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	8.35	5.99	5.97	0.00	0.00	0.00	1.71	0.00	0.51	0.71	0.53	0.00
3.00	8.40	6.01	6.01	0.00	0.00	0.00	0.31	0.00	2.26	2.12	2.66	0.00
4.00	8.40	5.99	5.99	0.00	0.00	0.00	2.68	0.94	2.05	2.80	0.00	0.00
5.00	8.41	6.01	6.01	0.00	0.00	0.00	1.77	0.11	1.57	4.40	0.33	0.00
6.00	8.40	5.99	5.99	0.00	0.00	0.00	1.73	0.00	2.98	3.90	0.27	0.00
7.00	8.40	6.01	6.01	0.00	0.00	0.00	0.33	1.00	3.94	1.80	1.01	0.00
8.00	8.41	5.99	5.99	0.00	0.00	0.00	1.77	0.00	2.63	4.16	0.07	0.00
9.00	8.40	6.01	6.01	0.00	0.00	0.00	0.88	2.23	2.47	1.31	0.00	0.00
10.00	8.40	5.99	5.99	0.00	0.00	0.00	1.95	0.11	1.57	4.50	0.00	0.00
11.00	8.41	6.01	6.01	0.00	0.00	0.00	1.72	0.00	1.65	4.22	0.31	0.00
12.00	8.40	5.99	5.99	0.00	0.00	0.00	0.31	0.00	0.82	2.11	0.00	0.72
13.00	8.40	6.01	6.01	0.00	0.00	0.00	1.08	0.00	2.79	1.46	0.00	0.31
14.00	8.41	5.99	5.99	0.00	0.00	0.00	1.87	2.63	2.18	2.28	0.39	0.58
15.00	8.40	6.01	6.01	0.00	0.00	0.00	3.76	1.15	0.98	0.51	0.00	0.64
16.00	8.40	5.99	5.99	0.00	0.00	0.00	1.59	0.89	3.38	1.80	0.00	3.16
17.00	8.41	6.01	6.01	0.00	0.00	0.00	3.18	0.80	1.71	0.02	0.35	0.41
18.00	8.40	5.99	5.99	0.00	0.00	0.00	0.28	0.00	1.13	1.40	0.00	0.40
19.00	8.40	6.01	6.01	0.00	0.00	0.00	3.31	0.00	2.43	2.60	0.52	0.22
20.00	8.40	5.99	5.99	0.00	0.00	0.00	1.94	0.00	1.50	1.11	0.00	1.11
21.00	8.41	6.01	6.01	0.00	0.00	0.00	2.23	1.07	3.58	3.43	0.57	0.00
22.00	8.40	5.99	5.99	0.00	0.00	0.00	3.01	0.00	1.70	0.00	0.00	1.74
23.00	8.40	6.01	6.01	0.00	0.00	0.00	0.95	0.66	2.94	0.11	2.40	1.35
24.00	8.41	5.99	5.99	0.00	0.00	0.00	2.10	2.23	2.51	1.65	0.51	1.84
25.00	8.40	6.01	6.01	0.00	0.00	0.00	1.22	0.00	0.00	1.00	0.00	0.40
26.00	8.40	5.99	5.99	0.00	0.00	0.00	0.00	0.52	0.59	1.30	0.09	0.00
27.00	8.41	6.01	6.01	0.00	0.00	0.00	0.61	0.54	2.91	0.06	0.21	1.22
28.00	8.40	5.99	5.99	0.00	0.00	0.00	0.31	0.00	4.45	0.00	0.62	0.00
29.00	8.40	6.01	6.01	0.00	0.00	0.00	1.25	1.67	0.00	0.34	0.00	1.13
30.00	8.41	5.99	5.99	0.00	0.00	0.00	0.42	0.02	1.27	0.00	0.11	0.31
31.00	8.40	6.01	6.01	0.00	0.00	0.00	1.72	0.00	2.54	1.00	0.94	0.13
32.00	8.40	5.99	5.99	0.00	0.00	0.00	0.40	0.00	3.45	0.00	3.03	1.68
33.00	8.41	6.01	6.01	0.00	0.00	0.00	1.94	0.00	1.98	0.68	0.00	0.00
34.00	8.40	5.99	5.99	0.00	0.00	0.00	0.68	0.28	1.80	0.72	0.12	1.79
35.00	8.40	6.01	6.01	0.00	0.00	0.00	0.73	0.00	0.85	0.59	0.00	1.61
36.00	8.41	5.99	5.99	0.00	0.00	0.00	2.04	0.00	2.36	0.28	0.00	1.11
37.00	8.40	6.01	6.01	0.00	0.00	0.00	1.37	0.93	4.27	0.33	0.00	3.58
38.00	8.40	5.99	5.99	0.00	0.00	0.00	1.31	0.00	1.83	0.09	0.48	1.52
39.00	8.40	6.01	6.01	0.00	0.00	0.00	2.76	0.66	2.41	0.93	0.81	0.26
40.00	8.41	5.99	5.99	0.00	0.00	0.00	2.73	1.25	3.67	1.78	0.28	0.00
41.00	8.40	6.01	6.01	0.00	0.00	0.00	1.04	1.07	2.06	0.59	0.51	0.00
42.00	8.40	5.99	5.99	0.00	0.00	0.00	2.81	0.81	1.39	1.71	0.06	0.82
43.00	8.41	6.01	6.01	0.00	0.00	0.00	3.17	0.20	3.34	1.58	0.00	2.33
44.00	8.40	5.99	5.99	0.00	0.00	0.00	0.59	2.73	2.00	0.00	0.45	1.21
45.00	8.40	6.01	6.01	0.00	0.00	0.00	0.92	1.30	1.50	1.30	0.25	1.74
46.00	8.41	5.99	5.99	0.00	0.00	0.00	0.77	0.15	2.18	1.30	0.00	0.00
47.00	8.40	6.01	6.01	0.00	0.00	0.00	1.31	0.00	1.86	1.47	0.00	0.08
48.00	8.40	6.01	6.01	0.00	0.00	0.00	1.21	3.11	3.38	0.22	0.00	0.00
49.00	8.41	5.99	5.99	0.00	0.00	0.00	0.02	0.24	1.20	0.64	0.00	0.00
50.00	8.40	6.01	6.01	0.00	0.00	0.00	0.61	0.32	0.95	3.14	0.00	0.00
51.00	8.40	5.99	5.99	0.00	0.00	0.00	1.90	0.35	2.19	1.52	0.82	0.48
52.00	8.41	6.01	6.01	0.00	0.00	0.00	0.95	0.78	1.59	0.65	1.10	2.14
53.00	8.40	5.99	5.99	0.00	0.00	0.00	0.99	0.99	2.20	0.00	0.00	0.00
54.00	8.40	6.01	6.01	0.00	0.00	0.00	0.00	1.79	2.21	0.00	0.00	0.31
55.00	8.41	5.99	5.99	0.00	0.00	0.00	1.13	0.00	1.18	0.00	0.59	0.61
56.00	8.40	6.01	6.01	0.00	0.00	0.00	0.05	0.55	3.56	1.86	0.15	0.44
57.00	8.40	5.99	5.99	0.00	0.00	0.00	0.97	0.00	2.00	0.00	0.00	0.92
58.00	8.40	6.01	6.01	0.00	0.00	0.00	1.34	0.00	1.84	0.94	0.00	0.15
59.00	8.41	5.99	5.99	0.00	0.00	0.00	1.91	0.00	4.50	0.65	1.40	1.87
