Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.296s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	9.56	6.89	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.05
3.00	9.60	6.90	0.00	0.00	0.47	0.00	0.00	1.34	0.00	0.00	0.00	0.00	0.24
4.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	3.54	0.00	0.00	0.00	0.92	0.02
5.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00
6.00	9.61	6.90	0.00	0.00	1.63	0.00	0.00	1.65	0.00	1.97	0.00	1.19	0.00
7.00	9.60	6.90	0.00	0.04	0.52	0.00	0.00	2.03	0.00	0.29	0.00	0.14	0.28
8.00	9.60	6.90	0.00	0.49	3.26	0.00	0.00	1.33	0.00	1.50	0.00	0.24	0.38
9.00	9.60	6.90	0.00	0.00	0.31	0.00	0.00	1.32	0.00	1.30	0.00	1.13	0.82
10.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	3.50	0.00	1.18	0.00	0.49	0.54
11.00	9.61	6.90	0.00	0.00	0.00	0.00	0.00	2.91	0.00	1.71	0.00	0.00	0.00
12.00	9.60	6.90	0.00	0.69	1.75	0.00	0.00	2.54	0.00	1.64	0.00	0.00	0.00
13.00	9.60	6.90	0.00	2.03	2.84	0.00	0.00	0.86	0.00	1.07	0.00	0.00	0.31
14.00	9.60	6.90	0.00	0.00	0.13	0.00	0.00	2.66	0.00	0.41	0.00	0.00	2.21
15.00	9.61	6.90	0.00	0.00	0.95	0.00	0.00	2.59	0.00	0.39	0.00	1.87	1.04
16.00	9.60	6.90	0.00	0.00	0.75	0.00	0.00	3.64	0.00	0.98	0.00	0.00	2.12
17.00	9.60	6.89	0.00	0.00	0.00	0.00	0.00	2.04	0.00	0.73	0.00	1.26	0.00
18.00	9.60	6.90	0.01	0.00	0.82	0.00	0.00	4.40	0.00	0.58	0.00	1.05	1.38
19.00	9.60	6.90	0.00	0.00	2.79	0.00	0.00	1.59	0.00	1.06	0.00	0.00	0.00
20.00	9.61	6.90	0.00	0.00	0.07	0.00	0.00	0.80	0.00	0.07	0.00	0.00	2.94
21.00	9.60	6.90	0.00	0.14	1.47	0.00	0.00	3.94	0.00	1.64	0.00	0.00	0.54
22.00	9.60	6.90	0.00	0.00	0.92	0.00	0.00	2.54	0.00	1.37	0.00	0.13	1.48
23.00	9.60	6.90	0.00	1.50	1.30	0.00	0.00	2.73	0.00	0.24	0.00	0.00	0.67
24.00	9.61	6.90	0.00	0.00	0.00	0.00	0.00	1.21	0.00	2.68	0.00	0.00	0.31
25.00	9.60	6.90	0.00	0.00	1.17	0.00	0.00	3.20	0.00	2.73	0.00	0.55	0.00
26.00	9.60	6.90	0.00	0.00	1.33	0.00	0.00	0.77	0.00	1.47	0.00	0.00	0.00
27.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	0.91	0.00	2.34	0.00	0.00	0.00
28.00	9.60	6.90	0.00	0.00	2.34	0.00	0.00	0.00	0.00	3.27	0.00	0.00	0.31
29.00	9.61	6.90	0.00	0.00	0.04	0.00	0.00	0.31	0.00	3.74	0.00	0.00	0.00
30.00	9.60	6.90	0.00	0.49	1.05	0.00	0.00	3.43	0.00	2.36	0.00	0.00	0.00
31.00	9.60	6.90	0.00	0.00	0.53	0.00	0.00	4.33	0.00	3.03	0.00	0.49	0.00
32.00	9.60	6.90	0.00	0.01	2.68	0.00	0.00	1.22	0.00	3.12	0.00	0.51	0.46
33.00	9.60	6.90	0.00	0.00	2.44	0.00	0.00	0.35	0.00	2.66	0.00	0.00	0.28
34.00	9.61	6.89	0.00	0.00	3.80	0.00	0.00	3.62	0.00	1.55	0.00	0.00	0.01
35.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	4.77	0.00	3.83	0.00	2.78	0.64
36.00	9.60	6.90	0.00	0.47	4.35	0.00	0.00	4.69	0.00	2.36	0.00	0.49	0.00
37.00	9.60	6.90	0.00	0.52	1.20	0.00	0.00	1.75	0.00	1.17	0.00	0.00	0.00
38.00	9.61	6.90	0.00	1.41	3.45	0.00	0.00	0.00	0.00	0.07	0.00	0.00	1.13
39.00	9.60	6.90	0.00	0.78	1.21	0.00	0.00	3.25	0.00	1.14	0.00	0.61	0.32
40.00	9.60	6.90	0.00	0.21	0.93	0.00	0.00	1.57	0.00	0.49	0.00	0.00	0.08
41.00	9.60	6.90	0.00	0.00	3.05	0.00	0.00	3.44	0.00	1.66	0.00	0.00	1.35
42.00	9.60	6.90	0.00	0.00	2.94	0.00	0.00	2.83	0.00	1.20	0.00	0.93	1.14
43.00	9.61	6.90	0.00	0.00	3.53	0.00	0.00	3.71	0.00	3.71	0.00	1.13	1.04
44.00	9.60	6.90	0.00	0.00	1.40	0.00	0.00	3.07	0.00	0.53	0.00	0.00	1.90
45.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.69	0.00	5.17	0.00	0.00	3.65
46.00	9.60	6.90	0.00	0.00	0.60	0.00	0.00	4.77	0.00	4.70	0.00	0.00	0.31
47.00	9.61	6.90	0.00	0.00	0.00	0.00	0.00	4.16	0.00	2.45	0.00	2.81	0.46
48.00	9.60	6.90	0.00	0.00	0.13	0.00	0.00	5.76	0.00	0.00	0.00	4.59	3.99
49.00	9.60	6.90	0.00	0.00	0.46	0.00	0.00	2.16	0.00	0.59	0.00	1.26	2.79
50.00	9.60	6.89	0.00	0.00	3.07	0.00	0.00	3.27	0.00	0.12	0.00	0.00	0.15
51.00	9.60	6.90	0.00	0.01	2.92	0.00	0.00	2.18	0.00	0.00	0.00	0.00	1.63
52.00	9.61	6.90	0.00	0.00	1.51	0.00	0.00	5.12	0.00	2.39	0.00	0.00	1.95
53.00	9.60	6.90	0.12	0.00	0.89	0.00	0.00	3.21	0.00	2.13	0.00	0.26	1.42
54.00	9.60	6.90	0.00	0.00	1.55	0.00	0.00	3.27	0.00	1.11	0.00	1.64	0.57
55.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.29	0.00	1.88	0.00	0.00	0.00
56.00	9.60	6.90	0.00	0.00	3.98	0.00	0.00	5.72	0.00	0.61	0.00	0.00	0.00
57.00	9.61	6.90	0.00	0.00	0.00	0.00	0.00	4.20	0.00	0.89	0.00	0.00	0.00
58.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	0.00	0.00	0.00	0.00
59.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	4.10	0.00	0.28	0.00	0.00	0.00
60.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
61.00	9.61	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
62.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
63.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
64.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
65.00	9.60	6.90	0.00	4.00	4.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.00	9.61	6.89	0.00	1.93	2.23	0.00	0.00	1.52	0.00	1.68	0.00	0.00	0.00
67.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
68.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.61	0.00	0.00	0.00	4.44	0.00
69.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	0.00	0.00	4.50	0.00
70.00	9.61	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	0.00	0.00	4.51	0.00
71.00	9.60	6.90	0.00	0.08	0.40	0.00	0.00	5.09	0.00	0.15	0.00	4.04	0.00
72.00	9.60	6.90	0.00	0.00	1.07	0.00	0.00	3.54	0.00	2.27	0.00	2.80	0.00
73.00	9.60	6.90	0.00	0.06	1.64	0.00	0.00	3.83	0.00	2.71	0.00	0.52	0.00
74.00	9.60	6.90	0.00	0.00	3.14	0.00	0.00	5.66	0.00	1.45	0.00	0.00	0.00
75.00	9.61	6.90	0.00	1.27	3.65	0.00	0.00	5.20	0.00	2.57	0.00	1.73	0.00
76.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	5.11	0.00	4.50	0.00
77.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	5.10	0.00	4.51	0.00
78.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.69	0.00	4.96	0.00	4.50	0.00
79.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	5.10	0.00	4.50	0.00
80.00	9.61	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	5.10	0.00	4.50	0.00
81.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	4.96	0.00	4.50	0.00
82.00	9.60	6.89	0.00	0.00	0.00	0.00	0.00	5.70	0.00	5.10	0.00	4.50	0.00
83.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	5.10	0.00	4.50	0.00
84.00	9.61	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	5.10	0.00	4.51	0.00
85.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	5.10	0.00	4.50	0.00
86.00	9.60	6.90	0.00	0.00	0.00	0.00	0.00	5.70	0.00	4.79	0.00	4.50	0.00
