Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.317s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	6.56	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.34	0.00
4.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	6.59	6.59	0.00	0.00	0.00	0.00	0.22	0.00	0.01	0.00	0.00	0.00	0.00	0.11	1.46	0.00	0.00	0.00	0.00	0.75	0.00
6.00	6.61	6.61	0.00	0.31	0.00	0.00	0.00	0.08	0.01	0.27	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.00	0.00	0.71	0.28
7.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.38	0.02	0.33	0.00	0.00	0.00	0.99	1.34	0.00	0.49	0.00	0.00	2.00	0.12
8.00	6.61	6.61	0.00	0.31	0.00	0.00	0.00	0.98	0.00	1.78	0.00	0.00	0.00	0.22	0.26	0.00	0.00	0.00	0.00	0.19	0.29
9.00	6.59	6.59	0.00	0.31	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.05	0.22
10.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	1.79	0.16
11.00	6.59	6.59	0.00	0.60	0.00	0.00	0.00	0.00	1.95	0.39	0.00	0.00	0.00	0.61	0.85	0.00	0.00	0.00	0.00	0.69	0.41
12.00	6.61	6.61	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.53
13.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.33	0.60	0.00	0.00	0.49	0.37	0.00	0.00	0.00	0.00	0.41	0.35
14.00	6.61	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.06
15.00	6.59	6.61	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	6.59	6.59	0.00	1.11	0.00	0.00	0.00	0.13	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18
17.00	6.61	6.61	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	1.73	0.00	0.67	0.00	0.00	1.37	0.98
18.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	6.61	6.61	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.15	0.00	0.00	0.00	0.00	0.71	0.49
20.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.07	0.00	0.00	0.00	0.00	0.08	0.00
21.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.35	0.58	0.00	0.00	0.00	0.00	0.00	0.81	0.00	0.37	0.00	0.00	0.77	0.02
22.00	6.59	6.59	0.00	0.00	0.00	0.00	0.00	1.15	0.00	0.81	0.00	0.00	0.00	0.39	1.74	0.00	0.87	0.00	0.00	1.54	0.86
23.00	6.61	6.61	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	1.55	0.00
