Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.458s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	9.00	6.87	6.85	0.00	0.40	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.28
3.00	9.00	6.90	6.90	0.00	3.71	0.14	0.00	0.02	0.00	0.00	0.00	0.00	1.37
4.00	9.00	6.90	6.90	0.00	0.98	0.27	0.00	0.88	0.00	0.00	0.00	0.88	1.10
5.00	9.01	6.90	6.90	0.00	0.53	1.14	0.00	0.93	0.00	0.00	0.00	1.05	1.44
6.00	9.00	6.90	6.90	0.00	0.18	2.46	0.00	0.00	0.00	0.00	0.00	0.00	1.12
7.00	9.00	6.90	6.90	0.00	0.46	0.00	0.00	0.14	0.00	0.02	0.00	0.35	1.45
8.00	9.00	6.90	6.90	0.00	0.37	0.00	0.00	0.12	0.00	0.01	0.00	1.50	0.61
9.00	9.01	6.90	6.90	0.00	1.99	0.31	0.00	0.00	0.00	0.00	0.00	0.64	1.65
10.00	9.00	6.90	6.90	0.00	0.16	0.71	0.00	0.08	0.00	0.02	0.00	0.00	1.88
11.00	9.00	6.90	6.90	0.00	0.02	0.97	0.00	0.61	0.00	0.00	0.00	0.31	0.89
12.00	9.00	6.90	6.90	0.00	0.00	0.69	0.00	0.37	0.00	0.00	0.00	1.21	1.10
13.00	9.01	6.90	6.90	0.00	0.05	0.48	0.00	0.00	0.00	0.00	0.00	0.78	1.25
14.00	9.00	6.90	6.90	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	1.25	2.57
15.00	9.00	6.90	6.90	0.00	1.05	0.88	0.00	1.00	0.00	0.00	0.00	0.65	1.17
16.00	9.00	6.90	6.90	0.00	0.31	0.57	0.00	0.00	0.00	0.00	0.00	0.04	1.30
17.00	9.01	6.89	6.89	0.00	5.28	0.40	0.00	0.00	0.00	0.27	0.00	0.28	3.05
18.00	9.00	6.90	6.90	0.00	2.30	1.61	0.00	0.05	0.00	0.00	0.00	1.61	1.04
19.00	9.00	6.90	6.90	0.00	3.79	3.58	0.00	0.00	0.00	0.00	0.00	1.21	2.46
20.00	9.01	6.90	6.90	0.00	0.61	2.20	0.00	0.09	0.00	0.00	0.00	1.24	0.64
21.00	9.00	6.90	6.90	0.00	0.51	1.22	0.00	0.00	0.00	0.00	0.00	1.28	0.99
22.00	9.00	6.90	6.90	0.00	1.98	0.61	0.21	1.02	0.00	0.21	0.00	0.41	1.68
23.00	9.00	6.90	6.90	0.00	0.00	0.49	0.00	0.98	0.00	0.00	0.00	0.41	1.52
24.00	9.01	6.90	6.90	0.00	1.35	0.86	0.00	1.51	0.00	0.00	0.00	0.37	0.74
25.00	9.00	6.90	6.90	0.00	0.00	0.78	0.00	0.32	0.00	0.00	0.29	0.93	1.14
26.00	9.00	6.90	6.90	0.00	0.00	1.94	0.00	0.20	0.84	0.00	0.09	0.82	1.35
27.00	9.00	6.90	6.90	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00	1.01
28.00	9.01	6.90	6.90	0.00	2.91	1.02	0.00	0.06	0.00	0.11	0.27	0.42	1.86
29.00	9.00	6.90	6.90	0.00	2.78	0.66	0.00	0.00	0.00	0.00	0.00	0.35	1.97
30.00	9.00	6.90	6.90	0.00	1.19	0.00	0.27	0.01	0.00	0.22	0.00	0.65	1.84
31.00	9.00	6.90	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.28
