Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.932s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	8.04	0.00	0.06	1.95	0.00	0.55	2.18	0.00	0.00	0.00	0.00
3.00	8.10	0.00	0.02	0.26	0.85	0.41	0.38	0.00	0.07	0.18	0.00
4.00	8.10	0.00	1.14	0.57	0.00	0.04	0.53	0.00	0.00	1.52	0.31
5.00	8.10	0.00	0.00	0.59	2.13	0.00	0.49	0.00	0.00	0.00	0.16
6.00	8.10	0.00	1.32	0.16	0.00	1.72	0.32	0.00	0.05	1.12	0.07
7.00	8.10	0.00	0.00	0.00	0.00	0.71	2.05	0.00	0.00	0.01	1.18
8.00	8.09	0.00	0.00	0.66	0.00	0.34	1.75	0.00	0.00	0.22	0.04
9.00	8.10	0.00	0.00	0.98	1.71	0.49	2.32	0.00	0.00	1.34	0.00
10.00	8.10	0.00	0.00	1.45	1.01	1.24	2.03	0.00	0.08	0.47	0.29
11.00	8.10	0.00	0.41	0.94	0.27	0.00	0.53	0.00	0.00	0.82	0.04
12.00	8.10	0.00	0.00	2.24	0.99	0.55	1.22	0.00	0.00	0.06	0.00
13.00	8.10	0.00	0.04	1.51	2.21	1.37	1.78	0.00	0.00	2.19	0.49
14.00	8.09	0.00	0.00	1.81	2.03	0.07	0.39	0.00	0.00	0.18	1.79
15.00	8.10	0.49	0.00	2.05	3.62	0.93	0.94	1.47	0.00	1.14	0.38
16.00	8.10	0.00	0.00	1.88	1.41	0.22	1.41	0.00	0.00	1.42	0.04
17.00	8.10	0.00	3.25	2.32	0.35	0.24	0.65	0.00	0.00	0.00	0.87
18.00	8.10	0.00	0.18	1.28	2.71	0.00	1.51	0.00	0.00	0.25	0.00
19.00	8.10	0.00	1.51	1.92	3.10	0.09	2.92	0.00	0.00	2.53	0.21
20.00	8.09	0.00	0.39	1.90	4.02	0.00	1.04	0.00	0.00	0.00	0.49
21.00	8.10	0.00	1.77	0.81	1.12	0.05	0.88	0.00	0.00	0.59	1.74
22.00	8.10	0.00	0.00	1.79	0.60	0.00	0.00	0.00	0.00	0.00	1.02
23.00	8.10	0.19	0.61	2.27	0.45	1.04	1.42	0.00	0.49	0.00	0.06
24.00	8.10	0.00	2.19	1.31	4.93	0.00	1.32	0.35	0.00	0.07	0.69
25.00	8.10	0.00	0.46	1.04	1.85	0.21	0.00	0.00	0.00	0.49	2.46
26.00	8.09	0.00	1.28	1.13	0.87	0.65	0.29	0.00	0.00	0.69	0.54
27.00	8.10	0.00	2.52	1.91	0.94	0.00	0.09	0.00	0.00	0.98	0.00
28.00	8.10	0.00	0.49	1.42	2.84	0.00	0.08	0.00	0.00	1.72	1.70
29.00	8.10	0.00	3.25	2.57	0.00	2.43	2.68	0.00	0.00	1.85	3.87
30.00	8.10	0.31	1.10	2.21	0.00	1.92	0.60	0.00	1.32	0.32	0.41
31.00	8.10	0.13	1.24	1.95	3.04	0.86	2.28	0.00	0.00	0.14	0.49
32.00	8.10	0.00	1.15	2.73	3.30	0.06	0.19	0.00	0.44	1.18	1.68
33.00	8.09	0.00	0.64	1.87	0.00	0.00	2.11	0.00	0.00	1.45	0.00
34.00	8.10	0.00	1.47	2.19	2.05	0.00	0.00	0.00	0.00	3.53	0.00
35.00	8.10	0.00	0.12	3.72	0.87	2.06	0.00	0.00	0.00	0.88	0.60
36.00	8.10	0.00	0.04	0.00	5.26	0.00	0.00	0.00	0.00	0.99	4.11
37.00	8.10	0.00	0.00	0.00	6.90	0.00	0.00	0.00	0.00	0.00	4.50
38.00	8.10	0.00	0.00	0.00	6.90	0.00	0.00	0.00	0.00	3.54	4.50
39.00	8.09	0.00	0.00	0.00	6.90	0.00	0.00	0.00	0.00	5.10	4.50
