Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.996s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	8.37	6.29	0.00	0.00	1.94	0.00	0.00	0.00	0.00	2.45
3.00	8.40	6.30	0.00	5.52	0.61	0.79	0.00	0.00	0.00	2.70
4.00	8.40	6.30	0.00	3.04	0.59	0.00	0.00	0.00	0.00	1.87
5.00	8.41	6.30	0.00	1.59	0.04	0.54	1.52	0.00	0.00	1.20
6.00	8.40	6.30	0.00	5.65	0.00	0.31	0.14	0.00	3.86	3.34
7.00	8.40	6.30	0.00	4.35	0.00	0.00	0.00	0.00	2.40	2.97
8.00	8.41	6.30	0.00	4.30	0.38	0.00	0.33	0.00	0.61	2.60
9.00	8.40	6.30	0.00	3.09	0.00	0.61	3.09	0.00	0.87	2.59
10.00	8.40	6.30	0.00	3.29	0.22	0.32	1.88	0.00	2.47	2.30
11.00	8.41	6.30	0.00	1.01	0.00	0.00	2.65	0.00	0.01	2.41
12.00	8.40	6.30	0.00	4.20	0.00	0.64	0.00	0.00	1.08	2.48
13.00	8.40	6.30	0.00	5.44	1.05	0.89	3.23	0.00	1.66	2.92
14.00	8.41	6.30	0.00	5.33	0.00	1.21	3.25	0.00	2.21	1.27
15.00	8.40	6.30	0.00	5.71	0.00	0.74	3.36	0.00	1.79	0.98
16.00	8.40	6.30	0.00	4.83	0.00	1.26	1.73	0.00	4.37	3.70
17.00	8.41	6.30	0.00	3.73	0.00	2.21	2.26	0.00	1.06	1.51
18.00	8.40	6.30	0.00	4.70	0.02	2.60	4.12	0.00	2.79	3.31
19.00	8.40	6.30	0.00	5.70	0.00	2.56	2.30	0.00	3.73	3.31
20.00	8.40	6.30	0.00	5.65	0.00	0.00	1.26	0.00	4.18	3.30
21.00	8.41	6.30	0.00	5.70	0.00	0.00	0.00	0.00	4.20	3.31
22.00	8.40	6.30	0.00	4.68	0.00	0.00	0.91	0.00	3.12	2.72
23.00	8.40	6.30	0.00	2.05	0.00	0.38	1.05	0.00	4.37	3.27
24.00	8.41	6.30	0.00	2.18	0.00	0.88	3.51	0.00	2.77	1.70
25.00	8.40	6.30	0.00	1.17	0.00	1.11	4.46	0.00	0.54	0.33
26.00	8.40	6.30	0.00	3.57	0.00	1.13	1.74	0.00	0.00	1.95
27.00	8.41	6.30	0.00	5.71	0.00	0.00	2.86	0.00	2.59	0.33
28.00	8.40	6.30	0.00	5.70	0.00	0.91	2.53	0.00	0.92	3.29
29.00	8.40	6.30	0.00	5.58	0.00	0.00	2.03	0.00	4.78	3.30
30.00	8.41	6.30	0.00	5.69	0.00	0.31	1.31	0.00	4.19	3.30
31.00	8.40	6.30	0.00	3.62	0.00	0.52	1.94	0.00	3.62	2.92
32.00	8.40	6.30	0.00	0.80	0.00	0.54	2.44	0.00	4.19	3.31
33.00	8.41	6.30	0.00	4.72	0.00	0.32	2.14	0.00	3.40	2.12
34.00	8.40	6.30	0.00	4.98	0.00	1.91	3.64	0.00	0.79	2.77
35.00	8.40	6.30	0.00	1.06	0.00	0.00	1.65	0.00	5.02	3.03
36.00	8.41	6.30	0.00	2.98	0.00	0.00	1.37	0.00	4.20	3.30
37.00	8.40	6.30	0.00	5.44	0.00	0.33	0.44	0.00	4.20	2.59
38.00	8.40	6.30	0.00	0.00	0.00	0.00	3.45	0.00	4.19	3.32
39.00	8.40	6.30	0.00	0.00	0.00	0.00	3.65	0.00	4.18	3.30
40.00	8.41	6.30	0.00	1.80	0.05	0.57	2.34	0.00	4.16	3.26
41.00	8.40	6.30	0.00	1.41	0.00	0.20	3.90	0.00	1.63	1.60
42.00	8.40	6.30	0.00	0.97	0.00	0.00	4.39	0.00	0.26	0.31
43.00	8.41	6.30	0.00	6.10	0.00	0.00	1.20	0.00	2.79	1.61
44.00	8.40	6.30	0.00	5.68	0.00	0.95	0.77	0.00	1.28	3.23
45.00	8.40	6.30	0.00	1.74	0.00	0.80	5.17	0.00	4.51	1.57
46.00	8.41	6.30	0.00	3.90	0.00	0.31	1.93	0.00	1.45	1.61
47.00	8.40	6.30	0.00	3.70	0.00	0.62	4.58	0.00	1.28	1.99
48.00	8.40	6.30	0.00	4.79	0.00	3.89	3.38	0.00	1.45	1.68
49.00	8.41	6.30	0.00	3.46	0.00	0.00	2.28	0.00	1.19	2.94
50.00	8.40	6.30	0.00	3.03	0.00	0.73	4.03	0.00	2.96	0.68
51.00	8.40	6.30	0.00	3.58	0.00	2.72	0.85	0.00	2.13	0.59
52.00	8.41	6.30	0.00	1.87	0.00	1.70	4.46	0.00	1.05	2.18
53.00	8.40	6.30	0.00	2.70	0.00	0.29	3.04	0.00	2.12	2.94
54.00	8.40	6.30	0.00	5.92	0.00	1.42	3.83	0.00	1.73	2.03
55.00	8.41	6.30	0.00	3.60	0.66	0.00	1.87	0.00	0.67	1.55
56.00	8.40	6.30	0.00	5.37	0.00	0.00	0.00	0.00	2.98	3.30
57.00	8.40	6.30	0.00	5.66	0.00	1.53	2.78	0.00	3.07	2.58
58.00	8.40	6.30	0.00	5.59	0.00	2.76	0.00	0.00	1.68	3.19
59.00	8.41	6.30	0.00	0.94	0.00	0.93	0.54	0.00	4.16	3.38
60.00	8.40	6.30	0.00	1.99	0.00	1.28	3.56	0.00	1.70	3.09
61.00	8.40	6.30	0.00	2.66	0.00	0.42	3.96	0.00	2.25	2.66
62.00	8.41	6.30	0.00	4.29	0.00	3.24	1.87	0.00	0.60	0.31
63.00	8.40	6.30	0.00	5.69	0.00	0.00	1.93	0.00	5.06	3.05
64.00	8.40	6.30	0.00	5.37	0.00	4.27	3.38	0.00	1.79	1.59
65.00	8.41	6.30	0.00	2.63	0.00	0.00	1.91	0.00	3.01	2.86
66.00	8.40	6.30	0.00	5.53	0.00	2.33	0.93	0.00	0.98	3.27
67.00	8.40	6.30	0.00	3.77	0.00	1.81	2.36	0.00	1.71	1.79
68.00	8.41	6.30	0.00	2.76	0.00	2.06	2.31	0.00	1.90	1.22
69.00	8.40	6.30	0.00	6.06	0.00	1.21	0.84	0.00	2.45	1.00
70.00	8.40	6.30	0.00	2.07	0.00	0.00	0.77	0.00	3.59	3.96
71.00	8.41	6.30	0.00	3.60	0.00	0.00	1.25	0.00	4.16	3.30
72.00	8.40	6.30	0.00	3.60	0.00	1.24	4.97	0.00	1.88	3.13
73.00	8.40	6.30	0.00	3.99	0.00	0.46	0.93	0.00	1.14	1.59
74.00	8.41	6.30	0.00	5.77	0.00	0.27	3.32	0.00	4.58	3.52
75.00	8.40	6.29	0.00	4.47	0.00	2.84	1.77	0.00	2.96	1.78
76.00	8.40	6.30	0.00	4.35	0.00	0.93	0.26	0.00	3.70	0.66
77.00	8.40	6.30	0.00	3.54	0.05	1.24	3.42	0.00	0.26	2.34
78.00	8.41	6.30	0.00	3.78	0.00	0.00	2.21	0.00	2.14	2.50
79.00	8.40	6.30	0.00	5.41	0.00	1.35	0.35	0.00	2.66	1.35
80.00	8.40	6.30	0.00	1.31	0.00	1.28	0.00	0.00	0.78	2.06
81.00	8.41	6.30	0.00	5.92	0.00	0.31	0.01	0.00	2.23	1.83
82.00	8.40	6.30	0.00	2.54	0.00	0.00	0.32	0.00	0.61	2.11
83.00	8.40	6.30	0.00	0.99	0.00	0.31	0.00	0.00	0.00	3.26
84.00	8.41	6.30	0.00	0.68	0.00	0.00	0.94	0.00	4.24	3.10
85.00	8.40	6.30	0.00	5.12	0.00	2.44	2.05	0.00	2.45	2.66
86.00	8.40	6.30	0.00	5.09	0.00	3.87	2.34	0.00	0.61	2.07
87.00	8.41	6.30	0.00	0.00	0.00	0.00	1.60	0.00	1.54	2.53
88.00	8.40	6.30	0.00	0.00	0.00	0.00	4.39	0.00	4.19	1.11
89.00	8.40	6.30	0.00	4.00	0.00	0.84	2.12	0.00	3.03	1.13
90.00	8.41	6.30	0.00	1.73	0.00	1.18	1.37	0.00	0.18	1.65
91.00	8.40	6.30	0.00	3.20	0.00	0.00	1.50	0.00	2.19	2.73
92.00	8.40	6.30	0.00	0.99	0.00	0.00	2.13	0.00	0.92	3.32
93.00	8.41	6.30	0.00	6.41	0.00	0.98	4.10	0.00	3.51	2.36
94.00	8.40	6.30	0.00	3.80	0.00	0.32	3.17	0.00	1.57	3.31
95.00	8.40	6.30	0.00	1.21	0.00	0.00	1.77	0.00	3.12	1.42
96.00	8.40	6.30	0.00	3.19	0.00	1.28	0.00	0.00	3.29	3.66
97.00	8.41	6.30	0.00	0.00	0.00	0.00	0.62	0.00	4.19	3.31
98.00	8.40	6.30	0.00	4.75	0.00	1.71	2.51	0.00	1.92	0.89
99.00	8.40	6.30	0.00	4.36	0.00	2.14	3.23	0.00	1.79	3.73
100.00	8.41	6.30	0.00	0.37	0.00	0.32	0.68	0.00	3.40	2.01
101.00	8.40	6.30	0.00	2.98	0.00	1.10	3.85	0.00	1.22	1.26
102.00	8.40	6.30	0.00	3.90	0.00	0.89	0.12	0.00	3.67	2.07
103.00	8.41	6.30	0.00	0.00	0.00	0.00	4.19	0.00	4.19	3.31
104.00	8.40	6.30	0.00	5.06	0.00	0.00	0.55	0.00	2.73	0.99
105.00	8.40	6.30	0.00	5.71	0.00	2.13	0.00	0.00	4.20	0.31
106.00	8.41	6.30	0.00	5.62	0.00	1.45	2.89	0.02	0.79	3.25
107.00	8.40	6.30	2.01	3.57	0.00	1.01	0.12	0.73	1.21	2.81
108.00	8.40	6.30	2.73	3.92	0.00	0.94	2.73	0.00	2.79	1.93
109.00	8.41	6.30	1.01	1.95	0.00	1.33	1.61	0.00	2.23	0.00
110.00	8.40	6.30	0.86	5.20	0.00	2.23	1.25	0.00	0.80	0.27
111.00	8.40	6.30	2.17	1.91	0.00	0.53	2.17	0.00	2.73	0.67
112.00	8.41	6.30	3.56	0.58	0.00	0.08	2.36	0.00	3.46	0.00
113.00	8.40	6.30	1.87	4.23	0.00	3.38	2.76	0.00	1.61	2.04
114.00	8.40	6.30	1.20	4.89	0.00	0.45	0.54	1.91	2.18	3.60
115.00	8.40	6.30	1.85	1.52	0.00	0.32	0.29	0.00	2.41	1.80
116.00	8.41	6.30	3.54	4.63	0.00	2.72	1.73	0.00	0.00	0.77
117.00	8.40	6.30	4.23	3.17	0.00	0.98	1.50	0.32	2.30	1.55
118.00	8.40	6.30	0.57	2.81	0.00	2.43	0.18	0.00	0.93	0.31
119.00	8.41	6.30	4.27	1.44	0.00	1.22	0.60	0.18	2.57	1.85
10.2.1.2	8.56	8.00
10.2.1.3	6.42	8.36
10.1.1.3	2.35	140461.69
10.1.1.4	3.60	114370.90
10.1.1.5	0.08	660926.46
10.1.1.6	0.94	469715.22
10.1.1.7	2.03	143117.25
10.1.1.8	0.25	484255.65
10.1.1.9	2.45	80233.54
10.1.1.10	2.28	62854.56
