Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.105s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	8.69	7.77	7.49	0.82	1.67	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.72	0.99	0.78	0.28	0.00
3.00	8.70	7.80	7.50	1.78	2.19	0.47	0.06	0.60	0.40	0.00	0.00	0.34	1.41	0.02	1.14	1.20	0.39	1.11	0.39
4.00	8.70	7.81	7.50	0.54	2.20	0.00	0.49	0.01	1.71	0.00	0.00	0.00	4.24	0.00	1.41	0.00	0.99	0.05	0.73
5.00	8.70	7.80	7.50	2.38	0.12	0.16	0.00	0.00	0.81	0.00	0.54	0.00	0.00	0.00	1.97	0.49	0.00	1.14	0.49
6.00	8.69	7.80	7.50	0.00	2.18	0.21	0.02	2.10	0.49	0.00	0.00	0.00	0.59	0.00	1.68	0.00	0.00	1.53	0.51
7.00	8.70	7.81	7.50	0.99	0.58	0.35	0.00	0.00	0.99	0.00	0.01	0.00	0.51	0.01	0.00	0.00	0.00	1.78	1.13
8.00	8.70	7.80	7.50	0.99	2.51	0.05	0.00	0.00	2.06	0.00	1.28	1.31	0.05	0.13	1.99	0.00	0.00	0.80	0.00
9.00	8.70	7.80	7.50	0.99	1.58	0.00	0.00	1.51	1.30	0.00	0.60	0.00	0.49	0.00	0.00	0.40	0.49	0.05	0.00
10.00	8.70	7.81	7.49	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.27	0.00	0.42	0.00
11.00	8.69	7.80	7.50	0.49	2.64	0.05	0.35	0.00	0.00	0.00	0.49	0.94	0.00	0.00	0.53	0.49	2.16	0.99	0.00
12.00	8.70	7.81	7.50	1.19	1.39	0.00	0.00	0.99	0.00	0.00	0.62	0.54	1.63	0.00	0.69	0.00	1.18	0.00	0.49
13.00	8.70	7.80	7.50	2.58	1.33	0.04	0.00	0.00	0.49	0.00	0.24	0.58	1.22	0.00	0.00	0.00	0.49	0.42	0.00
14.00	8.70	7.80	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.28	0.88	0.11	0.00	0.49	0.00	0.80	0.00
15.00	8.70	7.81	7.50	0.00	0.62	0.01	0.62	0.00	0.87	0.00	0.00	0.57	0.13	0.00	0.00	0.00	0.15	0.00	0.00
16.00	8.69	7.80	7.50	1.47	0.00	0.31	0.00	1.84	0.00	0.00	0.00	0.00	1.38	0.00	0.49	0.00	0.00	0.49	0.00
17.00	8.70	7.80	7.50	4.69	0.99	0.37	0.00	0.00	1.45	0.00	0.00	0.46	1.06	0.58	0.49	0.00	0.00	0.28	0.66
18.00	8.70	7.81	7.50	1.61	1.21	0.52	0.00	0.00	0.34	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.47	0.18	0.94
19.00	8.70	7.80	7.49	0.00	0.99	0.38	0.00	0.00	1.10	0.00	0.00	0.00	0.53	0.00	0.49	0.00	0.00	1.01	1.13
20.00	8.70	7.80	7.50	0.00	1.27	0.21	0.15	1.42	0.00	0.00	1.86	1.84	2.61	0.07	0.00	0.00	1.22	0.00	0.53
21.00	8.69	7.81	7.50	0.99	0.00	0.05	0.29	1.27	0.00	0.00	2.74	0.49	0.01	0.00	1.32	0.00	0.04	0.00	0.93
22.00	8.70	7.80	7.50	0.04	2.01	0.21	0.53	0.00	0.00	0.00	0.00	0.14	1.94	0.00	0.00	0.00	0.00	0.00	0.00
23.00	8.70	7.81	7.50	1.30	1.51	0.59	1.30	2.31	1.32	0.00	0.00	0.02	2.20	0.00	1.01	2.00	0.75	0.00	0.19
24.00	8.70	7.80	7.50	0.05	0.16	0.33	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.25	0.00
25.00	8.69	7.80	7.50	0.49	1.24	0.78	0.00	0.34	0.77	0.00	0.00	0.05	3.00	0.00	2.07	0.00	0.00	0.00	0.27
26.00	8.70	7.81	7.50	0.02	0.49	0.44	0.00	0.00	0.00	0.00	0.49	0.09	0.01	0.00	0.00	1.12	0.16	0.00	0.13
27.00	8.70	7.80	7.50	1.86	2.57	0.59	0.49	0.00	0.00	0.00	0.00	1.52	1.33	0.00	0.00	0.00	0.00	0.00	2.28
28.00	8.70	7.80	7.49	0.14	3.31	0.09	0.00	0.00	1.59	0.00	0.00	1.06	2.58	0.00	0.00	0.00	0.92	0.00	0.80
29.00	8.70	7.81	7.50	0.00	0.11	0.12	0.21	0.00	2.63	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.12	0.00	0.15
30.00	8.69	7.80	7.50	1.92	1.15	0.22	1.87	0.00	0.01	0.00	0.00	1.54	3.14	0.00	0.00	0.00	0.00	0.58	0.52
31.00	8.70	7.80	7.50	1.51	6.63	0.84	0.49	0.00	1.66	0.00	0.00	0.79	1.25	0.00	0.59	1.01	0.00	0.99	0.00
32.00	8.70	7.81	7.50	1.20	1.25	0.25	1.58	0.00	1.19	0.00	3.18	0.54	2.17	0.13	0.28	0.00	0.45	0.00	0.81
33.00	8.70	7.80	7.50	2.72	2.46	0.33	1.59	2.23	1.53	0.00	1.51	0.58	0.08	0.00	0.91	0.00	0.09	2.46	0.60
34.00	8.70	7.81	7.50	1.33	0.61	0.49	0.00	0.00	0.00	0.00	0.99	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.42
35.00	8.69	7.80	7.50	0.00	3.01	0.07	0.00	0.00	2.87	0.00	1.48	1.17	1.86	0.00	0.00	0.00	0.49	0.00	1.07
36.00	8.70	7.80	7.50	0.49	3.86	0.18	0.00	0.00	0.00	0.00	0.20	1.04	0.00	0.00	0.00	1.41	0.41	1.40	0.00
37.00	8.70	7.81	7.49	1.84	0.62	0.31	0.00	0.00	0.00	0.00	0.35	0.82	0.91	0.05	0.00	0.00	0.16	0.00	0.49
38.00	8.70	7.80	7.50	0.00	0.00	0.38	1.67	0.88	3.43	0.00	0.41	0.22	1.73	0.49	0.00	0.00	0.00	0.00	0.25
39.00	8.70	7.80	7.50	1.75	2.41	0.22	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.79	0.99	0.00	0.00	0.00
40.00	8.69	7.81	7.50	1.44	0.92	1.38	0.75	0.00	3.10	0.00	1.28	0.16	0.00	0.00	1.58	0.00	0.94	0.00	0.04
41.00	8.70	7.80	7.50	0.00	0.00	0.71	0.25	0.00	0.44	0.00	0.00	0.00	0.64	0.61	0.49	0.00	0.14	0.00	0.51
42.00	8.70	7.80	7.50	1.59	0.00	0.45	1.50	0.99	1.61	0.00	0.00	0.48	1.68	0.27	2.31	0.00	1.51	0.04	0.38
43.00	8.70	7.81	7.50	1.73	1.50	0.34	0.26	0.00	1.77	0.00	2.18	0.00	2.63	0.00	0.00	0.00	1.00	0.00	0.00
44.00	8.70	7.80	7.50	1.48	4.12	0.01	0.32	0.00	0.69	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.49	0.91
45.00	8.69	7.81	7.50	2.44	4.30	0.00	0.16	0.00	1.51	0.00	1.41	0.07	1.40	0.00	0.00	0.00	0.00	0.00	0.26
46.00	8.70	7.80	7.49	0.00	0.00	0.00	0.27	0.49	0.80	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.49	0.06
47.00	8.70	7.80	7.50	0.00	0.46	0.00	0.24	0.00	0.99	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.04
48.00	8.70	7.81	7.50	1.07	1.21	0.00	0.64	0.49	1.72	0.00	0.00	0.49	0.04	0.00	0.00	0.07	0.00	0.54	0.01
49.00	8.69	7.80	7.50	1.75	1.48	0.05	1.13	0.00	1.48	0.00	0.00	0.00	0.00	0.00	0.99	0.00	1.20	0.00	0.00
50.00	8.70	7.80	7.50	0.00	0.00	0.57	0.37	0.99	0.05	0.00	0.00	0.77	2.26	1.70	0.00	0.57	0.00	0.60	0.05
51.00	8.70	7.81	7.50	0.00	1.53	0.51	2.50	0.00	1.91	0.00	0.00	1.57	1.61	1.13	0.00	0.99	0.00	2.20	2.07
52.00	8.70	7.80	7.50	0.00	1.12	0.00	0.02	0.00	1.74	0.00	0.78	0.00	1.41	0.18	0.00	0.00	1.37	1.86	0.99
53.00	8.70	7.80	7.50	2.73	0.65	0.00	0.99	0.00	0.00	0.00	0.65	0.09	0.51	0.16	0.00	0.99	0.88	0.49	0.59
54.00	8.69	7.81	7.50	1.26	2.20	0.00	0.00	1.77	0.00	0.00	1.99	1.52	0.38	0.00	0.00	1.51	0.49	0.00	0.42
55.00	8.70	7.80	7.49	1.60	0.99	0.93	0.59	0.00	2.10	0.00	0.49	0.00	0.99	0.00	2.97	0.74	0.67	0.00	0.99
56.00	8.70	7.81	7.50	1.67	0.00	0.00	1.46	0.00	2.06	0.00	0.00	0.92	1.40	0.00	0.00	2.33	0.97	1.51	0.00
57.00	8.70	7.80	7.50	0.00	1.77	1.17	1.32	0.00	0.49	0.00	0.49	0.00	1.65	0.19	0.00	1.97	0.00	0.20	0.46
58.00	8.70	7.80	7.50	1.44	0.51	0.22	0.02	0.00	2.36	0.00	0.00	0.00	4.92	0.00	0.00	0.00	0.78	1.27	0.77
59.00	8.69	7.81	7.50	0.99	1.15	0.19	1.01	0.99	0.00	0.00	0.33	0.00	2.11	0.07	0.00	0.00	0.02	0.00	0.00
60.00	8.70	7.80	7.50	0.73	1.85	0.26	0.49	0.00	0.12	0.00	1.74	0.00	0.93	0.00	0.00	0.49	0.01	1.12	0.55
61.00	8.70	7.80	7.50	0.99	2.34	0.49	0.86	0.00	0.00	0.00	0.49	0.00	2.80	0.69	1.74	0.00	0.21	0.00	0.77
62.00	8.70	7.81	7.50	2.86	3.44	0.12	2.25	0.49	1.66	0.00	0.00	0.20	1.99	0.00	2.86	0.00	1.00	1.63	0.32
63.00	8.70	7.80	7.50	0.54	5.03	0.40	0.00	0.00	0.68	0.00	0.99	0.65	0.52	0.00	0.49	0.71	0.00	0.00	0.00
64.00	8.69	7.80	7.49	0.35	2.00	0.72	0.06	0.00	0.00	0.00	0.07	0.00	1.97	0.35	0.86	1.35	0.02	0.64	0.18
65.00	8.70	7.81	7.50	1.19	0.32	0.40	1.19	0.00	0.00	0.00	0.99	0.41	1.90	0.85	0.00	0.99	1.72	0.00	0.00
66.00	8.70	7.80	7.50	2.38	1.10	0.87	1.41	1.61	0.99	0.00	0.00	0.00	1.38	0.14	1.20	0.00	0.05	0.00	1.98
67.00	8.70	7.81	7.50	1.81	2.01	0.42	0.00	0.49	1.59	0.00	0.49	0.49	0.13	0.04	0.99	2.43	0.00	0.00	0.00
68.00	8.69	7.80	7.50	1.32	1.18	0.26	0.00	0.00	1.90	0.00	1.58	0.00	1.92	0.00	0.49	1.39	0.00	0.99	0.00
69.00	8.70	7.80	7.50	0.05	4.15	0.00	0.49	2.31	2.07	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.20
70.00	8.70	7.81	7.50	1.90	0.49	0.00	0.07	0.00	0.00	0.00	0.00	0.16	0.02	0.00	0.46	0.00	1.51	0.00	1.37
