Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.367s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93
3.00	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.85	0.00	0.00	0.00	0.00	1.75
4.00	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	1.64	0.00	0.00	0.58	0.05	2.30
5.00	7.50	0.00	0.31	0.00	0.00	0.37	0.00	0.00	1.47	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.42
6.00	7.50	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.57
7.00	7.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.45	0.61	0.00
8.00	7.50	0.00	0.61	0.99	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.17	0.00	0.00	0.00	0.31	0.81
9.00	7.50	0.00	0.00	0.57	0.00	2.37	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	3.31	0.40	2.92
10.00	7.49	0.00	0.00	1.40	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.00	0.00	0.01	0.00	0.00	1.81	0.00	0.00	0.28	1.45	0.73
11.00	7.50	0.00	0.44	0.00	0.00	1.98	0.00	0.00	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.49	0.31	0.39
