Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.148s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	9.54	0.00	0.00	1.14	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.64
3.00	9.60	0.00	0.00	1.68	0.00	2.70	0.00	0.00	1.01	0.24	0.00	0.00	0.57
4.00	9.60	0.00	0.00	0.71	0.00	0.99	1.34	0.00	0.68	0.31	0.00	0.00	0.09
5.00	9.60	0.00	0.00	0.00	0.34	0.02	0.35	0.00	0.42	0.07	0.00	0.00	0.15
6.00	9.61	0.00	0.00	1.02	0.00	0.40	0.92	0.00	1.42	0.44	0.02	0.00	0.74
7.00	9.60	0.00	0.00	0.49	0.27	0.00	0.59	0.00	2.01	0.49	0.11	0.00	0.87
8.00	9.60	0.00	0.02	0.64	0.55	2.65	0.19	0.00	1.79	0.26	0.57	0.00	0.35
9.00	9.60	0.00	0.01	0.77	0.19	0.99	0.35	0.00	2.59	0.78	0.40	0.00	0.14
10.00	9.60	0.00	0.00	1.81	1.10	1.38	0.88	0.00	0.69	0.39	0.28	0.00	0.68
11.00	9.61	0.00	0.02	0.00	1.33	1.84	0.87	0.00	0.58	0.00	0.29	0.00	0.94
12.00	9.60	0.00	0.00	0.77	0.71	0.48	0.26	0.00	3.79	0.29	0.71	0.00	0.64
13.00	9.60	0.00	0.00	0.00	0.68	0.00	0.61	0.00	0.72	0.73	0.05	0.00	0.52
14.00	9.60	0.00	0.00	0.00	0.71	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.71
15.00	9.61	0.00	0.00	1.81	0.53	2.33	0.39	0.00	1.19	0.00	0.26	0.00	0.73
16.00	9.60	0.00	0.00	0.35	0.89	0.49	0.73	0.00	0.54	0.40	1.18	0.00	0.00
17.00	9.60	0.00	0.00	0.00	1.27	1.32	0.77	0.00	1.48	0.00	0.47	0.00	0.02
18.00	9.60	0.00	0.00	0.00	0.46	3.60	1.13	0.00	1.19	0.00	0.01	0.00	1.21
19.00	9.60	0.00	0.00	0.26	0.64	0.00	0.66	0.00	0.00	0.00	0.29	0.00	0.53
20.00	9.61	0.00	0.00	0.00	1.42	0.00	0.42	0.00	1.72	0.00	1.13	0.00	0.09
21.00	9.60	0.00	0.00	0.00	1.42	1.15	0.58	0.00	2.01	0.00	0.00	0.00	0.42
22.00	9.60	0.00	0.00	0.00	0.12	2.45	0.74	0.00	0.00	0.00	0.97	0.00	1.01
23.00	9.60	0.00	0.00	0.00	0.00	1.22	0.26	0.00	0.74	0.33	0.52	0.00	0.33
24.00	9.61	0.00	0.00	0.00	0.48	0.00	0.19	0.00	0.01	0.00	0.45	0.00	0.98
25.00	9.60	0.00	0.00	0.00	1.27	0.01	0.00	0.00	0.00	0.00	0.35	0.00	1.48
26.00	9.60	0.00	0.00	0.12	0.11	2.61	0.40	0.00	0.81	0.28	0.57	0.00	0.64
27.00	9.60	0.00	0.00	1.92	1.35	2.00	0.41	0.00	0.04	0.00	0.02	0.00	0.35
28.00	9.60	0.00	0.00	0.16	2.19	0.00	0.19	0.00	2.16	0.00	0.34	0.00	1.46
29.00	9.61	0.00	0.00	0.00	0.00	1.21	0.00	0.00	1.05	0.00	0.51	0.00	1.50
30.00	9.60	0.00	0.00	2.41	1.33	1.55	0.55	0.00	3.05	0.00	1.11	0.00	1.58
31.00	9.60	0.07	0.00	0.00	0.29	1.10	0.00	0.00	1.86	0.00	0.71	0.00	0.72
32.00	9.60	0.00	0.00	1.44	2.12	0.18	0.46	0.00	0.99	0.00	0.51	0.00	0.64
33.00	9.60	0.00	0.00	0.49	0.00	1.72	0.41	0.00	1.39	0.00	0.64	0.00	0.72
34.00	9.61	0.00	0.02	0.00	1.72	0.97	0.45	0.00	0.65	0.00	0.27	0.00	0.68
35.00	9.60	0.00	0.00	2.92	0.61	1.32	0.65	0.00	0.66	0.00	1.41	0.00	1.02
36.00	9.60	0.00	0.29	0.33	0.74	1.58	0.12	0.00	3.73	0.00	0.61	0.00	3.11
37.00	9.60	0.00	0.00	2.86	1.72	2.94	0.00	0.33	1.22	0.00	1.41	0.00	1.30
38.00	9.61	0.00	0.00	1.48	0.55	0.00	0.32	0.00	1.12	0.00	0.62	0.00	0.54
39.00	9.60	0.00	0.00	0.00	1.81	0.21	1.63	0.00	0.33	0.00	0.00	0.00	0.98
40.00	9.60	0.00	0.00	2.06	0.06	2.66	0.00	0.00	1.22	1.74	0.84	0.00	0.19
41.00	9.60	0.00	0.00	4.13	0.11	1.18	0.84	0.00	2.74	0.99	0.05	0.00	2.19
42.00	9.60	0.00	0.00	0.32	0.06	1.46	0.24	0.00	0.95	0.00	0.39	0.00	0.29
43.00	9.61	0.00	0.00	0.73	1.35	0.00	0.09	0.00	1.60	0.00	0.00	0.00	1.33
44.00	9.60	0.00	0.02	1.37	0.97	1.68	0.25	0.00	0.53	0.00	0.00	0.00	2.68
45.00	9.60	0.00	0.00	0.00	0.99	1.47	0.05	0.00	0.49	0.00	0.20	0.00	0.16
46.00	9.60	0.00	0.00	1.52	1.26	2.10	0.00	0.00	0.68	0.00	1.38	0.00	2.48
47.00	9.61	0.00	0.01	2.63	1.42	0.85	0.79	0.00	0.82	0.00	0.00	0.00	1.72
48.00	9.60	0.00	0.00	0.00	3.50	2.00	0.95	0.00	4.99	0.49	0.09	0.00	1.55
49.00	9.60	0.00	0.00	0.91	2.21	1.60	0.71	0.00	3.92	2.23	1.18	0.00	0.00
50.00	9.60	0.00	0.00	1.53	0.00	0.49	0.40	0.00	1.84	0.00	0.42	0.00	0.48
51.00	9.60	0.00	0.79	2.16	0.62	1.38	0.78	0.00	1.97	1.52	0.07	0.00	1.85
52.00	9.61	0.00	0.00	3.65	0.00	0.60	1.21	0.00	0.00	0.00	0.60	0.00	3.73
53.00	9.60	0.00	0.00	0.88	2.78	3.76	0.67	0.00	2.19	0.00	0.42	0.00	3.44
54.00	9.60	0.00	0.00	2.34	0.49	0.11	1.35	0.00	0.11	0.91	0.28	0.00	0.54
55.00	9.60	0.00	0.00	0.00	2.48	2.50	0.00	0.39	1.35	0.07	0.35	0.00	0.21
56.00	9.60	0.00	0.00	0.97	3.01	3.51	0.00	0.33	1.64	0.00	0.27	0.00	2.27
57.00	9.61	0.00	0.00	3.84	0.58	3.01	0.15	0.00	1.99	0.00	0.48	0.00	1.67
58.00	9.60	0.00	0.00	2.07	2.16	3.25	0.45	0.93	3.23	2.04	1.70	0.00	2.79
59.00	9.60	0.00	0.05	1.77	1.45	1.90	0.92	0.07	0.31	0.00	0.40	0.00	0.00
60.00	9.60	0.00	0.00	0.37	1.02	3.06	1.19	0.00	0.49	0.00	1.06	0.00	0.99
61.00	9.61	0.00	0.40	0.00	3.32	2.07	1.01	0.92	0.49	0.49	0.97	0.00	0.12
62.00	9.60	0.00	0.19	0.32	2.31	1.74	0.38	0.00	2.21	0.00	0.38	0.00	0.00
63.00	9.60	0.00	0.00	0.71	1.64	0.97	1.01	0.66	0.51	0.00	0.00	0.00	1.25
64.00	9.60	0.00	0.00	1.05	0.00	2.96	0.86	0.00	0.00	0.00	1.10	0.00	2.51
65.00	9.60	0.00	0.00	0.09	0.06	1.74	1.80	0.00	0.00	0.00	1.08	0.00	2.70
66.00	9.61	0.00	0.00	2.63	0.48	0.05	1.12	0.01	1.46	0.00	0.52	0.00	0.55
67.00	9.60	0.00	0.00	0.34	1.53	0.00	0.91	0.00	0.00	0.00	0.33	0.00	1.18
68.00	9.60	0.00	0.00	2.06	0.19	2.38	0.82	0.00	0.55	0.07	0.82	0.00	0.06
69.00	9.60	0.00	0.00	0.34	0.00	3.82	0.81	0.00	0.99	0.00	0.82	0.00	0.32
70.00	9.61	0.00	0.00	0.02	0.80	0.00	0.00	0.00	0.67	0.49	0.00	0.00	0.09
71.00	9.60	0.00	0.00	1.91	1.08	2.19	1.25	0.00	0.67	0.75	0.46	0.00	0.07
72.00	9.60	0.00	0.00	0.99	0.49	2.01	2.60	0.00	0.00	0.00	0.21	0.00	0.53
73.00	9.60	0.00	0.00	1.17	4.99	2.14	1.24	0.00	1.32	0.67	0.54	0.00	0.16
74.00	9.60	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	1.08	0.00	1.53
75.00	9.61	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	1.20	0.00	0.00
76.00	9.60	0.00	0.00	1.67	0.02	1.27	0.89	0.00	0.06	0.00	0.78	0.00	0.08
77.00	9.60	0.00	0.00	0.64	0.00	0.07	0.54	0.00	0.00	0.00	0.38	0.00	0.77
78.00	9.60	0.00	0.00	0.58	1.54	0.92	0.00	0.00	1.30	0.00	0.00	0.00	0.68
79.00	9.60	0.00	0.00	0.68	0.00	1.19	0.28	0.00	0.00	0.00	0.00	0.00	1.21
80.00	9.61	0.00	0.00	1.30	0.00	1.40	0.73	0.00	1.19	0.99	1.33	0.00	0.69
81.00	9.60	0.00	0.00	1.20	1.20	0.21	0.68	0.00	0.25	0.00	0.45	0.00	0.39
82.00	9.60	0.00	0.00	4.80	3.26	3.72	0.49	0.09	1.73	0.11	1.01	0.00	0.00
83.00	9.60	0.00	0.00	0.00	0.00	1.65	0.28	0.00	2.24	0.12	0.54	0.00	0.51
84.00	9.61	0.00	0.00	0.00	2.32	0.54	1.33	0.00	2.28	0.47	0.07	0.00	3.45
85.00	9.60	0.00	0.00	0.66	1.78	3.71	0.52	0.00	0.71	0.02	1.45	0.00	0.02
86.00	9.60	0.00	0.00	0.94	0.54	3.77	0.19	0.00	0.40	0.00	0.33	0.00	1.78
87.00	9.60	0.00	0.00	0.00	1.30	0.47	0.55	0.00	0.64	0.06	0.35	0.00	3.20
88.00	9.60	0.00	0.00	0.00	0.66	0.99	0.78	0.00	1.71	0.00	0.38	0.00	0.02
89.00	9.61	0.00	0.00	0.00	0.93	2.30	0.84	0.00	0.99	0.00	0.22	0.00	0.75
90.00	9.60	0.00	0.00	1.38	2.14	2.17	1.14	0.00	1.11	0.00	0.27	0.00	2.60
91.00	9.60	0.00	0.00	1.39	2.01	3.73	1.42	0.00	2.70	0.49	0.34	0.00	3.13
92.00	9.60	0.00	0.73	0.02	1.53	0.00	0.57	0.00	0.37	0.00	1.08	0.00	0.24
93.00	9.61	0.00	0.00	0.00	0.98	3.69	0.61	0.18	0.40	0.00	0.49	0.00	1.07
94.00	9.60	0.00	0.00	0.99	4.97	0.06	1.70	0.00	1.07	0.26	1.24	0.00	2.12
95.00	9.60	0.00	0.00	0.55	1.84	1.33	2.23	0.00	2.23	0.00	0.66	0.00	3.37
96.00	9.60	0.00	0.00	0.05	0.00	0.54	0.74	0.00	2.68	1.08	0.49	0.00	2.16
97.00	9.60	0.00	0.51	0.04	1.10	3.76	0.92	0.00	1.67	0.05	1.58	0.00	0.52
98.00	9.61	0.00	0.00	0.14	1.02	3.85	0.80	0.00	2.16	0.00	0.92	0.00	0.20
99.00	9.60	0.00	0.00	0.09	0.31	1.65	1.31	0.49	2.13	0.00	0.00	0.00	0.51
100.00	9.60	0.00	0.42	2.00	1.31	1.83	1.44	0.00	0.20	0.00	2.26	0.00	4.09
101.00	9.60	0.00	0.00	3.16	0.49	2.20	0.98	0.00	0.13	0.00	0.33	0.00	0.07
102.00	9.60	0.00	0.00	1.46	0.00	2.28	1.68	0.00	0.22	0.07	0.00	0.00	3.69
103.00	9.61	0.00	0.00	0.69	0.41	1.37	0.40	0.00	0.59	0.33	0.87	0.00	0.00
104.00	9.60	0.00	0.00	0.00	1.21	2.23	0.57	1.01	1.21	0.00	1.42	0.00	0.20
105.00	9.60	0.00	0.00	0.00	4.40	1.44	1.75	0.00	0.49	0.00	0.20	0.00	0.00
106.00	9.60	0.00	0.00	1.19	0.99	0.84	1.04	0.00	0.88	0.00	0.00	0.24	3.47
107.00	9.61	0.00	0.00	0.31	0.68	3.57	1.48	0.00	0.00	0.00	0.77	0.97	2.47
108.00	9.60	0.00	0.00	0.00	2.24	0.77	0.98	0.00	1.33	0.00	0.00	0.49	1.08
109.00	9.60	0.00	0.00	0.00	0.02	1.48	0.88	0.00	1.08	0.57	0.92	0.31	0.49
110.00	9.60	0.00	0.00	0.00	1.40	2.03	0.60	0.00	2.53	0.00	0.68	0.52	0.00
111.00	9.60	0.00	0.00	0.33	2.43	1.58	0.94	0.00	3.80	3.09	3.16	1.11	1.08
