Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.032s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	8.34	7.49	0.33	0.19	3.24	0.00	0.00	0.18	0.00	0.00	2.67	0.00	0.00
3.00	8.40	7.50	0.21	1.25	2.04	0.05	0.00	0.08	0.00	0.75	1.70	0.00	0.00
4.00	8.40	7.50	0.28	0.00	2.31	0.00	0.00	0.00	0.00	1.25	1.20	0.00	0.02
5.00	8.41	7.50	0.68	0.00	0.00	0.01	0.00	0.28	0.00	1.37	1.13	0.02	0.01
6.00	8.40	7.50	0.80	1.32	0.62	0.00	0.00	0.00	0.00	1.21	1.27	0.26	0.04
7.00	8.40	7.50	1.10	0.57	0.00	0.00	0.00	0.14	0.00	0.69	1.18	0.61	0.00
8.00	8.41	7.50	1.15	0.00	1.27	1.24	0.00	0.49	0.00	0.73	0.38	0.59	0.01
9.00	8.40	7.50	1.34	0.00	0.00	0.12	0.00	0.61	0.00	0.84	0.41	0.97	0.11
10.00	8.40	7.49	0.72	0.00	0.00	0.45	0.00	0.09	0.00	1.63	0.35	0.97	0.01
11.00	8.41	7.50	0.16	1.00	0.00	0.11	0.00	1.39	0.00	0.01	1.08	1.08	0.00
12.00	8.40	7.50	0.62	0.00	0.31	0.45	0.00	0.00	0.00	1.12	0.00	1.22	0.04
13.00	8.40	7.50	1.81	0.64	1.30	0.00	0.00	0.00	0.00	1.53	0.93	0.66	0.25
14.00	8.41	7.50	1.60	0.49	0.12	0.00	0.00	1.38	0.00	0.00	0.00	0.92	0.00
15.00	8.40	7.50	0.97	0.00	0.21	0.16	0.00	1.08	0.00	1.28	2.80	0.75	0.33
16.00	8.40	7.50	1.47	1.02	0.00	0.00	0.00	0.09	0.00	1.28	0.08	1.11	0.00
17.00	8.41	7.50	0.59	1.52	0.99	0.00	0.00	0.99	0.00	0.98	0.11	0.68	0.16
18.00	8.40	7.50	1.14	0.95	0.00	1.70	0.00	0.22	0.00	0.99	0.49	1.04	0.00
19.00	8.40	7.49	1.51	0.00	0.54	0.00	0.00	0.07	0.00	0.00	0.00	1.18	0.00
20.00	8.40	7.50	0.84	0.19	0.00	0.01	0.00	0.00	0.00	1.04	0.32	0.73	0.35
21.00	8.41	7.50	1.46	1.01	0.00	0.00	0.00	0.00	0.00	0.00	3.34	0.74	0.00
22.00	8.40	7.50	1.53	0.09	0.00	0.49	0.00	0.00	0.00	3.21	2.48	1.11	0.39
23.00	8.40	7.50	1.06	0.75	0.00	0.16	0.05	0.01	0.00	0.15	0.00	0.85	0.01
24.00	8.41	7.50	1.51	0.99	0.00	1.58	0.00	0.21	0.00	1.38	0.00	0.87	0.05
25.00	8.40	7.50	1.74	0.00	2.66	1.53	0.14	1.46	0.00	2.52	1.64	1.01	0.12
26.00	8.40	7.50	1.32	0.00	0.00	0.00	0.16	0.69	0.00	1.60	2.36	1.32	0.00
27.00	8.41	7.50	1.64	0.00	0.00	0.44	0.46	0.00	0.00	2.12	0.49	0.99	0.41
28.00	8.40	7.49	1.04	0.49	1.02	0.00	0.07	0.00	0.00	0.00	0.00	1.11	0.00
29.00	8.40	7.50	1.37	0.99	2.57	0.00	0.32	0.01	0.00	0.00	0.14	1.14	0.00
30.00	8.41	7.50	2.00	0.29	1.48	0.00	0.25	0.19	0.00	1.18	1.73	0.73	0.40
31.00	8.40	7.50	1.47	0.57	0.00	0.54	0.38	0.44	0.00	0.44	0.49	1.04	0.09
32.00	8.40	7.50	1.00	0.37	0.00	1.19	0.05	0.14	0.00	1.46	2.25	3.01	0.00
33.00	8.41	7.50	2.10	0.00	0.00	0.20	0.94	0.00	0.00	1.37	0.38	1.33	0.32
34.00	8.40	7.50	1.84	1.37	0.00	0.32	0.26	0.00	0.00	1.65	2.05	1.91	0.00
35.00	8.40	7.50	1.11	0.00	0.00	0.00	0.05	0.00	0.00	0.72	0.40	0.61	0.00
36.00	8.41	7.50	0.82	0.55	0.00	0.00	0.25	0.00	0.00	1.33	0.77	2.34	0.31
37.00	8.40	7.49	1.42	0.00	0.00	0.00	0.27	0.00	0.00	1.28	1.07	0.06	0.09
38.00	8.40	7.50	3.09	0.00	0.00	0.42	0.29	2.50	0.00	1.98	0.00	1.06	0.19
39.00	8.40	7.50	1.46	0.24	0.00	0.07	0.00	0.00	0.00	0.05	0.00	0.00	0.00
40.00	8.41	7.50	1.74	0.31	0.00	0.01	0.38	0.92	0.00	0.59	0.00	3.40	0.00
41.00	8.40	7.50	2.04	0.41	0.00	1.40	0.31	0.65	0.00	3.51	1.17	0.49	0.49
42.00	8.40	7.50	0.00	1.38	0.01	0.95	0.28	0.71	0.00	0.88	1.67	0.29	0.32
43.00	8.41	7.50	1.88	0.38	0.00	0.28	1.02	0.60	0.00	1.15	0.94	0.00	0.12
44.00	8.40	7.50	2.38	0.00	0.12	0.14	1.00	0.31	0.00	3.30	2.40	2.21	0.47
45.00	8.40	7.50	0.78	0.00	0.53	1.32	0.33	0.57	0.00	0.99	0.75	0.49	0.00
46.00	8.41	7.49	2.44	1.26	0.00	2.44	0.61	0.12	0.00	1.37	1.04	1.30	0.00
47.00	8.40	7.50	2.19	0.69	0.00	0.04	0.42	0.14	0.00	2.21	0.99	2.34	0.00
48.00	8.40	7.50	2.08	0.00	0.00	0.00	0.54	0.32	0.00	0.49	0.49	0.07	0.00
49.00	8.41	7.50	1.47	2.52	1.93	0.00	0.05	0.00	0.00	1.33	0.00	1.99	0.00
50.00	8.40	7.50	1.84	1.52	0.00	0.00	0.33	1.26	0.00	0.99	0.00	0.05	0.00
51.00	8.40	7.50	1.45	0.00	0.00	0.00	0.16	0.00	0.00	0.00	2.61	0.73	0.00
52.00	8.41	7.50	2.78	0.42	0.00	0.66	0.21	0.49	0.00	0.39	3.52	1.32	0.15
53.00	8.40	7.50	1.30	0.13	0.00	1.50	0.80	0.48	0.00	1.64	1.33	2.48	0.14
54.00	8.40	7.50	3.36	1.20	0.00	0.00	0.26	1.84	0.00	1.50	0.65	2.54	0.81
55.00	8.41	7.49	0.49	0.68	0.00	1.55	0.67	2.01	0.00	2.72	0.85	0.00	0.02
56.00	8.40	7.50	0.00	1.86	0.00	0.99	1.00	0.02	0.00	0.71	1.84	1.24	0.00
57.00	8.40	7.50	0.05	0.89	0.00	1.50	0.14	0.46	0.00	2.32	2.45	0.00	0.06
58.00	8.40	7.50	2.68	0.34	0.00	1.14	0.34	0.78	0.00	0.79	0.69	0.91	0.07
59.00	8.41	7.50	0.07	2.07	1.72	0.33	0.24	0.46	0.00	3.39	1.39	1.32	0.89
60.00	8.40	7.50	1.61	1.48	1.86	0.00	0.89	2.18	0.00	0.72	3.91	0.61	0.02
61.00	8.40	7.50	0.00	1.79	0.00	0.00	0.05	1.00	0.00	0.71	1.26	0.11	0.55
62.00	8.41	7.50	0.49	0.62	0.42	0.07	0.12	0.00	0.00	1.00	3.01	0.75	0.00
63.00	8.40	7.50	0.00	1.37	0.00	0.86	0.00	0.00	0.00	1.12	0.57	0.49	0.02
64.00	8.40	7.49	0.71	1.86	0.00	1.07	0.28	0.00	0.00	0.02	1.68	2.85	0.00
65.00	8.41	7.50	0.98	1.25	0.04	0.99	2.04	0.53	0.00	2.66	1.65	1.79	0.75
66.00	8.40	7.50	3.13	0.00	0.00	2.46	2.10	0.00	0.00	0.00	2.47	2.74	0.00
67.00	8.40	7.50	0.12	0.05	0.22	2.79	1.13	1.63	0.00	2.38	3.10	2.31	1.50
68.00	8.41	7.50	1.61	0.72	0.00	1.51	0.46	0.64	0.00	2.04	4.38	2.56	0.45
69.00	8.40	7.50	1.75	0.54	0.99	2.78	1.87	0.53	0.00	2.13	2.27	1.88	0.32
70.00	8.40	7.50	3.91	0.00	0.00	2.03	2.27	0.00	0.00	1.65	2.39	2.96	0.00
71.00	8.41	7.50	1.98	0.00	0.00	1.61	1.63	0.84	0.00	0.66	1.80	1.83	0.00
72.00	8.40	7.50	2.17	1.51	0.00	1.31	0.80	0.25	0.00	2.81	3.12	1.37	0.71
73.00	8.40	7.49	1.81	0.49	0.49	1.05	0.75	1.33	0.00	2.78	1.00	2.04	0.33
74.00	8.41	7.50	2.77	1.06	0.00	3.33	0.37	1.74	0.00	3.89	2.39	1.55	1.41
75.00	8.40	7.50	1.90	1.47	0.19	1.12	1.46	0.32	0.00	0.73	3.64	1.85	0.12
76.00	8.40	7.50	2.99	0.22	0.00	0.00	1.15	0.65	0.00	1.44	1.84	0.85	0.00
77.00	8.40	7.50	2.46	0.68	0.00	0.49	1.32	0.22	0.00	2.32	1.42	1.35	0.98
78.00	8.41	7.50	0.00	0.00	0.00	0.39	1.21	0.40	0.00	1.14	1.53	0.62	0.00
79.00	8.40	7.50	1.54	1.26	1.44	1.60	1.46	1.78	0.00	2.79	0.99	0.48	0.02
80.00	8.40	7.50	0.28	1.28	0.00	0.99	1.70	1.19	0.00	1.45	0.47	1.27	0.24
81.00	8.41	7.50	0.99	0.61	0.00	2.16	1.11	1.05	0.00	0.51	3.45	2.60	0.19
82.00	8.40	7.49	1.67	0.00	0.00	3.20	0.81	1.05	0.00	1.05	2.81	0.45	0.00
83.00	8.40	7.50	0.00	1.57	0.21	1.28	0.89	1.33	0.00	1.55	3.07	0.82	0.40
84.00	8.41	7.50	0.99	0.55	0.00	3.21	1.44	1.25	0.00	2.67	2.32	1.34	1.71
85.00	8.40	7.50	1.35	0.60	0.00	1.47	1.02	0.00	0.00	2.17	1.42	1.72	0.42
86.00	8.40	7.50	1.41	0.18	2.39	0.48	0.28	0.58	0.00	3.49	0.05	1.98	1.80
87.00	8.41	7.50	0.00	0.32	0.00	0.89	0.93	0.00	0.00	0.57	0.61	1.35	0.06
88.00	8.40	7.50	0.00	2.58	0.00	0.71	2.81	0.98	0.00	1.42	0.99	0.09	1.94
89.00	8.40	7.50	2.36	0.00	0.00	0.00	2.89	0.80	0.00	1.97	3.80	2.20	0.32
90.00	8.41	7.50	3.97	0.89	3.43	1.42	2.53	1.68	0.00	1.39	1.59	2.00	0.99
91.00	8.40	7.49	0.00	0.07	0.00	0.60	3.65	1.27	0.00	2.43	3.26	2.45	0.49
92.00	8.40	7.50	0.00	0.00	0.00	0.99	1.60	0.49	0.00	1.14	2.08	1.55	0.40
93.00	8.41	7.50	0.49	0.80	0.00	0.49	0.00	0.38	0.00	0.05	0.97	1.28	0.00
94.00	8.40	7.50	0.29	0.77	0.00	1.58	0.00	0.86	0.00	1.95	1.38	0.78	0.53
95.00	8.40	7.50	1.42	0.67	0.00	2.06	0.49	0.65	0.00	0.41	0.45	0.81	0.05
96.00	8.40	7.50	0.52	0.00	0.00	1.13	1.93	1.55	0.00	1.42	0.16	1.87	0.38
97.00	8.41	7.50	1.54	1.63	0.00	2.28	0.34	1.06	0.00	2.72	1.97	1.10	0.86
98.00	8.40	7.50	0.49	0.00	0.00	0.49	1.22	2.31	0.00	1.54	0.00	1.34	1.27
99.00	8.40	7.50	0.00	1.57	0.00	0.00	1.74	2.12	0.00	3.72	2.00	1.91	1.97
100.00	8.41	7.49	1.30	0.31	0.00	0.55	0.49	0.00	0.00	0.16	0.00	0.00	0.00
101.00	8.40	7.50	0.49	0.59	0.00	0.89	0.00	0.92	0.00	3.27	0.00	0.74	0.28
102.00	8.40	7.50	0.99	0.93	0.00	0.97	3.47	0.18	0.00	1.73	4.00	2.46	0.32
103.00	8.41	7.50	0.49	0.00	0.00	2.53	1.11	1.80	0.00	0.66	0.54	2.06	0.37
104.00	8.40	7.50	1.80	0.67	0.00	1.44	2.57	0.02	0.00	2.16	0.91	1.98	0.89
105.00	8.40	7.50	3.24	0.00	0.00	1.12	0.59	0.00	0.00	3.04	0.94	2.98	1.83
106.00	8.41	7.50	6.90	0.00	0.00	4.71	0.00	0.00	0.00	4.45	3.43	2.70	2.66
107.00	8.40	7.50	6.90	0.00	0.00	5.41	0.49	0.00	0.00	4.50	4.19	2.70	2.70
108.00	8.40	7.50	6.90	0.00	0.00	5.39	0.00	0.00	0.00	4.51	4.20	2.70	2.70
109.00	8.41	7.49	3.17	2.89	0.49	1.94	2.47	0.65	0.00	2.45	4.19	2.50	1.44
110.00	8.40	7.50	0.11	3.37	0.00	1.30	0.35	0.52	0.00	1.08	1.93	1.74	0.72
111.00	8.40	7.50	0.49	2.00	0.49	0.49	0.02	0.06	0.00	1.06	1.64	1.75	0.16
112.00	8.41	7.50	4.00	0.44	0.00	0.20	0.46	1.21	0.00	1.10	2.66	0.18	0.61
113.00	8.40	7.50	0.00	0.94	0.00	0.00	0.15	0.00	0.00	2.74	2.21	0.49	0.51
114.00	8.40	7.50	1.65	1.08	0.00	1.98	0.57	1.24	0.00	2.20	0.84	0.18	0.00
115.00	8.40	7.50	0.00	0.78	0.00	1.93	2.05	0.85	0.00	2.26	1.90	1.08	1.24
116.00	8.41	7.50	0.00	1.55	0.00	1.32	1.94	0.00	0.00	2.54	2.64	1.48	0.47
117.00	8.40	7.50	2.19	0.73	0.99	0.49	2.01	1.05	0.00	1.04	2.32	2.01	0.37
118.00	8.40	7.49	3.23	1.08	0.00	1.59	0.18	1.34	0.00	0.55	1.73	0.47	0.00
119.00	8.41	7.50	5.56	5.56	0.00	2.98	2.17	2.33	0.00	1.18	3.86	2.12	0.18
10.2.1.2	8.56	8.18
10.2.1.3	7.64	8.32
10.1.1.3	1.55	369555.67
10.1.1.4	0.76	319531.63
10.1.1.5	0.34	864472.40
10.1.1.6	1.00	186877.56
10.1.1.7	0.90	419655.11
10.1.1.8	0.63	493153.11
10.1.1.9	0	0
10.1.1.10	1.56	213530.89
10.1.1.11	1.59	160881.73
10.1.1.12	1.34	239126.90
10.1.1.13	0.40	302194.91
