Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.305s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	8.09	8.08	6.25	4.05	0.00	1.47	0.00	0.00	0.00	0.00	0.00
3.00	8.10	8.10	6.30	0.97	2.12	0.00	0.00	0.00	0.00	0.00	0.00
4.00	8.10	8.10	6.30	0.54	0.71	0.00	0.00	0.00	0.00	0.00	0.00
5.00	8.10	8.10	6.30	4.36	1.74	0.77	0.00	0.02	0.00	0.00	0.00
6.00	8.10	8.10	6.30	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00
7.00	8.10	8.10	6.30	0.19	3.62	0.00	0.00	0.00	0.00	0.00	0.00
8.00	8.09	8.09	6.30	2.20	0.98	0.00	0.00	0.00	0.00	0.00	0.00
9.00	8.10	8.10	6.30	2.27	2.52	0.00	0.00	0.00	0.00	0.00	0.00
10.00	8.10	8.10	6.30	6.02	0.31	0.00	0.00	0.00	0.00	0.00	0.00
11.00	8.10	8.10	6.30	4.97	3.27	0.00	0.00	0.00	0.00	0.00	0.00
12.00	8.10	8.10	6.30	4.23	3.12	0.00	0.00	0.00	0.00	0.00	0.00
13.00	8.10	8.10	6.30	5.43	1.21	0.31	0.00	0.00	0.00	0.00	0.00
14.00	8.09	8.09	6.30	5.89	1.65	0.00	0.00	0.00	0.00	0.00	0.00
15.00	8.10	8.10	6.30	1.45	1.81	0.49	0.00	0.00	0.00	0.00	0.00
16.00	8.10	8.10	6.30	2.16	0.00	2.43	0.00	0.00	0.00	0.00	0.00
17.00	8.10	8.10	6.30	0.97	2.66	0.53	0.00	0.00	0.00	0.00	0.00
18.00	8.10	8.10	6.30	1.80	4.88	0.57	0.00	0.00	0.00	0.00	0.00
19.00	8.10	8.10	6.30	0.77	1.21	0.47	0.00	0.00	0.00	0.00	0.00
20.00	8.09	8.09	6.30	1.75	6.11	1.33	0.00	0.00	0.00	0.00	0.00
21.00	8.10	8.10	6.30	1.58	3.59	0.00	0.00	0.00	0.00	0.00	0.00
22.00	8.10	8.10	6.30	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.00	8.10	8.10	6.30	5.09	2.57	0.00	0.00	0.00	0.00	0.00	0.00
24.00	8.10	8.10	6.30	4.82	1.84	0.01	0.00	0.00	0.00	0.00	0.00
25.00	8.10	8.10	6.30	0.61	2.04	0.00	0.00	0.00	0.00	0.00	0.00
26.00	8.09	8.09	6.30	0.91	5.46	0.01	0.00	0.00	0.00	0.00	0.00
27.00	8.10	8.10	6.30	1.70	0.14	1.26	0.00	0.00	0.00	0.00	0.00
28.00	8.10	8.10	6.30	4.05	0.00	0.39	0.00	0.00	0.00	0.00	0.00
29.00	8.10	8.10	6.30	0.26	5.64	0.05	0.00	0.00	0.00	0.00	0.00
30.00	8.10	8.10	6.30	6.31	4.43	0.99	0.00	0.00	0.00	0.00	0.00
31.00	8.10	8.10	6.30	2.74	3.24	0.00	0.00	0.00	0.00	0.00	0.00
32.00	8.10	8.09	6.30	1.22	2.16	0.00	0.00	0.00	0.00	0.00	0.00
33.00	8.09	8.10	6.30	0.00	5.95	0.00	0.00	0.00	0.00	0.00	0.00
34.00	8.10	8.10	6.30	1.75	5.03	0.48	0.00	0.00	0.00	0.00	0.00
35.00	8.10	8.10	6.30	1.01	2.56	0.54	0.00	0.00	0.00	0.00	0.00
36.00	8.10	8.10	6.30	5.51	2.30	1.97	0.00	0.00	0.00	0.00	0.00
37.00	8.10	8.10	6.30	5.09	4.27	0.21	0.00	0.00	0.00	0.00	0.00
38.00	8.10	8.10	6.30	2.47	2.04	0.33	0.00	0.00	0.00	0.00	0.00
39.00	8.09	8.09	6.30	1.86	3.92	0.54	0.00	0.00	0.00	0.00	0.00
40.00	8.10	8.10	6.30	2.20	0.92	0.33	0.00	0.00	0.00	0.00	0.00
41.00	8.10	8.10	6.30	2.57	0.61	1.28	0.00	0.00	0.00	0.00	0.00
42.00	8.10	8.10	6.30	1.53	4.49	1.35	0.00	0.00	0.00	0.00	0.00
43.00	8.10	8.10	6.30	3.45	4.02	0.00	0.00	0.00	0.00	0.00	0.00
44.00	8.10	8.10	6.30	6.55	0.06	5.64	0.00	0.00	0.00	0.00	0.00
45.00	8.09	8.09	6.30	4.10	4.84	2.53	0.00	0.00	0.00	0.00	0.00
46.00	8.10	8.10	6.30	4.18	3.74	0.98	0.00	0.00	0.00	0.00	0.00
47.00	8.10	8.10	6.30	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00
48.00	8.10	8.10	6.30	1.22	3.07	0.00	0.00	0.00	0.00	0.00	0.00
49.00	8.10	8.10	6.30	1.77	3.51	0.00	0.00	0.00	0.00	0.00	0.00
50.00	8.10	8.10	6.30	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
51.00	8.09	8.09	6.30	2.10	5.35	1.10	0.00	0.00	0.00	0.00	0.00
52.00	8.10	8.10	6.30	4.98	5.77	4.49	0.00	0.00	0.00	0.00	0.00
