Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.312s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	6.29	6.26	6.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.20	0.00	1.81	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.13
3.00	6.30	6.30	6.30	0.00	0.00	2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	6.30	6.30	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87	0.05	1.44	0.00	0.33	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	6.30	6.30	6.30	0.00	0.00	0.00	0.00	0.12	0.27	0.00	0.00	0.00	2.23	0.00	4.51	0.00	0.87	0.39	0.00	0.00	0.00	0.24	0.00	0.00	0.00
6.00	6.30	6.30	6.30	0.00	0.00	4.05	0.00	1.80	0.13	0.00	0.00	0.00	1.79	0.00	3.91	0.00	0.49	0.46	0.00	0.00	0.00	0.39	0.00	1.08	0.00
7.00	6.30	6.30	6.30	0.00	0.00	2.12	0.00	0.02	0.00	0.12	0.18	0.00	0.31	0.00	1.46	0.00	0.00	0.24	0.00	0.00	0.00	0.12	0.00	0.81	2.58
8.00	6.30	6.30	6.30	0.00	0.07	0.00	0.00	1.93	3.27	0.00	0.00	0.00	2.66	2.78	1.97	0.33	0.64	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00
9.00	6.30	6.30	6.30	0.00	0.00	0.00	0.00	1.31	0.00	0.00	0.00	0.00	2.67	2.76	1.53	0.46	0.14	0.00	0.00	0.00	0.00	0.09	0.00	0.02	2.86
10.00	6.30	6.30	6.30	0.00	0.14	1.22	0.00	0.13	1.07	0.29	0.26	0.00	3.46	1.84	3.90	0.00	1.15	0.00	0.00	0.00	0.00	0.38	0.00	0.61	2.26
11.00	6.30	6.30	6.30	0.00	1.15	0.00	0.00	0.31	0.26	0.00	0.02	0.00	0.24	1.05	2.03	0.00	1.46	0.24	0.00	0.00	0.00	0.54	0.00	0.00	0.00
