Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.051s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	8.68	0.25	0.20	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	8.70	1.21	0.14	0.00	0.00	0.00	0.22	0.00	0.06	0.00	0.00	0.20	0.00	0.15	0.05
4.00	8.70	0.33	0.54	0.00	0.00	0.00	2.80	0.00	0.00	0.00	0.85	0.12	0.00	0.00	0.00
5.00	8.70	0.38	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.85	0.00	0.00	0.00	0.49
6.00	8.69	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	1.10	0.00	0.00	0.18	0.21
7.00	8.70	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.09	1.08	0.16	0.00	0.12	0.00
8.00	8.70	1.27	0.42	0.00	0.00	0.02	1.77	0.05	0.00	0.00	1.11	0.33	0.00	0.21	0.00
9.00	8.70	0.85	0.35	0.00	0.00	0.00	0.49	0.00	0.00	0.00	1.06	0.09	0.00	0.00	0.00
10.00	8.70	0.73	0.55	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.82	0.00	0.00	0.31	0.00
11.00	8.69	0.29	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.30	0.00	0.00	0.09	0.00
12.00	8.70	3.30	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.48	1.95	0.11	0.00	0.00	0.26
13.00	8.70	1.86	0.64	0.00	0.00	0.00	1.06	0.00	0.00	0.31	1.15	0.31	0.00	0.00	0.54
14.00	8.70	1.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.30	0.77	0.00	0.00	0.14
15.00	8.70	0.99	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	1.37	0.49	0.00	0.01	0.11
16.00	8.69	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.13	1.48	0.51	0.00	0.00	0.00
17.00	8.70	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.24	1.40	0.77	0.00	0.01	0.19
18.00	8.70	0.66	2.84	0.00	0.00	0.00	0.49	0.00	0.00	0.12	1.25	0.49	0.00	0.00	0.33
19.00	8.70	0.09	1.48	0.00	0.00	0.00	1.68	0.00	0.00	0.11	1.53	0.24	0.00	0.49	0.38
20.00	8.70	0.49	0.00	0.00	0.00	0.00	1.53	0.38	0.00	0.54	1.10	0.20	0.00	0.44	0.28
21.00	8.69	0.00	0.00	0.00	0.00	0.00	1.12	0.13	0.00	0.16	2.00	1.06	0.00	0.00	0.28
22.00	8.70	0.04	2.50	0.00	0.00	0.00	1.19	0.16	0.00	0.47	1.81	0.21	0.00	0.02	0.09
23.00	8.70	1.73	0.33	0.18	0.00	0.00	0.00	0.00	0.00	0.47	1.41	0.55	0.00	0.82	0.12
24.00	8.70	1.25	1.31	0.00	0.00	0.01	0.00	0.00	0.00	0.35	1.47	0.86	0.00	0.00	0.00
25.00	8.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.85	0.92	0.00	0.24	0.00
26.00	8.70	0.34	3.50	0.00	0.00	0.00	0.00	0.00	0.00	0.40	1.84	0.87	0.00	0.00	0.15
27.00	8.70	1.72	1.92	0.00	0.00	0.12	1.97	0.00	0.00	0.42	0.71	1.35	0.00	0.00	0.14
28.00	8.70	1.39	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.41	1.13	0.51	0.00	0.00	0.28
29.00	8.70	0.27	0.00	0.00	0.00	0.01	1.06	0.02	0.00	0.02	1.63	0.04	0.00	0.49	0.16
30.00	8.69	1.47	1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.44	0.00	0.00	0.00
31.00	8.70	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	1.53	0.54	0.00	0.00	0.29
32.00	8.70	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	0.72	0.00	0.00	0.09
33.00	8.70	2.61	0.00	0.00	0.01	0.00	0.94	0.60	0.00	0.00	2.30	1.12	0.00	0.00	0.84
34.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.97	0.49	0.00	0.00	0.07
35.00	8.69	0.49	0.00	0.00	0.00	0.00	0.49	0.00	0.01	0.62	1.25	0.14	0.00	0.06	0.00
36.00	8.70	0.49	0.72	0.00	0.00	0.00	2.68	0.32	0.00	0.00	1.51	0.00	0.00	0.07	0.00
37.00	8.70	0.55	0.89	0.00	0.00	0.00	0.49	0.00	0.00	0.49	0.71	0.46	0.00	0.42	0.15
38.00	8.70	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.14	1.48	0.18	0.00	0.00	0.28
39.00	8.70	0.00	0.00	0.00	0.00	0.05	0.45	0.69	0.00	0.24	1.41	0.78	0.00	0.00	0.21
40.00	8.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00
41.00	8.70	0.00	2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.01
42.00	8.70	0.99	1.31	0.00	0.00	0.00	0.01	0.00	0.00	0.26	1.67	0.00	0.00	0.00	0.01
43.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	1.59	0.00	0.00	0.00	0.01
44.00	8.70	0.00	2.66	0.00	0.20	0.02	0.00	0.00	0.00	0.12	0.85	1.60	0.00	0.00	0.00
45.00	8.69	0.49	1.20	0.00	0.00	0.00	0.55	0.73	0.00	0.40	2.47	0.99	0.00	0.29	0.00
46.00	8.70	0.00	1.35	0.00	0.00	0.00	1.81	0.06	0.00	0.45	1.37	0.00	0.00	0.00	0.11
47.00	8.70	0.00	1.42	0.00	0.00	0.35	0.55	0.07	0.00	0.47	2.05	1.79	0.00	0.00	0.00
48.00	8.70	2.11	1.70	0.00	0.00	0.00	0.00	0.00	0.00	0.19	1.79	0.08	0.00	0.00	0.00
49.00	8.69	0.00	0.14	0.00	0.00	0.20	0.42	0.49	0.00	0.57	1.63	1.61	0.00	0.00	0.07
50.00	8.70	0.09	2.92	0.00	0.00	0.00	0.00	0.00	0.00	0.21	1.57	0.00	0.00	0.08	0.29
51.00	8.70	2.13	1.55	0.00	0.00	0.02	0.00	0.00	0.00	0.38	1.60	0.47	0.00	0.00	0.24
52.00	8.70	0.16	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.33	1.42	0.40	0.00	0.00	0.38
53.00	8.70	1.18	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.31	0.19	0.85	0.00	0.00	0.42
54.00	8.69	1.46	2.05	0.00	0.07	0.92	0.00	0.00	0.00	0.14	0.84	2.26	0.00	0.00	0.21
55.00	8.70	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.16
56.00	8.70	1.21	0.02	0.00	0.12	0.19	0.29	0.00	0.00	0.00	1.52	1.08	0.00	0.00	0.49
57.00	8.70	0.99	0.02	0.00	0.00	0.12	0.00	0.00	0.00	0.00	2.39	1.67	0.00	0.00	0.09
58.00	8.70	0.00	2.26	0.00	0.00	0.07	1.28	0.00	0.02	0.01	1.48	0.92	0.00	0.02	0.00
59.00	8.69	0.84	0.49	0.00	0.00	0.00	0.84	0.00	0.02	0.15	4.83	0.38	0.00	0.15	0.00
60.00	8.70	0.26	1.90	0.00	0.00	0.00	0.49	0.00	0.00	0.64	2.43	0.00	0.00	0.19	1.14
61.00	8.70	0.16	0.99	0.00	0.00	0.00	1.66	0.00	0.00	0.16	0.00	0.00	0.00	0.00	1.22
