Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.074s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	8.66	7.20	0.66	2.00	0.48	0.00	0.16	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	1.46	0.00
3.00	8.70	7.20	1.90	1.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.31	0.00	0.00
4.00	8.70	7.21	0.59	0.00	0.21	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.19	0.24	0.00	0.00
5.00	8.70	7.20	1.57	0.00	0.00	0.47	0.00	1.27	0.00	0.00	0.00	0.00	0.09	0.21	0.00	0.00	0.00
6.00	8.69	7.21	1.25	0.27	0.00	2.31	0.00	0.08	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	8.70	7.20	2.68	2.25	1.10	2.24	0.00	0.49	0.00	0.00	0.01	0.00	0.09	0.00	0.04	0.00	0.16
8.00	8.70	7.20	2.64	0.00	1.28	0.99	0.00	1.27	0.00	0.00	0.00	0.00	0.35	1.04	0.99	0.00	0.16
9.00	8.70	7.21	1.13	0.00	0.25	0.45	0.21	0.00	0.00	0.09	0.00	0.25	0.12	1.90	0.00	1.18	0.07
10.00	8.70	7.20	1.25	0.00	0.34	2.85	0.00	2.20	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	8.69	7.21	0.28	0.00	0.38	2.84	0.04	0.00	0.00	0.05	1.52	0.19	0.38	0.00	0.00	0.40	0.00
12.00	8.70	7.20	0.00	1.58	0.12	0.00	0.00	2.71	0.00	0.16	0.00	0.00	0.64	0.00	0.00	0.00	0.00
13.00	8.70	7.20	0.00	0.99	0.00	2.05	0.00	2.47	0.00	0.72	0.00	0.00	0.12	0.49	0.00	0.00	0.00
14.00	8.70	7.21	4.23	0.00	0.00	2.46	0.00	0.68	0.00	0.05	0.00	0.00	0.00	0.00	0.49	1.21	0.00
