Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.281s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	7.16	7.17	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.75
3.00	7.20	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.91	0.00	0.00	2.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.21	7.21	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.44	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.68
5.00	7.20	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.90	0.42	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.65	0.00	0.00	0.00	1.50
6.00	7.21	7.21	0.00	0.00	0.16	0.00	0.00	0.00	1.02	0.00	0.00	1.95	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50
7.00	7.20	7.20	1.75	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.00	3.49	3.17	0.00	0.00	0.00	1.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48
8.00	7.20	7.20	0.12	0.61	0.00	0.00	0.00	0.00	0.15	0.00	0.00	3.51	3.42	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.48	0.00	0.46	0.00	1.21
9.00	7.21	7.21	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.34	2.53	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.01	0.00	0.00	0.06	1.47
10.00	7.20	7.20	1.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	1.06	2.56	0.00	0.00	0.00	2.10	0.00	0.00	0.00	0.00	0.00	0.00	0.18	1.46
11.00	7.21	7.21	0.71	0.00	0.00	0.00	0.00	0.00	1.08	0.00	0.49	2.33	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50
12.00	7.20	7.20	2.72	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.24	1.97	0.00	0.00	0.00	0.99	0.00	0.00	0.09	0.00	0.00	0.00	0.47	1.19
13.00	7.20	7.20	1.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	3.38	2.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05
14.00	7.21	7.21	0.00	0.00	0.14	0.00	0.00	0.00	0.60	0.00	0.00	3.86	3.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.74
15.00	7.20	7.20	3.57	0.00	0.00	0.00	0.00	0.00	1.63	0.00	1.53	3.11	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	1.35
16.00	7.21	7.21	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	1.84	0.66	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47
17.00	7.20	7.20	2.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	1.15	1.31	0.00	0.00	0.00	1.54	0.00	0.00	0.04	0.00	0.00	0.00	0.58	1.73
18.00	7.21	7.21	0.45	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.75	3.78	1.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.44
19.00	7.20	7.20	0.26	0.00	0.18	0.00	0.00	0.00	2.48	0.00	0.00	3.70	3.38	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19
20.00	7.20	7.20	0.25	0.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	2.47	1.54	0.00	0.00	0.00	1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.06	1.04
21.00	7.21	7.21	0.89	0.00	0.77	0.00	0.00	0.00	0.64	0.00	0.00	3.62	2.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.02	1.52
22.00	7.20	7.20	0.06	0.65	0.00	0.00	0.00	0.00	0.61	0.00	0.00	2.74	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.46
23.00	7.21	7.21	0.86	0.00	0.00	0.16	0.02	0.00	0.00	0.00	0.00	1.04	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	1.38	0.15	1.00
24.00	7.20	7.20	2.85	0.00	0.00	0.00	0.00	0.00	0.91	0.00	0.49	1.05	4.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.33	0.01	1.39
25.00	7.20	7.20	1.04	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	1.72	2.74	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.34	0.00	0.00	0.00	1.51
26.00	7.21	7.21	0.51	0.78	0.41	0.00	0.00	0.00	0.27	0.00	0.00	0.60	2.34	0.00	0.00	0.00	1.70	0.00	0.00	0.00	0.99	0.00	0.00	0.18	1.51
27.00	7.20	7.20	0.00	0.26	0.00	0.00	0.00	0.00	0.39	0.00	1.58	2.38	2.96	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.74
28.00	7.21	7.21	0.15	0.61	0.49	0.00	0.00	0.00	1.32	0.00	0.00	4.17	4.32	0.00	0.00	0.00	2.11	0.00	0.00	0.00	0.33	0.00	0.00	0.00	1.12
29.00	7.20	7.20	1.88	0.64	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.81	2.91	0.00	0.00	0.00	0.49	0.00	0.00	0.40	0.33	0.00	0.00	0.69	0.97
30.00	7.20	7.20	3.43	0.62	0.00	0.00	0.00	0.00	0.29	0.00	2.63	2.04	1.99	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.66	0.00	0.00	0.27	1.39
31.00	7.21	7.21	0.92	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.47	0.74	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.05	0.00	0.00	0.00	1.37
32.00	7.20	7.20	3.18	0.32	0.00	0.00	0.00	0.00	0.68	0.00	0.00	2.65	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.09	0.00	0.00	0.53	1.52
33.00	7.21	7.21	4.42	0.31	0.00	0.05	0.00	0.00	0.00	0.00	1.79	3.12	2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.61	0.00	0.00	0.99	1.45
34.00	7.20	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.61	1.90	1.48	0.00	0.00	0.00	5.82	0.00	0.00	0.00	0.02	0.00	0.00	0.00	1.51
35.00	7.21	7.21	0.54	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.61	0.00	0.99	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.18	1.21
36.00	7.20	7.20	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	3.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	1.06
37.00	7.20	7.20	0.00	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.00	2.20	3.05	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.82
38.00	7.21	7.21	0.49	0.00	0.39	0.00	0.00	0.00	0.54	0.00	0.49	2.34	2.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.79	0.00	0.00	0.00	1.50
39.00	7.20	7.20	0.00	3.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	3.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.51
40.00	7.21	7.21	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.31	2.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50
41.00	7.20	7.20	2.03	0.68	0.07	0.00	0.00	0.00	0.72	0.00	0.00	3.74	3.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	1.50
42.00	7.20	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.97	2.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	1.51
43.00	7.21	7.21	1.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.74	3.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.12	1.50
44.00	7.20	7.20	1.20	0.00	0.51	0.00	0.00	0.00	0.32	0.00	1.41	4.31	1.33	0.00	0.00	0.00	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.51
45.00	7.21	7.21	1.46	0.00	0.53	0.00	0.00	0.00	0.44	0.00	1.11	1.83	3.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.47
46.00	7.20	7.20	0.20	0.00	0.08	0.00	0.00	0.00	0.41	0.00	0.00	2.96	2.16	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.33	0.00	0.00	0.08	1.59
47.00	7.21	7.20	1.18	0.00	0.00	0.00	0.00	0.00	0.66	0.00	0.00	3.24	2.19	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50
48.00	7.20	7.21	0.05	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	2.72	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	1.47
49.00	7.20	7.20	1.04	0.00	0.00	0.00	0.00	0.00	0.37	0.00	1.61	2.59	2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	1.53
50.00	7.21	7.21	3.47	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.07	2.14	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	1.21	1.50
51.00	7.20	7.20	1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.86	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.74	1.45
52.00	7.21	7.21	1.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	4.49	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	1.55
53.00	7.20	7.20	0.06	0.68	0.00	0.00	0.00	0.00	1.02	0.00	0.00	3.23	2.67	0.00	0.00	0.00	1.70	0.00	0.00	0.00	0.00	0.00	0.00	0.12	1.50
