Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.328s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	9.55	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.52
3.00	9.60	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.08
4.00	9.60	0.00	0.00	0.00	2.07	0.00	0.00	0.65	0.00	0.00	0.66
5.00	9.60	0.00	0.00	0.00	1.06	0.00	0.00	2.16	0.00	0.00	0.00
6.00	9.61	0.00	0.00	0.00	4.75	0.00	0.00	1.24	0.00	0.00	1.85
7.00	9.60	0.00	0.00	0.00	4.86	0.00	0.00	4.84	0.00	0.00	1.54
8.00	9.60	0.00	0.00	0.00	2.70	0.00	0.00	3.06	0.00	0.00	0.57
9.00	9.60	0.00	0.00	0.00	0.87	0.00	0.02	0.07	0.00	0.00	0.04
10.00	9.60	0.00	0.00	0.00	2.79	0.00	0.00	4.59	0.00	0.00	0.01
11.00	9.61	0.00	0.00	0.00	1.20	0.00	0.00	1.54	0.00	0.00	0.05
12.00	9.60	0.00	0.00	0.00	5.68	0.00	0.00	2.13	0.00	0.00	0.06
13.00	9.60	0.00	0.00	0.00	3.09	0.00	0.00	1.24	0.00	0.00	0.00
14.00	9.60	0.00	0.00	0.00	5.02	0.00	0.00	1.52	0.00	0.00	0.35
15.00	9.61	0.00	0.00	0.00	0.52	0.00	0.00	3.42	0.00	0.00	0.21
16.00	9.60	0.00	0.00	0.00	2.08	0.00	0.00	1.59	0.00	0.00	0.27
17.00	9.60	0.00	0.00	0.00	3.92	0.00	0.00	1.37	0.00	0.00	0.31
18.00	9.60	0.00	0.00	0.00	6.21	0.00	0.00	0.54	0.00	0.00	2.71
19.00	9.60	0.00	0.00	0.00	3.29	0.00	0.00	2.70	0.00	0.00	1.15
20.00	9.61	0.00	0.00	0.00	3.11	0.00	0.00	2.27	0.00	0.00	0.13
21.00	9.60	0.00	0.00	0.00	1.41	0.00	0.00	4.04	0.00	0.00	2.66
22.00	9.60	0.00	0.00	0.00	2.63	0.00	0.00	2.06	0.00	0.00	0.79
23.00	9.60	0.00	0.00	0.00	6.28	0.00	0.00	4.75	0.18	0.00	0.08
24.00	9.61	0.00	0.00	0.00	0.77	0.00	0.00	4.06	0.00	0.00	0.24
25.00	9.60	0.00	0.00	0.00	3.71	0.00	0.00	3.57	0.00	0.00	0.07
26.00	9.60	0.00	0.00	0.00	3.56	0.00	0.00	0.80	0.00	0.00	0.39
27.00	9.60	0.00	0.00	0.00	2.38	0.00	0.00	0.66	0.00	0.00	0.72
28.00	9.60	0.00	0.00	0.00	1.73	0.00	0.00	1.17	0.02	0.00	0.12
29.00	9.61	0.00	0.00	0.00	2.74	0.00	0.00	3.66	0.27	0.00	0.11
30.00	9.60	0.00	0.00	0.00	4.07	0.00	0.00	1.79	0.34	0.00	1.51
31.00	9.60	0.00	0.00	0.00	4.07	0.00	0.00	3.44	0.15	0.00	0.18
32.00	9.60	0.00	0.00	0.00	0.00	0.00	0.00	1.57	0.00	0.00	0.26
33.00	9.60	0.00	0.00	0.00	4.96	0.00	0.00	1.30	0.00	0.00	2.27
34.00	9.61	0.00	0.00	0.00	0.00	0.00	0.00	4.38	0.27	0.00	0.25
35.00	9.60	0.00	0.00	0.00	0.00	0.00	0.00	3.13	0.08	0.00	0.81
36.00	9.60	0.00	0.00	0.00	1.99	0.00	0.00	3.27	0.15	0.00	0.72
37.00	9.60	0.00	0.00	0.00	6.32	0.00	0.00	5.20	0.31	0.00	0.92
38.00	9.61	0.00	0.00	0.00	1.00	0.00	0.00	2.56	0.00	0.00	0.24
39.00	9.60	0.00	0.00	0.00	5.86	0.00	0.00	0.01	0.09	0.00	1.10
40.00	9.60	0.00	0.00	0.00	0.61	0.00	0.00	1.94	0.00	0.00	0.19
41.00	9.60	0.00	0.00	0.00	4.52	0.00	0.00	4.97	0.09	0.00	0.04
42.00	9.60	0.00	0.00	0.00	1.58	0.00	0.00	2.96	0.00	0.00	0.52
43.00	9.61	0.00	0.00	0.00	0.69	0.00	0.00	4.23	1.58	0.00	0.51
44.00	9.60	0.00	0.00	0.00	1.39	0.00	0.00	4.73	0.47	0.00	2.06
45.00	9.60	0.00	0.00	0.00	2.34	0.00	0.00	4.18	0.15	0.00	0.54
46.00	9.60	0.00	0.00	0.00	3.76	0.00	0.00	1.27	0.00	0.00	0.20
47.00	9.61	0.00	0.00	0.00	6.16	0.00	0.00	0.87	0.00	0.00	0.53
48.00	9.60	0.00	0.00	0.00	4.45	0.00	0.00	5.09	0.02	0.00	0.00
49.00	9.60	0.00	0.00	0.00	0.60	0.00	0.00	4.39	0.29	0.00	0.29
50.00	9.60	0.00	0.00	0.00	2.52	0.00	0.00	4.42	0.72	0.00	0.15
51.00	9.60	0.00	0.00	0.00	2.98	0.00	0.00	3.10	0.01	0.00	0.46
52.00	9.61	0.00	0.00	0.00	2.19	0.00	0.01	5.82	1.73	0.00	0.33
53.00	9.60	0.00	0.00	0.00	0.00	0.00	0.00	3.67	0.25	0.00	2.04
54.00	9.60	0.00	0.00	0.00	5.46	0.00	0.00	3.80	0.11	0.00	0.65
55.00	9.60	0.00	0.00	0.00	4.80	0.00	0.00	3.89	0.25	0.00	0.64
56.00	9.60	0.00	0.00	0.00	1.65	0.00	0.00	5.03	0.33	0.00	0.33
57.00	9.61	0.00	0.00	0.00	2.25	0.00	0.00	3.31	0.00	0.00	0.22
58.00	9.60	0.00	0.00	0.00	4.10	0.00	0.00	1.75	0.31	0.00	0.07
59.00	9.60	0.00	0.00	0.00	0.55	0.00	0.00	3.24	0.00	0.00	0.16
60.00	9.60	0.00	0.00	0.00	1.57	0.00	0.00	5.66	0.00	0.00	0.93
61.00	9.61	0.00	0.00	0.00	5.78	0.00	0.00	4.42	1.59	0.00	2.61
62.00	9.60	0.00	0.00	0.00	5.59	0.00	0.00	1.61	0.00	0.00	0.97
63.00	9.60	0.00	0.00	0.00	4.43	0.00	0.00	3.53	0.00	0.00	1.92
64.00	9.60	0.00	0.00	0.00	2.23	0.00	0.00	3.13	0.16	0.00	0.21
65.00	9.60	0.00	0.00	0.00	1.47	0.00	0.00	3.06	0.01	0.00	0.25
66.00	9.61	0.00	0.00	0.00	1.26	0.00	0.00	1.22	0.01	0.00	0.59
67.00	9.60	0.00	0.00	0.00	1.84	0.00	0.00	1.61	0.28	0.00	1.04
68.00	9.60	0.00	0.00	0.00	2.99	0.00	0.00	3.12	0.31	0.00	1.24
69.00	9.60	0.00	0.00	0.00	1.50	0.00	0.00	3.66	0.00	0.00	1.38
70.00	9.61	0.00	0.00	0.00	5.08	0.00	0.00	4.45	0.00	0.00	0.60
71.00	9.60	0.00	0.00	0.00	3.67	0.00	0.00	3.19	0.00	0.00	0.20
72.00	9.60	0.00	0.00	0.00	2.20	0.00	0.00	3.60	0.33	0.00	0.52
73.00	9.60	0.00	0.00	0.00	4.64	0.00	0.00	4.64	0.00	0.00	0.19
74.00	9.60	0.00	0.00	0.00	2.94	0.00	0.00	1.93	0.04	0.00	1.39
75.00	9.61	0.00	0.00	0.00	5.36	0.00	0.00	0.08	0.00	0.00	0.65
76.00	9.60	0.00	0.00	0.00	4.07	0.00	0.00	4.95	0.00	0.00	0.13
77.00	9.60	0.00	0.00	0.00	3.36	0.00	0.00	1.78	0.00	0.00	0.11
78.00	9.60	0.00	0.00	0.00	6.37	0.00	0.00	3.29	0.00	0.00	0.29
79.00	9.60	0.00	0.00	0.00	5.36	0.00	0.00	4.18	0.00	0.00	1.64
80.00	9.61	0.00	0.00	0.00	6.55	0.00	0.00	4.91	1.04	0.00	0.28
81.00	9.60	0.00	0.00	0.00	3.96	0.00	0.04	3.18	0.00	0.00	1.63
82.00	9.60	0.00	0.00	0.00	2.65	0.00	0.00	3.77	0.00	0.00	0.20
83.00	9.60	0.00	0.00	0.00	1.97	0.00	0.00	5.11	0.99	0.00	0.49
84.00	9.61	0.00	0.00	0.00	4.05	0.00	0.00	4.91	0.00	0.00	0.55
85.00	9.60	0.00	0.00	0.00	1.60	0.00	0.00	4.25	0.34	0.00	0.91
86.00	9.60	0.00	0.00	0.00	2.43	0.00	0.00	4.20	0.00	0.00	0.99
87.00	9.60	0.00	0.00	0.00	2.53	0.00	0.00	4.39	0.22	0.00	0.19
88.00	9.60	0.00	0.00	0.00	2.30	0.00	0.00	2.53	0.04	0.00	0.40
89.00	9.61	0.00	0.00	0.00	3.57	0.00	0.00	3.42	0.34	0.00	0.12
90.00	9.60	0.00	0.00	0.00	2.74	0.00	0.00	2.64	0.00	0.00	1.08
91.00	9.60	0.00	0.00	0.00	5.02	0.00	0.00	4.59	0.18	0.00	0.84
92.00	9.60	0.00	0.00	0.00	1.99	0.00	0.00	2.57	0.00	0.00	0.45
93.00	9.61	0.00	0.00	0.00	2.26	0.00	0.00	2.01	0.51	0.00	0.05
94.00	9.60	0.00	0.00	0.00	3.23	0.00	0.00	4.36	0.00	0.00	0.20
95.00	9.60	0.00	0.00	0.00	0.27	0.00	0.00	0.13	0.00	0.00	0.46
96.00	9.60	0.00	0.00	0.00	4.97	0.00	0.00	5.38	0.04	0.00	0.55
97.00	9.60	0.00	0.00	0.00	1.21	0.00	0.00	3.71	0.00	0.00	1.12
98.00	9.61	0.00	0.00	0.00	0.71	0.00	0.00	0.87	0.64	0.00	0.27
99.00	9.60	0.00	0.00	0.00	0.93	0.00	0.00	3.18	0.00	0.00	0.25
100.00	9.60	0.00	0.00	0.00	0.00	0.00	0.00	4.36	0.60	0.00	1.27
101.00	9.60	0.00	0.00	0.00	2.60	0.00	0.00	3.19	0.00	0.00	0.15
102.00	9.60	0.00	0.00	0.00	1.50	0.00	0.00	3.66	0.64	0.00	0.25
103.00	9.61	0.00	0.00	0.00	3.11	0.00	0.00	1.91	0.07	0.00	0.61
104.00	9.60	0.00	0.00	0.00	4.03	0.00	0.00	2.51	0.00	0.00	0.14
105.00	9.60	0.00	0.00	0.00	2.97	0.00	0.00	4.27	0.86	0.00	0.48
106.00	9.60	0.00	0.00	0.00	1.54	0.00	0.00	0.92	0.00	0.00	0.25
107.00	9.61	0.00	0.38	0.00	2.92	0.00	0.00	2.74	0.15	0.00	0.42
108.00	9.60	0.00	0.00	0.00	6.04	0.86	0.00	1.99	0.19	0.00	0.15
