Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.129s)
CreateVariables () DONE !!!
Creating 14 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	9.56	3.27	0.00	0.00	3.29	0.00	0.78	0.00	0.18	0.32	0.00	2.60	0.00	0.09
3.00	9.60	0.25	0.00	0.11	0.95	0.00	2.18	1.28	0.00	0.35	0.00	1.19	0.00	0.68
4.00	9.60	3.44	1.14	0.00	0.05	0.09	0.00	0.61	0.25	0.52	0.59	1.26	0.00	2.12
5.00	9.60	1.64	0.00	0.00	0.92	0.49	1.52	0.32	0.58	0.16	0.00	0.49	0.00	1.11
6.00	9.61	1.74	0.00	0.00	1.13	0.00	0.21	0.00	1.35	0.37	1.64	1.99	0.00	0.66
7.00	9.60	0.09	0.00	0.00	0.12	1.10	1.59	0.00	0.00	0.12	0.14	1.34	0.16	0.95
8.00	9.60	1.68	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	1.39	0.00	0.46
9.00	9.60	4.09	0.12	0.45	0.00	1.79	1.93	0.06	0.98	0.00	0.99	1.74	0.00	0.00
10.00	9.60	0.28	0.05	0.86	0.19	0.47	0.99	0.02	0.00	0.00	0.72	1.19	0.00	0.00
11.00	9.61	0.61	0.00	0.72	1.04	0.49	0.00	0.00	0.35	0.27	0.00	0.39	0.00	0.99
12.00	9.60	1.81	0.00	0.21	0.11	0.00	0.00	0.00	0.00	0.00	0.74	0.24	0.00	0.00
13.00	9.60	0.00	0.00	2.78	0.01	0.99	0.00	0.00	0.49	0.05	0.00	0.00	0.00	0.49
14.00	9.60	0.00	0.00	1.21	2.30	0.00	0.49	0.00	0.00	0.24	0.45	1.31	0.00	0.06
15.00	9.61	0.81	0.00	0.05	1.46	0.00	1.00	0.99	0.00	0.21	0.00	0.09	0.00	0.00
16.00	9.60	3.53	1.83	0.00	0.00	0.00	1.50	0.00	0.00	0.92	1.59	0.00	0.00	0.00
17.00	9.60	0.25	1.27	0.84	0.98	1.88	0.27	1.67	1.13	0.07	1.81	0.44	0.00	0.25
18.00	9.60	0.02	0.20	1.38	0.07	1.34	0.00	0.00	0.05	0.00	0.99	1.99	0.00	0.98
19.00	9.60	0.00	0.07	0.78	0.54	0.00	1.15	0.00	1.25	0.00	1.35	2.31	0.00	0.14
20.00	9.61	2.20	0.00	0.16	0.00	0.98	0.00	0.26	0.07	0.27	2.61	0.95	0.00	0.00
21.00	9.60	1.24	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.07	1.31	1.20	0.00	0.00
22.00	9.60	0.74	0.00	0.00	0.00	0.00	0.95	0.00	1.64	0.00	0.18	1.54	0.00	0.00
23.00	9.60	1.65	0.00	0.00	0.18	0.68	0.00	1.98	0.00	0.00	0.35	1.24	0.00	0.00
24.00	9.61	0.69	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.94	0.37	0.00	0.00
25.00	9.60	0.12	0.00	0.00	1.47	0.52	0.00	0.09	0.00	0.00	0.07	1.78	0.00	0.00
26.00	9.60	0.07	2.04	0.00	0.54	0.49	0.00	0.33	0.00	0.00	0.24	0.98	0.00	2.04
27.00	9.60	0.00	0.00	0.00	0.73	0.99	1.74	0.00	0.99	0.09	0.00	1.33	0.00	0.00
28.00	9.60	0.09	0.53	0.00	0.00	1.51	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.49
29.00	9.61	0.49	0.00	2.94	0.02	1.60	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00
30.00	9.60	0.00	0.00	0.28	0.02	0.49	0.15	0.00	0.00	0.52	3.52	0.00	0.00	0.46
31.00	9.60	0.00	0.00	1.35	0.27	1.60	0.00	0.00	0.75	0.09	1.45	0.78	0.00	2.89
32.00	9.60	0.49	0.00	0.18	0.07	0.00	0.00	0.00	0.00	0.00	0.38	0.99	0.00	0.54
33.00	9.60	0.49	0.00	0.00	2.93	0.99	0.00	1.73	0.00	1.10	0.00	2.36	0.00	0.00
