Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.318s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	7.49	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.25	0.00	0.00
3.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.53	0.19	0.00	0.00
4.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00
5.00	7.50	7.20	0.00	0.00	0.04	0.00	0.00	0.00	0.00	2.56	0.20	0.00	0.00
6.00	7.50	7.21	0.00	0.00	0.26	0.00	0.00	0.00	0.00	2.00	0.11	0.00	0.24
7.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.36	0.00	0.00	0.00
8.00	7.50	7.20	0.00	0.00	1.44	0.00	0.00	0.00	0.00	2.12	0.00	0.00	0.00
9.00	7.50	7.21	0.00	0.01	0.00	0.06	0.00	0.00	0.00	2.81	0.29	0.00	0.00
10.00	7.49	7.20	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.04
11.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.47	0.00	0.00	0.00
12.00	7.50	7.20	0.00	0.00	0.31	0.00	0.00	0.00	0.00	1.90	0.07	0.00	0.00
13.00	7.50	7.20	0.00	0.00	0.89	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.00
14.00	7.50	7.21	0.00	0.00	0.00	0.07	0.00	0.00	0.00	3.21	0.04	0.00	0.00
15.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.58	1.45	0.00	0.00
16.00	7.50	7.21	0.00	0.00	0.16	0.00	0.00	0.00	0.00	2.74	0.00	0.00	0.06
17.00	7.50	7.20	0.00	0.00	0.13	0.00	0.00	0.00	0.00	2.58	0.00	0.00	0.06
18.00	7.50	7.21	0.00	0.00	0.81	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.24
19.00	7.49	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.00
20.00	7.50	7.20	0.00	0.00	0.93	0.00	0.00	0.00	0.00	4.07	0.02	0.00	0.31
21.00	7.50	7.21	0.00	0.00	0.53	0.00	0.00	0.00	0.00	3.34	0.00	0.00	0.00
22.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00
23.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.02	0.00	0.00	0.00
24.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.66	0.00	0.00	0.00
25.00	7.50	7.20	0.00	0.00	1.46	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00
26.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.78	0.00	0.00	0.00
27.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.52	0.00	0.00	0.00
28.00	7.49	7.21	0.00	0.00	0.46	0.00	0.00	0.00	0.00	2.59	0.34	0.00	0.00
29.00	7.50	7.20	0.00	0.00	1.48	0.00	0.00	0.00	0.00	2.72	0.21	0.00	0.00
30.00	7.50	7.20	0.00	0.00	2.61	0.00	0.00	0.00	0.00	4.52	0.31	0.00	0.35
31.00	7.50	7.21	0.00	0.00	0.55	0.00	0.00	0.00	0.00	0.40	0.01	0.00	0.00
32.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.17	0.16	0.00	0.00
33.00	7.50	7.21	0.00	0.00	0.75	0.00	0.00	0.00	0.00	3.84	0.15	0.00	0.00
34.00	7.50	7.20	0.00	0.00	0.67	0.00	0.00	0.00	0.00	3.03	0.24	0.00	0.11
35.00	7.50	7.21	0.00	0.00	0.67	0.00	0.00	0.00	0.00	3.83	0.47	0.00	0.00
36.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.89	0.02	0.00	0.00
37.00	7.49	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.18	0.00	0.00	0.00
38.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.63	0.00	0.00	0.00
39.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.19	0.00	0.00	0.00
40.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.79	0.00	0.00	0.00
41.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.79	0.00	0.00	0.00
42.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.46	0.00	0.00	0.00
43.00	7.50	7.21	0.00	0.00	0.41	0.00	0.00	0.00	0.00	3.63	0.00	0.00	0.00
44.00	7.50	7.20	0.00	0.00	0.20	0.00	0.00	0.00	0.00	1.75	1.27	0.00	0.11
45.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.79	0.42	0.00	0.00
46.00	7.49	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.24	0.12	0.00	0.00
47.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.45	0.00	0.00	0.00
48.00	7.50	7.20	0.00	0.00	0.53	0.00	0.00	0.00	0.00	1.55	0.00	0.00	0.11
49.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.81	0.00	0.00	0.00
50.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.10	0.00	0.00	0.00
51.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.41	0.00	0.00	0.00
52.00	7.50	7.21	0.00	0.00	0.53	0.00	0.00	0.00	0.00	2.07	0.33	0.00	0.00
53.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.82	0.02	0.00	0.00
54.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.18	0.44	0.00	0.00
55.00	7.49	7.21	0.00	0.00	1.54	0.00	0.00	0.00	0.00	2.59	0.02	0.00	0.31
56.00	7.50	7.20	0.00	0.00	0.60	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00
57.00	7.50	7.21	0.00	0.00	0.24	0.00	0.00	0.00	0.00	3.54	0.06	0.00	0.08
58.00	7.50	7.20	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.35	0.46	0.00	0.00
59.00	7.50	7.20	0.00	0.00	1.11	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.13
60.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.82	0.00	0.00	0.00
61.00	7.50	7.20	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.64	0.31	0.00	0.38
62.00	7.50	7.21	0.00	0.00	0.80	0.00	0.00	0.00	0.00	3.11	0.02	0.00	0.00
63.00	7.50	7.20	0.00	0.00	0.22	0.00	0.00	0.00	0.00	2.79	0.00	0.00	0.00
64.00	7.49	7.21	0.00	0.00	0.37	0.00	0.00	0.00	0.00	2.59	0.01	0.00	0.15
65.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68	0.64	0.00	0.00
66.00	7.50	7.20	0.00	0.00	1.98	0.00	0.00	0.00	0.00	1.33	0.21	0.00	0.00
67.00	7.50	7.21	0.00	0.00	1.45	0.00	0.00	0.00	0.00	1.81	0.18	0.00	0.00
68.00	7.50	7.20	0.00	0.00	0.88	0.00	0.00	0.00	0.00	0.92	0.73	0.00	0.00
69.00	7.50	7.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.60	0.00	0.00	0.00
70.00	7.50	7.20	0.00	0.00	1.18	0.00	0.00	0.00	0.00	2.23	0.35	0.00	0.05
71.00	7.50	7.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.16	0.00	0.00	0.00
72.00	7.50	7.21	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.97	0.12	0.00	0.47
