Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.309s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	8.40	7.17	6.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00	0.00	0.31
3.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.98	1.46	0.00	0.00	0.00	0.00	1.60
4.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.31	0.00	0.00	0.00	0.00	0.00
5.00	8.41	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.84	0.33	1.80	1.48	0.00	0.00	0.00	0.00	0.00	0.31
7.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.85	0.61	1.07	1.34	2.27	0.00	0.00	0.00	0.00	0.39
8.00	8.41	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.31	1.07	0.01	1.85	2.91	0.00	0.00	0.00	0.00	1.28
9.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.19	1.39	0.31	0.00	0.71	0.00	0.00	0.00	0.09	0.66
10.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.47	0.00	1.11	0.00	0.00	0.00	0.00	2.18
11.00	8.41	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.96	0.31	0.00	2.53	0.00	0.00	0.00	0.00	2.57
12.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.77	1.35	3.59	6.22	0.00	0.00	0.00	0.00	0.00	1.01
13.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.28	1.51	1.55	3.04	0.02	0.00	0.00	0.00	0.02	2.16
14.00	8.41	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	2.11	0.49	1.85	1.61	3.31	0.00	0.00	0.00	0.02	1.02
15.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	2.16	2.98	0.79	2.33	1.95	0.00	0.00	0.00	0.00	0.84
16.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	2.38	3.13	3.04	2.27	1.63	0.00	0.00	0.00	0.12	1.93
17.00	8.41	7.20	6.89	0.00	0.00	0.00	0.00	0.00	0.00	2.56	2.52	0.91	2.72	3.47	0.00	0.00	0.00	0.00	1.88
18.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.01	4.50	2.64	0.77	3.19	0.00	0.00	0.00	0.11	1.64
19.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.92	3.25	2.66	0.26	1.71	0.00	0.00	0.00	0.02	0.95
20.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.95	2.71	2.10	0.00	2.59	0.00	0.00	0.00	0.01	1.75
21.00	8.41	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.49	0.79	4.26	1.55	0.00	0.00	0.00	0.00	1.54
22.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.59	4.23	1.33	2.23	3.73	0.00	0.00	0.00	0.01	0.33
23.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.87	0.75	1.86	0.84	0.00	0.00	0.00	0.00	2.93
24.00	8.41	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.33	2.30	0.22	2.36	0.01	0.00	0.00	0.00	0.00	0.64
25.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.48	1.81	2.56	2.27	3.93	0.00	0.00	0.00	0.00	0.64
26.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.89	3.36	1.50	0.00	0.00	0.00	0.28	0.31
27.00	8.41	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.49	3.09	0.12	1.98	1.51	0.00	0.00	0.00	0.13	1.24
28.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.80	3.32	0.65	2.03	1.32	0.00	0.00	0.00	0.00	0.84
29.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	2.13	2.51	1.13	1.73	0.00	0.00	0.00	0.00	0.00	2.47
30.00	8.41	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.57	1.11	1.05	2.48	0.00	0.00	0.00	0.00	0.11	1.81
31.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	4.53	1.91	1.11	1.57	0.00	0.00	0.00	0.00	0.11	3.77
32.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	4.22	0.00	2.19	1.08	0.00	0.00	0.00	0.00	0.07	2.33
33.00	8.41	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.70	1.33	2.81	1.17	0.00	0.00	0.00	0.00	0.08	2.97
34.00	8.40	7.20	6.89	0.00	0.00	0.00	0.00	0.00	0.00	3.04	0.00	3.62	1.81	0.00	0.00	0.00	0.00	0.00	3.98
35.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.58	0.57	2.48	0.00	0.00	0.00	0.00	0.49	2.67
36.00	8.41	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.74	1.74	2.05	2.81	0.00	0.00	0.00	0.00	0.00	1.67
37.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.73	3.43	1.44	2.90	0.00	0.00	0.00	0.00	0.11	3.20
38.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.57	3.82	2.21	4.79	0.00	0.00	0.00	0.00	0.07	0.62
39.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.62	1.46	0.88	0.00	0.00	0.00	0.00	0.06	0.00
40.00	8.41	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	3.77	0.00	2.21	0.99	0.00	0.00	0.00	0.00	0.00	3.56
41.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	2.45	1.72	2.97	1.86	0.00	0.00	0.00	0.00	0.06	2.99
42.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.24	5.10	0.00	0.00	0.00	0.00	0.26	0.01
43.00	8.41	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.93	2.56	0.61	0.48	0.00	0.00	0.00	0.00	0.02	2.39
44.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	2.81	2.78	2.77	1.98	0.00	0.00	0.00	0.00	0.00	1.40
45.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.87	3.36	1.80	0.00	0.00	0.00	0.00	0.00	0.00	0.52
46.00	8.41	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.55	2.84	2.97	0.00	0.00	0.00	0.00	0.00	0.11	0.27
47.00	8.40	7.21	6.90	0.00	0.00	0.00	0.00	0.00	0.00	2.20	3.80	4.15	5.33	0.00	0.00	0.00	0.00	0.16	0.62
48.00	8.40	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.62	2.63	1.84	2.41	0.00	0.00	0.00	0.00	0.01	0.61
49.00	8.41	7.20	6.90	0.00	0.00	0.00	0.00	0.00	0.00	1.08	0.00	3.18	3.46	0.00	0.00	0.00	0.00	0.05	2.18
50.00	8.40	7.21	6.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.10	4.47	4.96	0.00	0.00	0.00	0.00	0.37	3.40
