Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.135s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	7.48	0.00	0.00	0.00	0.00	0.47	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16
3.00	7.50	0.00	0.31	0.54	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.50	0.00	4.43	0.14	0.00	1.72	0.00	0.60	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.24
5.00	7.50	0.00	2.03	0.02	0.00	0.00	0.00	0.00	0.00	0.02	0.00	1.14	0.00	0.00	0.38	0.00	0.00
6.00	7.50	0.00	0.00	0.42	0.00	0.00	0.00	0.49	0.00	0.00	1.46	0.01	0.00	0.00	0.00	0.00	0.51
7.00	7.50	0.00	0.00	0.91	0.00	0.00	0.00	1.26	0.20	0.00	0.00	1.41	0.00	0.00	0.00	0.12	0.00
8.00	7.50	0.00	0.00	0.86	0.00	0.00	0.00	0.99	0.49	0.00	0.00	1.25	0.00	0.00	0.00	0.01	0.02
9.00	7.50	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.31
10.00	7.49	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	7.50	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	7.50	0.02	2.39	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	7.50	0.00	0.81	0.33	0.00	0.08	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	7.50	0.00	0.74	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00
15.00	7.50	0.00	1.68	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00
16.00	7.50	0.00	1.11	0.60	0.00	0.64	0.00	0.65	0.00	0.00	0.00	1.78	0.00	0.00	0.38	0.01	0.34
17.00	7.50	0.00	0.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18
18.00	7.50	0.00	0.00	0.82	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20
19.00	7.49	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.14	0.00	0.00
20.00	7.50	0.00	0.00	0.00	0.00	0.02	0.09	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.04
21.00	7.50	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	7.50	0.00	0.07	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.37	0.00	0.00	0.18	0.00	0.00
23.00	7.50	0.00	2.38	0.53	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24.00	7.50	0.00	2.46	1.01	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05
25.00	7.50	0.49	3.36	1.11	0.00	1.60	0.00	0.40	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00
26.00	7.50	0.00	5.62	0.45	0.00	0.00	0.00	2.06	0.00	0.00	0.45	0.00	0.02	0.00	0.00	0.00	0.62
27.00	7.50	0.00	2.16	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
28.00	7.49	0.00	0.00	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	7.50	0.00	1.79	0.32	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
30.00	7.50	0.02	0.01	0.27	0.00	0.00	0.00	0.00	0.00	0.01	0.01	2.25	0.00	0.00	0.05	0.02	0.12
31.00	7.50	0.00	1.47	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.13	0.08
32.00	7.50	0.00	0.62	0.31	0.19	0.85	0.00	1.25	0.00	0.00	0.05	0.00	0.55	0.00	0.00	0.00	0.26
33.00	7.50	0.02	1.46	2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.08	0.04
34.00	7.50	0.00	0.00	0.57	0.00	1.01	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.20	0.00	0.00
35.00	7.50	0.00	0.00	2.59	0.00	0.00	0.00	1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05
36.00	7.50	0.00	0.00	1.13	0.00	0.11	0.00	0.84	0.00	0.00	0.00	1.27	0.00	0.00	0.00	0.00	0.25
