Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.659s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	7.20	6.28	5.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	7.20	6.30	6.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.21	6.30	5.99	0.00	0.00	1.57	0.00	0.00	1.75	0.00	0.00	0.00	0.22	0.24	0.00	0.00	0.00	0.00	1.59	0.00	0.00	0.00	0.00	0.00	0.00
5.00	7.20	6.30	6.01	0.00	0.00	3.90	1.06	0.09	2.67	0.00	0.00	0.00	0.87	0.07	0.00	0.00	0.00	0.45	0.24	0.00	0.38	0.00	0.14	0.00	0.53
6.00	7.21	6.30	5.99	0.00	1.44	0.00	0.66	1.73	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.05	0.00	0.13	0.00	0.79	0.05	0.00	0.35
7.00	7.20	6.30	6.01	0.00	0.87	0.71	1.83	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.09	0.00	0.49	0.00	0.99	1.42	0.00	0.00	0.11
8.00	7.20	6.30	5.99	0.05	0.58	1.25	1.33	0.00	0.00	0.00	0.54	0.00	0.05	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.87	0.99	0.49	0.33
9.00	7.21	6.30	6.01	1.39	0.00	0.00	1.64	0.00	0.81	0.00	0.45	0.35	0.00	0.40	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.07	0.67
10.00	7.20	6.30	5.99	0.00	0.00	0.00	0.00	0.55	1.79	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.55	0.08	0.47	0.66
11.00	7.21	6.30	6.01	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.34	0.66	0.49	4.29	1.22	0.00	0.42	0.42
12.00	7.20	6.30	5.99	0.99	0.00	2.17	2.27	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.41	0.73	0.24	1.77	0.00	0.35	0.14
13.00	7.20	6.30	6.01	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	1.08	0.14	0.19	0.37
14.00	7.21	6.30	5.99	0.00	0.00	0.00	2.46	0.00	0.00	0.12	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.49	0.00	0.00	0.00	1.57	0.00	0.66	0.49
15.00	7.20	6.30	6.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.20	0.00	0.00	0.00	0.99	1.79	0.00	0.75	2.74	0.49	0.26	0.59
16.00	7.21	6.30	5.99	0.00	0.00	0.75	0.00	0.00	2.01	0.00	0.53	0.00	0.28	1.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.05	0.66
17.00	7.20	6.30	6.01	0.00	0.00	0.40	0.00	0.49	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.71
18.00	7.21	6.30	5.99	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.07	0.33
19.00	7.20	6.30	6.01	1.22	0.00	1.67	1.21	0.00	0.00	0.00	1.54	2.39	0.00	1.84	0.05	0.00	0.00	0.05	1.20	0.67	0.00	2.52	0.00	0.21	0.22
20.00	7.20	6.30	5.99	0.04	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	0.00	0.00	0.31	0.25
21.00	7.21	6.30	6.01	0.38	0.00	0.00	1.24	0.00	0.00	0.00	0.05	0.49	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	3.00	0.34	0.47	0.35
22.00	7.20	6.30	5.99	0.00	0.00	3.82	3.24	1.72	0.84	0.00	0.00	0.99	0.26	0.52	0.00	0.00	1.19	1.52	1.12	0.00	0.97	1.50	0.00	0.48	0.61
23.00	7.21	6.30	6.01	0.19	0.00	0.00	0.26	1.02	1.28	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	2.06	0.00	0.00	0.37	0.81	0.00	0.21	1.13
24.00	7.20	6.30	5.99	0.00	0.00	1.75	3.11	1.24	2.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	1.51	0.16	0.00	0.21	0.67	0.00	0.38	0.80
25.00	7.20	6.30	6.01	0.00	0.00	1.24	1.70	0.49	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.74	0.00	0.77	0.57	0.00	0.26	0.48
26.00	7.21	6.30	5.99	0.00	0.00	0.00	0.52	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.95	0.00	2.66	0.31	0.00	0.26	0.66
27.00	7.20	6.30	6.01	0.00	0.00	1.27	0.00	0.49	0.00	0.00	0.39	0.00	1.78	0.00	0.05	0.00	0.00	0.49	0.00	0.00	0.99	0.00	0.00	0.35	1.15
28.00	7.21	6.30	5.99	0.49	0.00	1.50	1.46	1.93	1.30	0.00	0.42	0.00	2.76	0.16	0.00	0.00	0.13	0.00	1.00	0.00	1.05	1.32	0.00	0.40	0.81
29.00	7.20	6.30	6.01	0.00	0.00	0.00	1.40	0.00	0.00	0.00	0.02	0.00	0.66	0.00	0.00	0.00	0.00	0.26	1.26	0.00	0.00	1.28	0.00	0.54	0.74
30.00	7.20	6.30	5.99	0.00	0.00	0.00	2.31	1.93	3.21	0.00	0.60	0.00	0.00	0.02	0.00	0.00	0.00	0.67	0.13	0.00	0.00	0.00	0.00	0.12	0.67
31.00	7.21	6.30	6.01	0.00	0.00	0.00	2.33	0.20	0.01	0.49	0.00	0.00	0.00	0.05	0.00	0.00	1.24	0.45	0.00	0.49	0.00	0.49	0.74	0.48	0.73
32.00	7.20	6.30	5.99	0.00	0.00	0.34	2.96	2.00	1.87	0.00	0.00	0.00	1.25	0.49	0.00	0.00	0.00	1.24	0.00	1.25	0.00	0.99	1.20	0.59	1.00
33.00	7.21	6.30	6.01	0.00	0.00	0.88	0.49	0.00	1.48	0.00	0.49	0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.40	0.00	0.00	0.38	1.01
34.00	7.20	6.30	5.99	0.00	0.00	0.00	1.26	0.99	1.52	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.40	0.73
35.00	7.21	6.30	6.01	0.00	0.00	1.05	1.31	0.00	0.00	0.08	0.33	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.49	0.34	0.80
36.00	7.20	6.30	5.99	0.00	0.00	1.39	3.78	4.12	0.00	0.00	0.25	0.00	0.05	0.00	0.07	0.00	0.00	0.00	1.18	0.00	2.13	2.85	0.00	0.35	1.78
37.00	7.20	6.30	6.01	0.00	0.00	0.00	1.33	0.67	0.99	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.89	0.92	0.49	1.48	1.87	0.00	0.38	0.08
38.00	7.21	6.30	5.99	0.00	0.00	0.00	2.44	1.32	1.44	0.68	0.00	1.32	0.09	0.00	0.00	0.00	0.15	0.15	1.12	0.99	1.73	0.00	1.22	0.02	0.46
39.00	7.20	6.30	6.01	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.33	0.00	0.42	0.11	0.00	0.00	0.00	0.05	0.00	0.00	0.49	2.18	0.09	0.07	1.00
40.00	7.21	6.30	5.99	0.00	0.08	1.44	4.22	2.05	2.18	0.00	0.00	0.00	2.65	0.00	0.00	0.00	0.00	0.99	2.63	1.98	1.97	0.00	0.92	1.15	1.95
41.00	7.20	6.30	6.01	0.00	1.97	0.00	3.79	0.64	3.21	0.00	0.00	0.32	0.24	0.00	0.00	0.00	0.00	0.02	2.46	0.00	0.26	0.00	0.00	1.22	0.54
42.00	7.20	6.30	5.99	0.00	1.13	0.00	1.51	1.99	1.12	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.04	0.00	0.00	0.31	0.19
43.00	7.21	6.30	6.01	0.00	0.88	0.99	2.05	0.25	2.43	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.38	0.59	1.73	0.49	0.00	0.35	0.24
44.00	7.20	6.30	5.99	0.00	1.53	1.98	0.49	0.69	1.39	0.00	0.00	0.99	1.27	0.00	0.00	0.00	0.00	0.00	0.74	0.00	0.99	0.00	0.00	0.14	0.07
45.00	7.21	6.30	6.01	0.00	1.74	0.49	0.00	0.06	0.00	0.00	0.87	0.27	0.05	0.05	0.08	0.00	0.04	0.00	1.84	0.00	0.00	0.00	0.00	0.33	0.00
46.00	7.20	6.30	5.99	0.00	2.00	0.01	2.93	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.59	0.00	0.40	0.00
47.00	7.21	6.30	6.01	0.00	1.88	0.00	3.47	0.00	2.87	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.75	0.58	0.00	0.87	0.00	0.14	0.00
48.00	7.20	6.30	6.01	0.35	1.75	0.46	2.43	0.99	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.73	0.00	0.00	0.12	0.00
49.00	7.20	6.30	5.99	0.00	1.41	0.00	2.44	1.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	1.31	0.37	0.58	0.00	0.31	1.05
50.00	7.21	6.30	6.01	0.00	1.78	0.00	0.00	0.73	0.00	0.00	0.00	0.00	1.19	0.72	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.21	1.25
51.00	7.20	6.30	5.99	0.00	1.48	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.25	0.08	0.00	0.00	0.01	0.06	2.36	0.00	0.91	0.49	0.00	0.00	1.60
52.00	7.21	6.30	6.01	0.00	1.53	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00	0.00	0.00	0.08	1.72	0.99	1.88	2.38	0.00	0.35	0.00
53.00	7.20	6.30	5.99	0.00	3.10	0.00	1.50	0.99	0.00	0.62	0.40	0.12	0.79	0.00	0.09	0.00	0.00	0.00	1.33	0.00	0.91	0.49	0.00	0.61	0.00
54.00	7.20	6.30	6.01	0.00	3.82	0.00	0.49	0.31	0.00	0.77	1.34	0.38	1.27	0.75	0.28	0.00	0.00	0.05	1.58	0.00	1.42	0.00	1.94	0.51	0.00
55.00	7.21	6.30	5.99	0.00	1.90	0.71	1.12	2.05	0.00	0.00	0.95	0.00	0.00	0.27	0.14	0.00	0.00	0.00	0.62	0.14	0.59	3.00	0.99	0.71	0.00
56.00	7.20	6.30	6.01	0.00	0.00	0.19	4.49	0.77	1.25	0.05	1.51	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.29	0.21	0.13	1.93	0.94	0.25	0.65
57.00	7.21	6.30	5.99	0.00	2.17	0.00	0.11	0.00	1.08	0.00	0.99	0.00	0.99	2.04	0.40	0.00	0.00	0.02	1.24	0.00	2.30	1.79	0.00	0.42	0.12
58.00	7.20	6.30	6.01	0.00	0.00	0.00	0.00	0.00	1.90	0.00	0.01	0.12	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.27	1.84	0.00	0.42
59.00	7.20	6.30	5.99	0.00	0.00	1.32	0.80	0.49	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.91	0.15	0.00	0.16	1.39
60.00	7.21	6.30	6.01	0.00	0.80	0.06	2.13	0.00	0.00	0.00	0.81	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.38	1.75	0.00	0.40	0.48
61.00	7.20	6.30	5.99	0.22	1.52	0.48	1.45	0.00	0.00	0.00	1.18	0.00	0.49	0.00	0.12	0.00	0.00	0.49	0.00	0.00	0.99	1.59	0.00	0.42	0.01
62.00	7.21	6.30	6.01	0.00	4.50	0.00	1.99	1.84	1.46	0.99	0.06	1.24	0.33	0.99	0.00	0.00	0.00	0.49	0.00	0.00	0.00	2.32	0.00	0.26	1.04
63.00	7.20	6.30	5.99	0.00	0.00	0.53	1.24	1.99	2.36	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.99	0.00	0.00	0.99	0.52	0.00	0.60	0.49
64.00	7.21	6.30	6.01	0.00	2.70	0.13	1.34	2.51	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	2.37	0.00	1.00	0.00
65.00	7.20	6.30	5.99	0.01	1.86	0.49	1.41	1.70	0.00	0.00	0.77	0.00	0.91	0.00	0.22	0.00	0.00	0.47	0.00	0.00	1.19	1.28	0.00	0.49	0.00
66.00	7.20	6.30	6.01	0.00	2.00	0.00	5.53	0.00	0.00	1.11	0.35	0.00	0.00	0.16	0.14	0.00	1.32	0.00	1.12	0.00	0.00	1.31	0.49	0.99	0.75
67.00	7.21	6.30	5.99	1.31	0.00	0.86	2.56	0.00	1.37	0.49	0.00	0.00	0.00	0.82	0.00	0.00	1.38	0.49	0.00	0.00	0.00	0.00	0.99	0.00	2.00
68.00	7.20	6.30	6.01	0.00	1.72	1.61	3.00	1.35	2.16	0.00	0.00	0.35	0.00	0.02	0.00	0.00	0.49	0.00	3.79	1.54	1.73	1.91	0.40	0.40	0.37
69.00	7.21	6.30	5.99	0.65	5.04	1.05	1.24	1.35	0.00	0.00	0.41	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.74
70.00	7.20	6.30	6.01	1.06	1.91	0.00	1.28	0.00	1.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.00	1.22	1.80	0.95	0.00	1.93
71.00	7.20	6.30	5.99	0.47	1.40	1.42	0.26	0.00	0.00	0.00	2.51	0.00	0.00	0.99	0.19	0.00	0.49	0.49	3.36	0.00	1.34	0.13	0.00	0.00	1.33
72.00	7.21	6.30	6.01	0.14	3.37	1.46	1.38	0.49	0.99	0.00	3.42	0.00	0.27	0.99	0.62	0.00	0.53	0.00	0.98	2.13	3.21	0.49	0.49	0.00	0.87
73.00	7.20	6.30	5.99	1.37	0.49	0.19	2.25	0.00	1.37	0.00	2.07	0.00	0.02	0.00	0.37	0.44	1.40	0.07	0.00	0.00	1.00	1.34	0.82	0.49	1.05
74.00	7.21	6.30	6.01	0.00	1.20	1.52	3.26	0.00	1.32	0.00	1.68	0.00	0.49	1.60	0.25	0.00	0.00	0.75	0.00	0.99	2.47	3.00	0.00	0.00	2.04
75.00	7.20	6.29	5.99	0.00	0.71	1.71	3.31	0.00	1.37	0.00	0.00	1.88	0.49	0.00	0.00	0.00	0.00	0.00	2.46	0.00	2.60	0.87	0.72	0.00	0.34
76.00	7.20	6.30	6.01	0.00	1.68	0.75	0.01	0.00	1.35	0.18	1.80	2.13	0.00	0.01	0.24	0.00	0.00	0.28	0.00	0.00	0.16	1.93	0.13	1.51	1.22
77.00	7.21	6.30	5.99	0.00	0.49	0.01	0.99	1.38	4.26	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.49	1.47	2.83	1.44	0.98	0.00	0.82
78.00	7.20	6.30	6.01	0.00	1.84	0.00	5.45	0.00	0.28	0.00	0.45	1.25	0.00	0.00	0.12	0.00	0.19	0.00	0.00	0.60	1.47	1.28	1.07	0.00	0.49
79.00	7.21	6.30	5.99	0.00	0.12	0.99	1.38	0.00	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00	0.09	0.00	1.79	1.90	3.07	0.00	0.00	0.00	1.55
80.00	7.20	6.30	6.01	2.59	0.00	0.00	0.00	4.90	4.42	0.00	0.00	0.00	1.27	0.00	0.00	0.00	1.55	0.66	1.01	1.35	2.81	0.99	0.42	0.00	0.59
81.00	7.21	6.30	5.99	0.51	1.66	2.18	0.49	0.00	0.00	0.69	0.00	0.00	1.24	0.99	0.00	0.00	1.26	0.00	2.40	0.75	0.99	0.00	1.94	0.00	2.10
82.00	7.20	6.30	6.01	0.00	0.49	0.01	3.73	0.00	1.26	1.87	0.97	0.00	0.00	0.58	0.24	0.00	0.00	0.00	1.92	1.78	0.32	1.61	0.00	1.32	1.30
83.00	7.20	6.30	5.99	0.14	1.25	0.00	0.65	0.00	0.00	0.35	0.78	0.00	0.00	0.31	0.15	0.00	0.00	0.00	0.00	0.99	1.55	0.49	0.29	0.00	0.00
84.00	7.21	6.30	6.01	0.49	0.00	0.00	0.99	0.49	4.27	0.00	0.85	0.99	1.88	0.00	0.00	0.00	0.00	0.00	2.38	2.25	0.29	1.80	0.00	0.00	0.00
85.00	7.20	6.30	5.99	0.00	0.64	1.70	2.91	1.90	2.83	0.00	0.49	0.34	0.61	0.99	0.00	0.00	0.49	0.00	0.74	0.65	1.84	0.00	0.00	0.00	0.31
86.00	7.21	6.30	6.01	0.01	4.16	1.65	2.46	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.16	1.45	2.30	0.00	2.28	0.00	1.50	1.02
87.00	7.20	6.30	5.99	0.00	3.58	1.70	4.75	2.30	1.81	1.65	0.00	0.00	0.77	2.60	0.00	0.00	1.44	1.07	2.90	0.00	2.12	2.78	0.00	0.00	0.11
88.00	7.20	6.30	6.01	0.00	2.97	0.00	0.00	0.00	1.51	0.14	0.00	1.00	0.60	1.91	0.00	0.00	0.05	0.00	1.72	0.00	0.00	0.93	0.00	0.00	1.21
89.00	7.21	6.30	5.99	0.00	1.08	0.00	0.00	1.66	1.73	0.00	0.53	0.00	1.52	0.08	0.07	0.00	0.49	0.00	0.00	0.00	1.81	2.92	0.00	0.00	1.26
90.00	7.20	6.30	6.01	0.00	0.49	0.49	4.51	1.78	2.39	0.00	2.87	2.17	1.10	0.00	0.02	0.00	0.00	0.00	2.52	0.00	2.45	1.28	0.06	0.00	2.14
91.00	7.21	6.30	5.99	1.27	1.48	0.00	2.16	0.00	0.15	0.09	0.00	0.00	0.49	2.47	0.00	0.00	0.00	1.58	0.62	0.00	1.94	0.49	0.49	1.47	1.21
92.00	7.20	6.30	6.01	0.00	2.34	0.49	1.94	0.00	0.00	0.00	0.31	1.72	0.49	0.00	0.19	0.00	0.49	0.59	1.61	0.49	0.52	2.24	2.12	0.49	1.27
