Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.337s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	8.34	6.59	6.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.20	1.99	0.00	0.00	0.00	0.00	1.53	0.00	0.00
3.00	8.40	6.59	6.30	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	1.85	0.00	0.00	3.30	1.97	0.00	0.40	0.11	0.00	1.79	0.00	0.00
4.00	8.40	6.61	6.30	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	3.47	0.00	0.00	1.75	0.93	0.00	0.02	0.11	0.00	0.93	0.00	0.00
5.00	8.41	6.59	6.30	0.00	0.00	3.25	0.00	0.00	0.00	1.52	0.00	2.48	0.00	0.74	1.41	0.00	0.00	0.07	0.05	0.47	1.28	0.00	0.35
6.00	8.40	6.61	6.30	0.49	1.27	2.64	0.00	0.00	0.00	0.00	0.00	0.49	0.02	0.00	1.68	1.55	0.00	0.00	0.00	0.00	0.14	0.00	0.14
7.00	8.40	6.59	6.30	1.27	0.00	3.07	0.00	0.00	0.00	2.79	0.00	2.93	0.00	0.33	4.84	0.00	0.00	0.27	0.00	0.06	1.41	0.00	0.92
8.00	8.41	6.61	6.30	0.00	0.00	1.22	0.00	0.00	0.00	1.35	0.00	3.12	0.16	0.00	1.10	0.00	0.00	0.33	0.55	0.12	1.54	0.00	0.60
9.00	8.40	6.59	6.30	3.19	0.00	2.04	0.00	0.00	0.00	1.80	0.00	2.34	0.00	0.33	2.70	0.00	0.00	0.00	0.35	0.02	0.69	0.00	0.38
10.00	8.40	6.61	6.30	2.80	0.00	2.06	0.00	0.00	0.00	3.60	0.00	1.78	0.20	0.00	3.91	0.00	0.00	0.32	0.14	1.18	2.00	0.00	0.64
11.00	8.41	6.59	6.30	0.61	0.00	1.41	0.00	0.00	0.00	1.05	0.00	1.39	0.15	0.61	2.61	0.00	0.00	0.60	0.02	0.00	1.55	0.00	0.05
12.00	8.40	6.61	6.30	3.38	0.00	4.55	0.00	0.00	0.00	4.17	0.00	2.33	0.26	0.73	1.98	0.00	0.00	0.33	0.62	0.77	1.52	0.00	1.01
13.00	8.40	6.59	6.30	1.11	0.00	3.42	0.00	0.00	0.00	2.31	0.00	0.49	0.15	0.97	3.01	0.00	0.00	0.05	1.72	1.35	1.37	0.00	0.73
14.00	8.41	6.61	6.30	0.59	0.00	0.00	0.00	0.00	0.00	5.04	0.00	0.99	0.00	0.00	3.26	0.00	0.00	0.06	0.00	0.74	0.71	0.00	0.82
15.00	8.40	6.59	6.30	0.92	0.00	0.58	0.00	0.00	0.00	2.66	0.00	4.68	0.00	1.58	3.90	0.00	0.00	1.41	0.31	0.94	1.28	0.00	0.59
16.00	8.40	6.59	6.30	0.69	0.00	4.64	0.00	0.00	0.00	2.07	0.00	0.38	0.25	0.31	1.77	0.00	0.00	0.87	0.24	0.07	1.18	0.00	0.04
17.00	8.41	6.61	6.30	0.00	0.00	0.82	0.00	0.00	0.00	3.38	0.00	1.18	0.28	0.01	0.00	0.00	0.00	1.40	0.00	0.14	1.65	0.00	1.40
18.00	8.40	6.59	6.30	2.98	0.00	2.19	0.00	0.00	0.00	0.00	0.00	3.44	0.32	0.31	2.44	0.00	0.00	0.80	0.00	0.57	0.98	0.00	0.29
19.00	8.40	6.61	6.30	0.59	0.00	2.43	0.00	0.00	0.00	5.37	0.00	1.68	0.87	1.14	3.85	0.00	0.00	0.22	0.52	1.31	1.58	0.00	0.20
20.00	8.40	6.59	6.30	1.33	0.00	1.93	0.00	0.00	0.00	2.59	0.00	2.98	0.16	0.00	3.64	0.00	0.00	0.99	0.00	0.00	0.29	0.00	0.11
21.00	8.41	6.61	6.30	0.85	0.00	0.60	0.00	0.00	0.00	1.31	0.00	3.71	0.39	0.00	0.91	0.00	0.00	2.12	1.54	0.12	2.12	0.00	1.27
22.00	8.40	6.59	6.30	3.43	0.00	4.11	0.00	0.00	0.00	2.54	0.00	3.52	0.40	0.00	3.90	0.00	0.00	0.72	0.95	0.07	1.64	0.00	1.18
23.00	8.40	6.61	6.30	1.88	0.00	1.99	0.00	0.00	0.00	4.44	0.00	2.91	0.11	0.65	3.89	0.00	0.00	0.15	0.31	0.02	1.83	0.00	1.04
24.00	8.41	6.59	6.30	0.19	0.00	0.00	0.00	0.00	0.00	2.76	0.00	4.52	0.64	0.99	3.91	0.00	0.00	0.00	0.80	1.38	1.34	0.00	1.07
25.00	8.40	6.61	6.30	0.88	0.00	1.94	0.00	0.00	0.00	3.66	0.00	2.27	0.14	1.32	3.80	0.00	0.00	1.31	0.00	0.29	0.88	0.00	0.14
26.00	8.40	6.59	6.30	3.92	0.00	3.18	0.00	0.00	0.00	2.86	0.00	2.43	0.28	1.59	1.98	0.00	0.00	0.00	0.45	1.44	1.47	0.00	0.77
