Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.479s)
CreateVariables () DONE !!!
Creating 24 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	6.89	0.00	0.00	0.41	0.00	0.00	0.33	0.00	0.45	0.89	0.45	2.01	0.00	0.00	0.06	1.22	0.00	0.52	0.00	0.20	1.71	0.31	0.00	0.13
3.00	6.90	0.00	0.52	0.79	0.06	0.24	0.00	0.00	1.19	0.97	0.27	1.78	1.87	0.00	0.00	0.00	0.81	0.51	0.05	2.01	1.05	0.97	1.21	0.22
4.00	6.90	0.00	1.72	0.21	0.00	0.16	0.02	0.25	2.74	0.15	0.22	2.44	1.11	0.00	0.32	0.28	1.70	2.87	0.00	1.79	1.41	2.03	1.61	0.06
5.00	6.90	0.81	3.42	0.80	1.78	0.66	0.00	0.09	1.15	1.37	0.99	1.07	2.48	0.00	1.90	2.36	0.00	2.63	0.00	2.50	0.86	2.30	1.65	0.13
6.00	6.90	0.00	3.92	0.98	1.93	0.79	0.00	0.00	0.29	0.73	0.44	3.23	2.18	0.07	0.73	1.77	1.30	0.99	0.00	1.68	1.50	0.60	1.38	0.28
7.00	6.90	0.00	3.17	0.00	1.52	0.00	0.00	0.93	0.88	1.12	0.58	4.42	3.21	0.00	1.21	1.19	0.87	2.72	0.00	2.48	1.05	1.35	0.51	0.15
8.00	6.90	1.37	1.75	1.60	0.21	0.79	0.00	0.08	0.77	1.85	2.07	4.50	0.99	0.66	0.51	0.51	1.42	3.38	0.00	2.92	1.52	0.78	1.02	0.19
9.00	6.90	0.00	3.47	0.00	0.00	0.00	0.12	0.00	0.00	3.26	0.00	4.51	2.20	0.00	0.32	0.61	3.86	3.13	0.00	2.94	2.27	0.81	1.80	0.65
10.00	6.90	0.00	1.64	0.00	0.00	0.00	0.12	0.97	3.43	1.44	1.94	2.00	1.17	0.00	2.03	3.85	3.90	2.84	0.00	3.00	3.00	1.80	1.78	0.53
11.00	6.90	0.00	3.27	1.40	1.73	0.59	0.34	0.69	0.95	0.44	0.98	2.63	0.72	0.41	0.54	3.67	1.97	0.40	0.00	1.84	0.52	2.41	0.52	0.37
