Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.679s)
CreateVariables () DONE !!!
Creating 12 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	8.40	0.95	4.35	1.97	4.17	0.00	4.84	3.36	1.31	0.00	2.13	0.00
3.00	8.40	0.91	2.18	0.80	4.59	0.20	1.93	1.60	0.00	0.00	4.07	0.00
4.00	8.40	1.32	3.57	0.07	3.06	0.55	2.18	1.88	1.57	0.00	1.80	0.00
5.00	8.41	0.32	1.37	0.49	0.66	0.29	3.93	1.58	0.21	0.00	0.87	0.00
6.00	8.40	1.05	4.46	0.60	2.47	0.68	3.93	4.18	3.76	0.46	3.98	0.00
7.00	8.40	1.18	5.79	0.00	5.72	0.53	1.57	1.64	4.26	2.30	4.17	1.94
8.00	8.41	1.24	0.93	0.00	2.18	0.11	0.97	3.36	0.62	0.69	0.94	0.53
9.00	8.40	0.00	2.44	0.49	4.36	0.00	1.70	0.01	1.47	0.85	1.26	0.33
10.00	8.40	0.74	3.44	0.00	3.80	0.55	2.33	2.83	0.19	0.41	0.31	0.29
11.00	8.41	0.32	6.01	0.00	5.55	0.85	5.71	4.79	3.19	0.00	0.01	0.00
12.00	8.40	0.04	5.99	0.00	5.70	0.01	5.69	4.80	4.50	0.00	0.00	0.00
13.00	8.40	1.58	5.99	0.99	5.70	1.51	5.71	4.79	4.50	0.00	4.50	0.00
14.00	8.41	3.27	6.01	0.00	5.69	3.13	5.69	4.80	4.38	0.00	4.20	0.00
15.00	8.40	4.18	5.99	0.00	5.71	3.96	5.71	4.80	4.47	0.00	4.20	0.00
16.00	8.40	1.60	6.01	0.00	5.70	1.52	5.70	3.92	4.45	0.00	4.19	0.00
17.00	8.41	0.19	2.03	0.00	1.98	0.16	1.52	2.67	1.45	0.12	3.40	0.20
18.00	8.40	3.43	6.01	0.00	5.70	3.30	5.70	4.68	2.47	0.00	4.02	0.00
19.00	8.40	5.73	5.99	0.29	5.70	5.45	5.61	4.71	1.34	0.00	4.07	0.00
20.00	8.40	1.81	5.13	0.52	5.08	1.61	4.57	0.80	0.86	0.00	4.09	0.00
21.00	8.41	0.00	1.75	0.49	1.67	0.00	3.33	0.81	0.95	0.21	2.51	0.00
22.00	8.40	0.14	3.94	1.63	5.15	0.05	2.07	3.11	3.58	0.68	2.57	0.58
23.00	8.40	1.31	1.73	0.00	5.39	0.00	3.26	0.42	4.52	0.00	4.25	0.00
24.00	8.41	3.97	5.98	0.00	5.70	3.78	5.70	4.77	4.50	0.00	4.19	0.00
25.00	8.40	1.42	5.94	0.00	5.70	0.88	5.70	4.76	3.03	0.67	4.11	0.44
26.00	8.40	0.45	4.79	0.49	4.47	0.42	3.90	3.90	1.65	0.01	2.51	0.01
27.00	8.41	1.64	2.89	0.71	2.77	0.40	5.71	2.74	1.14	0.00	2.53	0.00
28.00	8.40	0.80	4.53	0.49	5.46	0.66	5.36	4.13	0.00	3.99	0.00	3.42
29.00	8.40	1.98	3.94	0.00	3.62	0.00	2.56	0.44	2.33	1.50	3.14	0.37
30.00	8.41	0.00	2.41	0.00	4.78	0.00	4.64	3.97	0.00	0.00	3.43	0.00
31.00	8.40	6.02	1.97	0.00	5.70	0.00	5.72	4.83	4.49	1.92	4.23	1.65
32.00	8.40	4.97	2.24	0.00	5.55	0.00	5.69	4.79	4.51	0.95	4.17	0.82
33.00	8.41	5.24	6.01	0.00	5.69	0.00	5.70	4.80	4.50	0.00	4.20	0.00
34.00	8.40	6.01	5.99	0.00	5.70	0.00	5.71	4.80	4.50	0.00	4.20	0.00
35.00	8.40	3.17	5.77	0.12	5.52	0.97	5.68	4.64	4.50	0.00	0.22	0.00
36.00	8.41	0.26	3.10	1.14	5.64	0.24	5.72	4.82	2.91	0.00	4.76	0.00
37.00	8.40	2.30	6.01	0.00	5.70	0.00	5.68	4.79	5.16	0.00	4.20	0.00
38.00	8.40	3.87	5.57	2.66	5.68	0.95	5.62	4.80	4.50	0.11	4.19	0.01
39.00	8.40	0.55	2.86	2.85	5.72	0.05	5.70	4.79	4.51	2.53	4.20	0.00
40.00	8.41	1.90	0.25	0.38	5.71	0.01	5.71	4.80	4.50	2.84	4.20	1.00
41.00	8.40	0.99	0.99	0.00	5.69	0.00	5.70	4.80	4.50	0.00	4.19	0.00
42.00	8.40	2.32	0.99	0.00	5.71	0.48	5.70	4.79	4.50	0.00	4.04	0.00
43.00	8.41	1.90	2.57	0.00	5.70	1.84	5.70	4.80	4.50	0.00	2.06	0.00
44.00	8.40	3.09	0.00	0.00	5.70	2.91	5.70	4.80	4.50	0.00	0.54	0.00
45.00	8.40	1.40	1.10	0.00	3.01	1.34	2.33	3.03	1.39	0.42	0.64	0.25
46.00	8.41	1.38	5.16	0.99	5.59	1.39	5.72	5.02	1.94	0.52	2.18	0.00
47.00	8.40	2.20	1.80	0.00	4.57	0.00	5.41	4.02	3.73	0.60	0.26	0.54
48.00	8.40	1.37	2.32	0.11	3.91	0.00	0.61	2.04	1.51	0.32	2.76	0.29
49.00	8.41	0.54	1.52	0.00	5.69	0.00	5.70	4.80	4.50	0.06	4.20	0.05
50.00	8.40	0.04	0.02	0.00	5.70	0.00	5.62	4.79	4.50	0.39	4.20	0.34
51.00	8.40	3.40	2.78	1.58	5.59	3.24	5.70	4.77	4.50	0.98	4.19	0.86
52.00	8.41	0.97	2.44	2.44	5.70	0.94	5.70	4.79	4.50	0.00	4.20	0.00
53.00	8.40	0.34	4.59	1.64	5.65	0.35	4.05	1.44	2.04	0.22	2.37	0.21
54.00	8.40	0.62	2.83	0.00	4.72	0.00	0.00	1.44	1.48	0.11	1.34	0.06
55.00	8.41	0.00	0.00	0.00	5.70	0.00	4.93	4.79	2.37	0.00	4.32	0.00
56.00	8.40	1.41	3.19	1.81	2.92	0.00	2.65	2.98	1.24	0.00	1.32	0.00
57.00	8.40	2.86	2.73	0.00	3.90	0.00	4.05	2.97	1.44	0.00	1.07	0.00
58.00	8.40	0.16	4.72	0.00	0.00	0.00	3.78	0.02	3.16	0.00	4.24	0.00
59.00	8.41	1.22	5.99	5.42	3.46	0.00	5.70	5.50	3.47	0.00	4.19	0.00
60.00	8.40	1.11	5.26	5.29	5.70	1.26	5.70	4.79	4.50	0.00	4.20	0.00
61.00	8.40	0.80	5.98	5.99	5.71	0.80	5.70	4.80	4.50	0.00	4.20	0.00
62.00	8.41	0.62	2.40	1.47	3.43	0.08	4.29	2.05	0.91	0.00	0.92	0.00
63.00	8.40	0.65	0.00	0.00	2.34	0.00	1.41	1.41	1.95	0.00	1.64	0.00
64.00	8.40	1.99	1.37	0.44	4.99	1.81	2.45	0.72	2.87	0.25	3.83	0.74
65.00	8.41	0.55	6.01	0.00	5.70	0.00	5.69	4.79	4.50	2.86	4.19	2.45
66.00	8.40	1.00	6.01	0.00	5.70	0.00	5.71	4.80	4.50	4.20	4.20	3.60
67.00	8.40	0.00	5.99	0.00	5.71	0.00	5.69	4.80	4.50	4.20	4.20	3.60
68.00	8.41	1.92	2.70	0.00	2.47	0.00	2.43	1.85	2.05	0.04	1.73	0.02
