Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.634s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.87	6.89	6.25	2.16	0.00	0.00	1.01	1.45	2.37	0.00	0.25	0.00	0.58	1.13	0.34	0.54	0.49	0.22	0.57	0.21	0.00	0.00	0.33
3.00	6.90	6.90	6.30	3.31	0.00	0.06	4.13	2.40	3.26	1.30	0.00	3.19	0.02	2.12	0.66	2.64	1.27	0.27	0.00	2.39	0.00	1.74	0.58
4.00	6.90	6.90	6.30	5.23	0.00	2.17	3.19	1.34	1.95	0.13	2.13	2.14	0.28	3.29	1.66	2.18	2.86	1.02	0.95	2.31	0.00	1.88	0.53
5.00	6.90	6.90	6.30	2.11	0.00	2.10	5.08	1.73	2.48	0.71	0.12	1.75	0.49	3.47	2.70	3.92	0.00	1.95	3.14	0.44	0.00	0.04	0.46
6.00	6.90	6.90	6.30	2.98	0.00	1.40	2.77	3.98	2.83	0.00	0.44	3.93	0.00	2.31	0.00	3.90	3.53	0.00	3.58	2.45	0.00	2.71	0.55
7.00	6.90	6.90	6.30	6.01	0.40	1.18	4.06	2.30	4.35	0.00	1.02	4.49	0.07	1.78	1.22	3.54	2.18	1.18	2.26	3.00	0.00	2.70	0.58
8.00	6.90	6.90	6.30	5.73	0.00	0.00	0.49	0.55	4.56	0.98	0.00	4.51	1.05	0.00	0.00	3.91	3.67	0.02	0.00	2.85	0.00	2.61	0.45
9.00	6.90	6.90	6.30	6.01	0.32	2.90	3.77	3.24	3.91	0.28	1.15	4.50	0.55	0.00	1.86	3.79	2.66	2.26	0.18	2.99	0.00	2.54	0.47
10.00	6.90	6.90	6.30	5.99	0.77	0.14	0.99	0.00	0.00	0.99	1.17	4.51	0.49	0.00	3.83	3.90	3.90	3.56	1.53	3.00	0.00	2.71	0.60
11.00	6.90	6.90	6.30	6.01	0.64	1.21	1.48	0.00	0.11	0.00	0.00	4.50	0.00	3.76	3.74	3.90	3.90	1.88	3.26	3.00	0.00	2.70	0.60
12.00	6.90	6.90	6.30	5.99	0.00	2.20	3.82	2.71	2.10	1.79	2.37	4.43	0.00	0.86	3.76	3.82	3.69	4.16	1.33	2.99	0.00	2.71	0.60
13.00	6.90	6.90	6.30	6.01	0.99	1.11	5.57	2.36	2.64	0.00	1.19	4.37	0.00	5.25	0.48	3.91	2.72	0.35	3.46	3.00	0.00	2.60	0.60
14.00	6.90	6.90	6.30	5.99	0.00	0.57	4.29	3.62	2.38	0.20	0.00	2.31	0.00	1.47	2.79	3.90	2.00	2.54	3.52	2.07	0.00	2.63	0.60
15.00	6.90	6.90	6.30	5.99	3.16	1.11	4.91	0.00	5.09	0.49	0.46	4.50	0.00	0.49	3.80	3.90	0.00	3.50	3.52	3.00	0.00	1.72	0.60
16.00	6.90	6.90	6.30	6.01	0.00	0.85	5.11	0.82	5.10	0.00	1.93	4.13	0.49	0.49	1.44	3.90	0.00	1.28	3.43	3.00	0.00	0.00	0.60
17.00	6.89	6.89	6.30	5.89	0.00	1.39	4.91	2.19	0.51	0.00	0.00	3.85	3.60	0.99	0.84	3.90	0.00	0.78	2.90	3.00	0.00	0.64	0.44
18.00	6.90	6.90	6.30	5.99	1.34	0.62	4.44	1.46	3.83	0.00	2.39	4.43	1.37	1.12	0.84	3.91	0.81	0.31	2.99	2.99	0.00	2.56	0.59
19.00	6.90	6.90	6.30	5.29	1.28	2.21	0.34	2.16	2.73	0.00	1.06	4.43	0.00	3.93	2.16	3.67	1.55	2.08	3.59	3.00	0.00	2.41	0.60
20.00	6.90	6.90	6.30	5.98	0.00	1.94	3.87	0.84	2.76	1.20	1.72	3.92	0.00	4.33	0.88	3.90	3.16	0.81	3.38	2.99	0.00	2.70	0.59
21.00	6.90	6.90	6.30	6.01	0.94	1.95	1.95	0.93	3.27	2.50	0.04	2.99	0.00	1.11	1.66	3.13	1.07	1.48	3.64	2.89	0.00	2.11	0.60
22.00	6.90	6.90	6.30	6.01	0.00	2.48	5.09	1.26	1.21	0.98	0.00	3.09	1.22	3.13	0.26	2.59	1.22	0.24	2.92	2.94	0.00	2.60	0.60
23.00	6.90	6.90	6.30	5.96	0.00	0.93	2.98	0.00	1.84	3.47	0.00	1.31	1.33	4.50	0.98	3.90	1.80	0.88	2.00	2.99	0.00	2.70	0.60
24.00	6.90	6.90	6.30	6.04	0.00	1.95	4.23	1.79	2.07	0.00	0.00	4.43	0.85	2.33	0.64	3.87	3.56	0.59	2.78	3.01	0.00	2.71	0.40
25.00	6.90	6.90	6.30	5.19	1.86	0.60	4.89	4.53	0.00	0.24	0.00	1.18	0.00	4.59	0.38	3.90	0.99	0.38	3.44	2.99	0.00	2.70	0.66
26.00	6.90	6.90	6.30	5.99	0.00	0.20	5.10	5.10	1.85	0.00	0.80	5.08	0.00	2.08	2.71	3.91	1.83	1.88	2.72	3.00	0.00	2.70	0.60
27.00	6.90	6.90	6.30	6.01	0.00	1.83	4.33	4.83	3.18	0.49	0.11	1.70	0.00	0.99	3.05	3.86	0.57	1.34	3.57	2.99	0.00	2.68	0.60
28.00	6.90	6.90	6.30	5.99	0.00	5.20	2.44	3.83	4.22	0.00	0.13	3.47	0.49	1.48	3.46	3.31	1.15	0.00	3.16	3.00	0.00	2.72	0.60
29.00	6.90	6.90	6.30	6.01	0.00	2.20	2.24	5.10	0.00	0.00	0.42	4.39	0.00	2.39	1.28	4.17	0.04	0.00	0.65	2.99	0.00	2.70	0.59
30.00	6.90	6.90	6.30	5.99	0.00	2.10	5.16	1.38	0.99	0.00	1.50	1.78	0.00	1.65	1.07	3.70	0.98	1.71	1.34	3.00	0.00	2.71	0.58
31.00	6.90	6.90	6.30	6.01	0.22	0.45	3.24	0.24	0.79	0.02	0.02	4.50	0.00	0.85	3.54	1.30	2.48	3.31	1.73	3.00	0.00	2.70	0.48
32.00	6.90	6.90	6.30	5.71	0.00	1.47	1.07	0.00	3.31	0.05	0.05	4.42	2.58	1.79	0.14	2.63	0.81	0.13	1.85	3.00	0.00	2.57	0.47
33.00	6.90	6.89	6.30	6.01	0.00	0.49	5.29	0.00	0.00	0.00	0.00	4.37	3.87	4.09	3.62	4.80	0.19	3.37	3.86	2.99	0.00	2.70	0.53
34.00	6.89	6.90	6.30	5.99	0.00	0.00	4.50	0.99	0.99	0.00	0.05	2.14	1.27	3.21	3.78	3.90	1.54	3.43	1.48	3.00	0.00	2.71	0.48
35.00	6.90	6.90	6.30	2.01	0.00	3.60	3.78	1.77	0.00	0.00	0.04	0.58	0.00	1.67	2.24	3.76	0.48	1.85	0.72	3.00	0.00	2.70	0.24
36.00	6.90	6.90	6.30	5.99	0.00	0.77	0.99	0.99	2.61	0.00	1.15	4.50	0.49	2.80	2.00	3.91	2.44	1.86	2.59	3.00	0.00	2.70	0.60
