Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.622s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	9.00	6.87	6.85	2.06	2.73	2.97	2.41	1.34	3.21	2.36	0.46	2.27	2.85
3.00	9.00	6.90	6.90	3.37	2.65	6.39	0.48	1.85	3.30	4.83	1.68	2.98	1.55
4.00	9.00	6.90	6.90	5.92	0.86	5.70	0.00	0.00	5.10	1.20	5.50	3.50	3.00
5.00	9.01	6.90	6.90	6.24	6.30	5.65	0.00	4.17	4.88	6.08	4.80	3.44	2.99
6.00	9.00	6.90	6.90	6.14	5.86	4.64	1.71	5.41	5.02	5.03	4.65	3.53	3.00
7.00	9.00	6.90	6.90	6.29	6.30	5.69	0.04	5.41	5.10	5.10	4.80	3.60	3.00
8.00	9.00	6.90	6.90	6.31	5.86	5.71	0.49	5.25	5.10	4.38	2.98	3.59	3.00
9.00	9.01	6.90	6.90	5.77	6.30	5.70	1.08	4.53	5.10	1.79	4.79	3.60	3.00
10.00	9.00	6.90	6.90	3.26	6.30	5.70	0.00	5.39	5.10	5.10	4.80	3.60	2.99
11.00	9.00	6.90	6.90	6.30	6.30	5.70	0.00	5.41	5.10	0.09	4.80	3.52	3.00
12.00	9.00	6.90	6.90	6.30	6.30	5.70	0.99	5.41	5.10	0.00	4.79	3.59	3.00
13.00	9.01	6.90	6.90	5.99	6.30	5.70	3.74	5.39	5.10	1.52	4.80	2.21	2.99
14.00	9.00	6.90	6.90	6.04	4.58	4.45	5.26	5.08	4.96	4.66	4.79	2.41	3.00
15.00	9.00	6.90	6.90	6.30	1.26	4.73	0.00	0.99	4.25	4.30	4.80	3.59	3.00
16.00	9.00	6.90	6.90	6.30	2.79	5.70	0.00	2.41	5.10	5.09	4.79	3.60	3.00
