Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.446s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	9.56	6.89	0.61	1.31	0.16	0.46	0.00	0.48	0.59	0.89	1.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.41	0.00	0.22	0.00	0.60	0.91
3.00	9.60	6.90	0.40	2.27	0.33	1.32	1.13	3.87	3.51	3.44	0.32	1.02	0.75	0.11	0.00	0.00	0.00	0.05	0.00	1.57	0.09	0.00	0.00	1.90	0.55
4.00	9.60	6.90	0.08	2.73	1.24	1.02	1.53	3.33	4.22	4.73	0.04	1.31	2.44	0.00	0.00	0.00	2.13	0.19	0.21	2.60	0.93	0.68	1.32	0.84	0.18
5.00	9.60	6.90	1.86	2.93	0.35	0.20	0.35	1.48	5.11	2.17	0.82	0.73	0.14	0.08	0.00	0.00	0.00	0.07	0.27	0.53	0.12	0.00	0.71	0.35	0.75
6.00	9.61	6.90	3.33	4.25	0.07	1.02	0.45	5.57	2.52	5.08	2.34	0.00	0.08	0.00	1.25	0.00	3.58	0.02	0.32	3.26	1.47	0.00	0.13	2.05	0.46
7.00	9.60	6.90	1.78	5.41	0.00	0.02	2.21	4.18	3.71	4.40	1.04	1.44	2.47	0.00	0.00	0.78	1.14	0.00	1.65	1.70	0.61	0.00	1.73	2.30	0.09
8.00	9.60	6.90	1.35	5.26	0.00	2.58	4.05	3.07	5.10	4.79	0.05	1.35	0.14	0.88	0.51	0.79	0.48	1.04	0.61	2.66	1.92	0.00	1.83	0.39	2.12
9.00	9.60	6.90	0.69	1.80	0.00	1.37	0.82	5.16	2.00	4.80	0.00	1.32	0.99	1.05	0.02	0.00	0.62	0.67	0.92	2.84	2.80	0.00	1.91	0.71	0.00
10.00	9.60	6.90	0.00	0.00	0.00	1.55	2.46	5.03	0.00	4.75	1.32	0.71	2.77	1.67	3.13	0.48	1.77	0.59	1.74	3.59	2.97	0.00	2.25	0.25	0.00
11.00	9.61	6.90	0.00	5.17	1.24	3.65	0.75	4.96	0.99	4.85	1.97	0.46	3.04	0.00	2.01	1.15	0.87	0.25	0.68	3.62	1.45	0.00	0.13	2.72	0.00
12.00	9.60	6.90	0.00	5.39	1.12	0.00	0.01	5.09	5.53	4.80	0.00	2.25	2.12	0.49	1.90	0.95	0.84	0.67	0.00	3.38	1.64	0.00	1.83	2.84	0.00
13.00	9.60	6.90	0.00	4.15	1.66	0.00	0.48	5.10	5.10	0.02	0.19	1.27	2.19	1.86	0.02	0.06	1.99	0.07	0.34	3.03	0.00	0.00	2.99	3.00	0.00
14.00	9.60	6.90	1.78	5.39	1.33	1.22	2.21	3.58	3.34	0.00	2.68	2.73	3.46	1.33	0.00	0.00	0.00	0.06	1.57	2.33	1.64	0.00	2.31	1.45	1.92
15.00	9.61	6.90	0.00	5.41	0.00	0.00	1.00	3.83	5.10	0.00	0.00	2.79	4.46	0.00	0.00	0.49	3.64	0.04	0.66	0.09	0.85	0.00	2.99	2.28	0.00
16.00	9.60	6.90	0.00	5.41	0.15	0.00	2.18	1.02	2.78	0.00	0.42	3.39	3.89	1.04	0.00	0.05	1.83	0.07	0.71	0.98	1.66	0.00	1.07	2.50	0.49
17.00	9.60	6.89	0.05	2.52	0.64	0.49	0.45	2.03	5.10	0.00	0.01	3.74	3.53	0.11	0.00	0.21	0.97	0.00	0.31	3.10	1.58	1.77	2.92	1.37	0.00
18.00	9.60	6.90	0.12	0.20	1.88	0.89	0.99	3.93	0.60	0.99	1.72	1.60	4.15	1.53	0.00	0.21	1.15	0.04	0.72	3.49	1.48	0.00	1.34	2.25	0.00
19.00	9.60	6.90	0.00	0.00	1.48	0.00	5.43	1.70	0.00	0.00	0.00	2.30	4.53	0.35	0.00	1.55	2.61	0.52	3.50	3.60	0.45	0.00	2.10	3.03	0.00
