Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.439s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	7.17	0.00	0.00	0.00	0.28	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	0.74	0.59	0.64	0.00	1.27	0.47	0.55	0.02	0.47
3.00	7.20	0.00	1.57	0.04	2.28	2.23	0.13	0.53	0.85	0.00	2.27	0.00	1.70	0.00	0.00	0.00	0.00	0.69	1.67	0.00	1.34	0.00	0.00	1.46	0.00
4.00	7.21	0.00	1.55	0.55	1.70	2.28	0.53	0.64	2.44	0.00	1.58	0.55	0.72	0.25	0.25	1.41	0.95	0.64	3.45	0.00	1.28	1.00	1.26	2.18	2.50
5.00	7.20	1.15	2.17	2.19	3.46	3.87	1.10	0.00	2.41	0.00	0.49	0.00	0.00	0.15	0.00	1.65	0.00	0.00	2.28	0.67	2.41	0.80	0.53	1.44	0.98
6.00	7.21	0.13	2.59	0.59	0.00	1.91	0.89	0.00	0.00	0.00	1.79	0.00	0.49	1.27	0.00	0.44	0.00	0.31	0.68	1.41	2.54	0.06	0.95	1.10	0.87
7.00	7.20	0.34	1.86	2.19	2.64	1.45	0.82	0.00	1.38	0.00	0.89	0.09	0.40	0.00	0.27	3.09	0.27	0.01	1.24	1.04	1.94	0.15	0.07	2.12	1.91
8.00	7.20	1.08	2.39	1.13	2.47	1.37	0.82	0.49	0.02	0.00	1.00	0.00	0.88	1.85	0.00	0.97	0.00	0.00	0.45	0.00	2.96	1.78	0.22	0.38	1.77
9.00	7.21	0.02	0.00	0.84	2.72	0.00	3.80	1.26	0.93	0.00	2.05	0.00	1.17	0.00	0.62	1.25	0.57	0.58	3.11	0.00	3.51	0.39	1.90	1.86	1.63
10.00	7.20	0.00	1.52	0.00	1.42	1.37	1.10	0.04	0.00	0.00	2.97	1.00	0.42	0.05	0.00	0.00	0.00	0.00	3.60	0.89	3.30	0.25	0.81	2.70	0.81
11.00	7.21	0.00	3.98	0.55	0.97	1.93	1.22	0.00	0.85	0.00	1.67	0.57	0.42	1.81	0.00	0.49	0.00	0.66	2.32	0.40	2.33	0.54	1.40	0.18	0.13
12.00	7.20	0.00	0.99	0.00	1.86	0.49	1.00	0.00	4.52	0.00	3.65	0.00	3.21	1.28	0.01	1.25	0.06	0.00	2.61	0.00	3.24	1.19	0.82	0.69	0.99
13.00	7.20	0.00	1.97	0.07	3.62	0.00	4.36	1.21	0.47	0.00	0.00	1.15	1.38	1.32	0.00	2.60	0.04	0.00	2.56	0.00	3.23	0.61	0.61	1.35	0.01
14.00	7.21	0.15	2.36	0.00	3.03	2.57	4.29	0.00	4.76	0.00	3.70	0.00	0.14	0.12	0.00	0.98	0.00	1.48	0.09	1.55	3.30	0.40	1.04	1.17	1.02
15.00	7.20	0.00	1.32	1.05	0.75	1.39	0.28	0.00	0.28	0.00	2.11	0.00	0.08	1.30	0.00	0.11	0.20	0.88	1.74	0.00	1.77	0.81	2.10	0.94	0.35
16.00	7.21	0.44	1.47	2.39	5.13	0.18	0.14	0.00	0.00	0.00	0.02	0.00	0.00	4.00	0.00	2.65	0.00	2.33	1.57	0.06	0.08	1.24	0.84	2.70	1.77
17.00	7.20	0.00	1.27	1.06	3.10	2.90	0.00	0.00	4.99	0.00	3.47	0.00	0.00	3.71	0.00	0.00	0.81	0.00	1.63	0.99	3.31	0.00	0.00	2.71	0.18
18.00	7.21	0.08	0.22	0.86	1.00	1.45	0.00	0.00	1.83	0.00	3.90	0.00	0.73	2.33	0.25	0.81	0.27	0.00	1.30	0.00	1.53	0.13	0.59	2.18	2.12
19.00	7.20	0.64	1.74	1.93	0.77	1.90	2.14	0.00	1.07	0.00	3.00	0.00	2.18	0.85	0.00	0.00	0.00	0.16	2.61	1.25	1.91	1.06	0.00	2.16	1.01
20.00	7.20	0.51	0.73	0.91	0.99	0.66	2.71	0.04	0.28	0.00	1.60	0.00	0.55	0.97	0.26	0.49	0.22	1.34	1.00	0.13	2.93	0.78	0.00	1.34	0.49
21.00	7.21	0.00	5.32	0.04	1.99	2.58	1.51	0.00	1.22	0.00	4.12	0.00	0.06	1.57	0.00	0.71	0.00	0.05	0.68	0.00	3.31	1.71	1.35	2.48	0.47
