Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.351s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.20	6.89	6.58	0.01	1.02	0.12	2.00	2.04	2.20	0.00	0.67	0.53	1.92	0.00	0.00	1.90	0.00	1.14	0.00	0.15	1.77	0.20
3.00	7.20	6.90	6.59	0.01	3.40	0.00	2.07	2.65	1.74	0.51	3.24	1.14	2.83	2.56	0.00	3.07	0.00	0.35	0.00	1.05	2.39	0.13
4.00	7.21	6.90	6.61	1.53	1.34	1.01	1.53	1.20	4.91	3.37	4.80	0.16	1.74	0.67	1.11	2.25	0.00	1.95	0.04	2.53	2.41	1.31
5.00	7.20	6.90	6.59	4.47	2.28	0.78	0.61	0.34	5.43	0.60	4.42	1.39	1.92	0.49	2.64	3.21	0.02	2.71	1.20	1.94	2.40	2.08
6.00	7.21	6.90	6.61	1.74	0.49	3.63	2.54	1.91	5.04	3.51	4.79	0.49	2.52	0.49	2.32	4.20	1.83	1.30	0.00	3.31	2.39	1.80
7.00	7.20	6.90	6.59	4.11	0.49	0.00	4.27	3.06	4.95	4.59	4.80	0.49	0.34	0.00	2.79	4.19	0.48	1.41	0.00	3.06	2.40	2.04
8.00	7.20	6.90	6.61	1.61	1.88	0.00	0.49	0.00	4.57	4.42	3.50	0.49	4.04	0.16	0.65	4.20	0.59	1.21	2.71	0.12	2.40	1.79
9.00	7.21	6.90	6.59	5.85	1.80	1.27	2.06	3.47	4.85	2.96	3.89	0.00	3.65	0.29	1.74	4.20	0.00	1.35	1.13	0.00	2.40	2.10
10.00	7.20	6.90	6.61	5.71	1.67	0.86	4.93	4.79	4.78	2.05	4.35	0.00	0.11	1.44	4.12	4.19	0.00	0.41	0.24	0.65	2.40	1.64
11.00	7.21	6.90	6.59	6.30	0.61	1.17	0.67	4.55	0.00	0.80	3.18	0.00	0.19	0.32	1.33	4.20	0.11	3.07	0.69	1.95	2.16	2.10
12.00	7.20	6.90	6.61	5.85	0.00	1.84	2.99	2.23	4.49	1.34	4.80	0.00	1.60	1.15	1.90	4.20	0.99	3.89	1.34	3.30	2.12	1.70
13.00	7.20	6.90	6.59	5.25	1.61	1.81	0.48	0.00	5.38	5.03	2.73	0.00	0.55	0.49	4.13	4.13	0.02	2.93	0.00	3.29	2.40	1.97
14.00	7.21	6.90	6.61	1.84	0.29	0.33	1.92	1.87	3.63	4.59	3.59	0.00	2.64	0.04	4.20	2.03	0.05	2.21	1.61	2.91	2.38	1.34
15.00	7.20	6.90	6.59	6.72	1.31	0.32	3.72	0.00	5.39	3.21	4.80	0.00	3.74	1.14	4.20	1.18	0.00	0.01	0.81	0.51	2.27	0.61
16.00	7.21	6.90	6.59	6.21	0.08	0.52	2.96	0.99	5.39	4.76	4.79	0.00	3.74	4.46	4.04	0.61	0.00	0.00	1.35	1.30	2.39	0.00
17.00	7.20	6.89	6.61	2.70	1.66	0.22	0.59	2.81	1.38	0.58	4.72	0.00	0.48	1.73	1.86	0.13	1.90	3.17	0.52	0.67	2.31	1.61
18.00	7.21	6.90	6.59	1.12	0.00	0.00	0.49	6.01	5.41	0.75	4.80	0.00	0.00	2.47	1.21	4.20	0.86	3.03	2.01	0.00	2.40	2.14
19.00	7.20	6.90	6.61	3.25	2.54	0.54	1.12	2.71	3.39	1.81	3.06	0.00	0.55	1.97	1.77	3.91	0.00	3.91	1.73	1.27	2.40	2.08
20.00	7.20	6.90	6.59	1.21	1.57	2.40	3.99	0.00	4.00	3.30	3.79	0.00	0.05	1.31	2.80	4.06	0.77	3.67	2.66	3.25	0.99	1.55
21.00	7.21	6.90	6.61	6.94	1.68	0.93	3.93	1.93	2.64	2.59	4.35	0.60	2.99	4.51	3.98	3.60	0.00	2.53	3.56	2.83	3.29	0.00
22.00	7.20	6.90	6.59	5.31	2.23	0.00	4.88	0.75	5.85	0.51	3.07	0.00	3.65	1.04	3.32	2.80	0.00	0.98	0.11	0.66	2.21	0.33
23.00	7.21	6.90	6.61	2.71	0.46	0.00	2.77	0.00	0.95	4.04	3.58	0.00	1.06	1.37	2.25	3.57	2.99	3.85	0.49	0.06	1.81	2.79
24.00	7.20	6.90	6.59	6.29	0.00	0.00	0.49	2.20	5.52	4.00	3.57	0.00	1.99	4.50	3.92	4.19	3.89	0.86	0.00	2.78	2.37	0.95
25.00	7.20	6.90	6.61	6.25	3.12	1.98	1.20	4.53	5.42	2.67	3.71	0.00	3.76	4.44	1.81	4.19	2.93	0.44	0.00	3.30	2.28	1.64
26.00	7.21	6.90	6.59	5.92	1.33	0.00	4.12	0.00	2.16	2.79	4.80	0.00	4.40	1.63	2.10	2.81	0.00	3.90	0.00	0.69	2.39	2.05
27.00	7.20	6.90	6.61	6.30	5.95	0.41	1.93	1.48	0.32	2.14	3.87	0.00	4.35	1.94	0.99	1.98	0.75	3.90	0.55	2.79	2.40	1.30
28.00	7.21	6.90	6.59	4.69	1.15	1.46	2.06	1.40	0.07	0.49	2.03	0.00	4.31	0.00	1.02	3.98	0.00	3.90	1.15	3.31	2.40	2.07
29.00	7.20	6.90	6.59	6.22	1.22	0.07	2.46	6.18	5.18	4.66	5.23	0.00	1.45	0.92	1.45	2.74	0.00	1.80	0.00	3.29	2.40	0.37
30.00	7.20	6.90	6.61	5.52	6.63	0.00	0.00	1.86	5.41	4.59	4.63	0.00	0.49	3.74	1.48	2.66	0.00	3.71	2.53	3.31	2.40	0.12
31.00	7.21	6.90	6.59	6.02	4.76	1.25	4.29	0.00	5.39	3.40	4.35	0.00	1.90	0.00	0.61	3.73	0.78	3.78	0.35	3.29	2.39	0.28
32.00	7.20	6.90	6.61	6.05	4.13	1.42	1.12	1.42	4.15	4.25	2.17	0.01	0.24	1.10	2.51	4.17	0.06	1.19	1.35	2.78	2.40	0.00
33.00	7.21	6.90	6.59	6.31	5.22	1.06	3.06	0.00	5.43	4.62	3.90	0.00	1.70	0.40	1.18	3.54	1.06	0.00	1.06	0.49	2.40	0.93
34.00	7.20	6.89	6.61	6.30	4.53	0.00	3.99	0.00	5.41	4.78	4.79	0.00	1.32	0.00	3.99	4.20	0.00	0.00	2.60	0.00	2.40	0.78
35.00	7.21	6.90	6.59	2.31	0.00	0.00	2.25	4.46	4.15	4.25	4.62	0.00	0.66	1.04	0.49	3.89	0.45	2.21	0.00	0.00	2.39	1.75
36.00	7.20	6.90	6.61	5.71	0.93	0.49	4.05	0.00	4.78	0.48	4.82	0.00	0.49	3.93	1.12	2.93	1.47	3.11	0.21	0.00	1.98	1.95
37.00	7.20	6.90	6.59	6.28	0.53	0.00	4.86	0.00	5.36	2.05	4.68	0.00	0.05	0.40	0.37	3.76	0.26	3.01	0.00	0.00	2.50	1.21
38.00	7.21	6.90	6.61	5.78	0.00	0.01	5.76	2.67	4.04	1.18	4.79	0.00	4.50	1.14	2.23	3.87	0.21	3.04	0.52	4.27	2.41	0.05
39.00	7.20	6.90	6.59	6.31	0.00	0.00	2.70	0.49	3.69	1.22	4.73	0.00	3.97	1.45	0.99	4.18	1.17	2.52	1.59	1.91	2.40	2.08
40.00	7.21	6.90	6.61	4.69	3.72	0.01	3.52	2.07	5.39	0.60	4.80	0.00	2.50	0.00	2.83	3.36	0.75	2.84	3.59	0.00	2.40	1.81
41.00	7.20	6.90	6.59	0.99	0.24	1.06	2.23	2.66	0.44	2.80	4.80	0.00	0.92	3.71	1.67	0.00	0.00	0.49	0.02	0.75	2.40	1.27
42.00	7.20	6.90	6.59	1.79	0.89	1.38	1.06	0.49	5.63	3.78	4.79	0.00	4.36	0.31	2.65	0.00	1.92	1.48	2.83	0.00	2.38	1.92
