Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.878s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	8.64	8.09	0.26	2.20	1.70	0.00	0.00	0.68	1.46	0.19	0.20	0.28	0.25	0.00	0.77	0.00	0.12	0.72	0.18	1.02	0.11
3.00	8.70	8.10	0.00	1.53	5.28	3.19	3.27	2.14	3.77	0.51	0.21	1.50	0.38	0.72	1.65	2.44	1.94	0.32	0.00	2.14	0.22
4.00	8.70	8.10	1.83	3.53	0.60	0.07	5.17	0.84	5.19	0.73	2.85	3.12	0.29	0.86	1.48	1.97	3.30	0.49	1.72	2.34	0.18
5.00	8.70	8.10	1.87	0.00	1.85	1.48	4.26	0.34	1.02	0.57	1.08	0.92	0.00	3.63	3.34	0.08	3.05	2.50	1.63	3.36	0.00
6.00	8.69	8.10	0.32	0.00	5.19	0.11	3.74	0.00	3.19	3.99	1.18	1.77	0.00	0.01	3.93	2.73	1.59	3.51	0.66	2.08	0.00
7.00	8.70	8.10	0.00	5.66	4.40	0.00	0.38	0.00	5.15	1.59	2.04	1.33	0.29	1.19	3.64	3.86	2.08	3.64	2.07	3.30	0.16
8.00	8.70	8.09	0.00	3.27	1.20	0.08	5.37	1.47	3.65	3.66	0.05	2.94	0.00	0.00	3.67	3.69	3.51	3.89	0.54	0.01	0.00
9.00	8.70	8.10	2.99	3.67	5.84	1.71	6.57	0.00	5.42	3.00	0.00	0.11	0.00	0.09	2.36	3.90	1.21	3.80	1.22	2.23	0.00
10.00	8.70	8.10	0.08	6.96	0.00	1.44	5.69	1.14	5.37	0.00	0.73	3.12	0.00	0.05	1.20	3.89	3.87	3.87	2.80	0.11	0.00
11.00	8.69	8.10	1.28	4.88	1.28	1.47	3.52	0.01	2.87	0.00	0.08	1.01	0.61	0.37	2.26	0.29	2.12	1.08	0.27	4.45	0.34
12.00	8.70	8.10	2.03	6.90	4.12	4.38	4.02	1.21	5.48	0.99	0.94	0.59	0.00	0.02	4.32	1.33	0.49	2.10	0.00	3.59	0.00
13.00	8.70	8.10	2.11	6.90	4.77	3.78	4.60	0.94	5.39	0.00	0.31	2.78	0.00	0.89	2.07	3.77	1.74	0.53	1.60	3.43	0.00
14.00	8.70	8.09	0.00	0.34	3.83	0.01	3.06	0.64	5.39	2.18	0.65	0.00	0.00	0.00	0.00	3.66	3.73	0.01	1.97	3.17	0.00
15.00	8.70	8.10	1.19	0.00	5.49	0.00	5.71	3.76	5.41	4.59	0.00	1.78	0.21	0.13	0.00	3.89	0.52	0.00	1.95	3.60	0.06
16.00	8.69	8.10	0.00	2.54	5.41	0.00	4.22	0.14	4.18	3.97	2.53	1.93	0.15	0.15	0.00	3.90	1.65	0.24	3.09	2.76	0.05
