Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.769s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	9.00	7.47	3.11	0.88	1.73	0.71	0.85	2.39	1.22	0.00	1.38	0.00	0.48	1.84	3.31	0.37
3.00	9.00	7.50	0.51	4.75	5.45	2.01	0.93	3.63	2.81	0.00	1.68	0.24	3.93	1.34	1.70	0.68
4.00	9.00	7.50	1.27	5.69	3.33	4.52	0.31	5.50	5.39	0.00	5.02	0.00	4.71	0.00	4.13	0.95
5.00	9.01	7.50	0.44	7.21	6.92	1.81	3.76	2.23	2.71	0.00	2.96	0.00	1.80	5.70	4.45	0.89
6.00	9.00	7.50	1.32	1.06	6.89	2.73	1.50	4.95	5.39	0.00	3.24	0.00	5.24	4.79	4.37	0.89
7.00	9.00	7.50	5.64	6.42	6.35	0.15	0.07	1.04	4.51	0.00	5.05	0.48	4.33	4.77	1.21	0.57
8.00	9.00	7.50	2.34	4.26	5.42	4.76	0.00	6.58	0.51	0.00	5.04	0.31	2.41	4.84	4.12	0.20
9.00	9.01	7.50	0.32	7.21	6.82	5.62	0.08	5.99	6.48	0.00	5.10	0.22	1.60	4.79	2.18	1.37
10.00	9.00	7.49	4.00	6.92	6.49	3.92	1.33	5.71	4.44	0.00	4.91	1.77	3.16	4.59	1.98	0.81
11.00	9.00	7.50	5.62	4.60	6.31	2.33	1.55	2.94	0.52	0.00	5.10	0.02	2.10	3.52	1.25	0.39
12.00	9.00	7.50	2.07	6.02	6.90	1.51	1.17	5.20	0.00	0.00	4.96	0.00	1.12	4.80	3.24	1.27
13.00	9.01	7.50	0.49	7.08	6.90	2.16	0.00	4.91	3.66	0.00	1.65	0.00	3.16	4.79	4.40	0.91
14.00	9.00	7.50	3.26	5.73	2.14	1.75	2.13	4.59	3.12	0.00	5.78	0.47	3.33	4.32	2.93	0.26
15.00	9.00	7.50	0.00	5.13	2.32	3.47	0.38	3.89	5.70	0.00	0.97	0.00	4.75	2.57	4.07	0.93
16.00	9.00	7.50	0.33	5.06	6.89	1.27	2.10	2.84	5.70	0.00	3.34	0.11	0.84	3.84	1.24	0.91
17.00	9.01	7.50	0.45	1.48	6.67	0.00	2.53	6.03	5.70	0.00	3.26	0.31	2.72	4.26	3.05	0.89
18.00	9.00	7.50	0.29	5.08	6.90	0.00	3.50	6.01	5.70	0.00	5.09	0.20	4.80	4.80	4.50	0.91
19.00	9.00	7.49	2.94	7.21	6.90	1.00	0.78	6.01	5.70	0.00	5.11	0.00	4.64	4.79	4.45	0.89
20.00	9.01	7.50	1.17	6.71	6.90	0.49	0.00	5.99	5.70	0.00	1.39	0.00	4.84	4.76	4.35	0.91
21.00	9.00	7.50	0.00	5.49	5.36	4.96	2.74	5.82	5.31	0.00	5.77	0.00	4.20	4.44	2.19	0.89
22.00	9.00	7.50	0.95	6.84	2.61	0.84	5.09	1.97	3.86	0.00	4.32	0.00	4.51	4.68	4.12	0.88
23.00	9.00	7.50	7.31	6.83	4.79	1.72	3.12	0.00	0.00	0.00	5.10	0.00	0.00	1.65	4.50	0.91
24.00	9.01	7.50	7.50	7.21	6.90	5.17	6.01	0.00	0.00	0.00	5.10	0.49	0.00	4.79	4.51	0.89
25.00	9.00	7.50	4.45	7.20	6.87	0.00	5.95	0.00	0.00	0.00	5.10	0.00	0.00	4.80	4.50	0.91
26.00	9.00	7.50	0.49	6.37	0.88	1.48	4.73	1.71	3.37	0.00	2.91	0.00	3.04	4.60	3.80	0.86
27.00	9.00	7.50	0.00	7.09	2.30	3.92	5.99	0.00	5.70	0.00	3.92	0.00	4.79	4.68	4.50	0.89
28.00	9.01	7.49	0.00	7.20	6.90	4.58	6.01	0.00	5.70	0.00	5.11	0.00	4.80	4.80	4.49	0.89
29.00	9.00	7.50	0.00	7.21	6.90	0.49	5.71	0.00	5.70	0.00	5.10	0.00	4.79	4.80	4.51	0.89
30.00	9.00	7.50	0.57	7.09	6.78	3.05	5.86	0.00	5.70	0.00	4.15	0.00	4.71	4.78	4.31	0.91
31.00	9.00	7.50	2.38	7.01	3.01	1.94	2.37	5.33	5.71	0.00	0.73	0.00	3.94	4.80	3.77	0.89
32.00	9.01	7.50	0.00	1.05	6.75	0.99	4.70	5.99	5.45	0.00	1.14	0.00	0.00	4.80	4.37	0.91
33.00	9.00	7.50	0.49	0.04	6.90	1.57	2.97	2.32	2.50	0.00	2.50	0.00	0.00	4.80	4.42	0.89
34.00	9.00	7.50	0.00	5.78	6.90	0.00	5.17	0.00	0.00	0.00	5.10	0.00	0.00	4.80	4.49	0.91
35.00	9.01	7.50	0.00	7.14	6.90	0.00	5.75	0.00	0.00	0.00	5.10	0.00	0.00	4.79	4.31	0.89
36.00	9.00	7.50	0.00	7.21	6.90	0.00	5.99	0.00	0.00	0.00	5.10	0.00	0.00	4.80	4.50	0.89
37.00	9.00	7.49	1.15	6.77	6.90	5.09	6.01	5.23	0.00	0.00	5.11	0.48	0.49	4.79	4.50	0.91
38.00	9.00	7.50	0.00	5.76	6.52	1.20	5.17	5.99	3.89	0.00	2.77	0.00	2.26	4.64	3.36	0.89
39.00	9.01	7.50	0.00	1.13	4.88	2.96	3.60	6.01	5.73	0.00	4.77	0.00	4.84	3.98	3.71	0.66
40.00	9.00	7.50	1.25	2.96	5.16	0.49	0.78	5.99	5.70	0.00	5.10	0.00	4.79	5.38	2.51	0.99
