Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (7.499s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	8.05	0.00	0.00	3.43	0.00	2.45	0.00	1.34	0.09	0.00	0.78	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00
3.00	8.10	0.00	0.00	0.31	0.00	3.67	0.00	1.00	0.95	0.22	2.33	0.00	0.74	0.00	0.00	0.00	0.01	0.04	1.01	0.33	0.28
4.00	8.10	0.00	3.51	0.72	0.00	4.64	0.52	3.72	0.35	0.57	1.61	0.91	0.54	0.00	0.33	0.00	0.00	0.27	0.61	0.14	0.16
5.00	8.10	0.35	1.57	2.12	0.05	3.89	1.14	1.00	0.89	0.38	3.01	0.57	0.52	0.00	1.44	0.01	0.49	0.57	2.06	0.69	0.07
6.00	8.10	4.90	2.97	3.54	0.00	3.33	2.17	4.17	0.62	2.21	0.55	0.89	1.77	0.00	0.00	0.00	0.15	1.39	2.60	0.27	0.26
7.00	8.10	2.70	0.53	1.46	0.00	0.59	1.19	2.50	0.40	1.06	0.99	0.09	0.04	0.00	2.28	0.00	0.16	3.89	1.67	1.47	0.16
8.00	8.09	2.91	4.65	1.87	0.13	5.03	3.03	1.73	0.00	1.31	1.58	1.78	0.06	0.00	2.08	0.08	0.49	1.99	3.05	0.51	0.00
9.00	8.10	1.79	4.17	2.86	0.00	5.06	1.19	4.95	0.09	2.16	1.98	1.13	1.32	0.00	0.33	0.00	0.05	0.01	1.70	0.00	0.04
10.00	8.10	2.98	0.93	1.98	1.19	5.99	1.22	3.25	0.00	1.51	1.17	3.80	1.42	0.00	0.41	0.00	0.00	1.04	1.83	0.00	0.00
11.00	8.10	1.00	2.03	3.42	2.65	4.36	4.18	1.57	0.19	2.46	0.41	1.55	1.13	0.00	0.82	0.00	0.44	0.13	3.23	0.84	0.08
12.00	8.10	1.04	0.53	4.09	0.49	2.70	3.72	4.85	1.54	2.97	0.00	0.20	0.37	0.00	1.25	0.00	0.00	0.48	0.75	1.87	0.67
