Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.610s)
CreateVariables () DONE !!!
Creating 24 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	7.18	6.85	0.18	0.00	0.08	0.00	0.00	2.25	0.48	0.12	1.35	1.37	0.00	0.28	1.97	0.07	1.27	0.00	0.14	0.82	1.30	0.58	0.00	0.79
3.00	7.20	6.90	2.24	0.73	1.02	0.35	0.00	0.14	1.94	0.49	1.72	4.97	0.00	1.97	0.74	0.04	0.18	0.00	1.11	1.28	1.83	0.00	0.00	0.59
4.00	7.21	6.90	2.13	3.90	0.01	1.48	2.25	3.45	0.00	1.04	2.06	3.36	1.07	0.74	1.35	0.72	0.00	0.00	1.05	1.44	2.27	0.40	0.00	0.84
5.00	7.20	6.90	0.51	4.72	2.39	0.62	0.04	0.60	1.53	1.28	0.95	2.83	2.66	1.31	2.04	1.90	1.22	1.92	1.85	2.36	2.90	1.07	0.00	1.32
6.00	7.21	6.90	3.36	1.97	1.27	1.88	0.00	4.22	1.17	3.45	3.21	4.35	2.79	0.22	2.53	2.84	1.78	1.93	0.91	1.28	2.76	0.35	0.22	1.04
7.00	7.20	6.90	0.00	3.71	1.30	0.49	1.15	5.66	3.00	2.68	2.47	3.25	1.42	1.27	2.70	1.53	3.05	1.97	2.34	3.29	1.83	1.84	0.37	0.00
8.00	7.20	6.90	3.82	4.43	2.27	0.00	0.51	4.18	1.53	2.79	2.20	3.77	2.24	0.49	1.45	0.65	0.71	2.79	0.61	0.26	1.28	0.97	0.88	1.90
9.00	7.21	6.90	1.52	5.31	0.00	4.62	0.00	4.77	0.11	1.92	0.00	4.24	0.49	0.00	3.06	0.99	0.75	3.80	2.72	0.00	1.81	2.39	0.00	1.70
10.00	7.20	6.90	1.11	3.42	2.92	0.99	1.02	5.43	1.93	1.87	1.70	3.25	0.41	4.22	1.45	0.00	2.64	3.39	3.24	1.64	3.54	3.25	0.78	0.57
11.00	7.21	6.90	3.07	0.80	0.00	0.67	0.00	5.13	3.07	4.88	0.78	4.50	0.89	2.20	0.68	0.00	0.00	2.10	3.34	0.49	2.58	1.85	0.97	0.66
12.00	7.20	6.90	2.32	2.66	1.98	1.31	0.00	3.04	1.11	0.82	0.68	4.38	1.22	3.42	0.88	0.99	1.57	1.48	2.76	0.00	2.68	2.87	0.79	0.09
13.00	7.20	6.90	1.52	1.50	1.40	0.16	0.26	2.67	3.60	0.88	3.09	4.02	2.30	2.85	1.77	0.62	0.00	2.58	1.04	0.00	2.01	0.79	0.00	0.54
14.00	7.21	6.90	2.65	0.49	1.18	0.49	0.00	4.72	4.96	2.83	0.33	1.99	2.86	3.12	0.62	0.00	0.12	0.00	0.99	1.54	2.39	1.50	1.19	1.80
15.00	7.20	6.90	0.97	4.64	0.97	2.27	0.00	4.06	1.60	5.09	1.65	4.73	0.09	0.00	2.86	0.00	2.83	0.39	2.46	2.27	3.57	2.56	0.89	0.80
16.00	7.21	6.90	1.57	5.58	2.20	2.01	0.00	3.98	0.02	2.24	1.81	4.50	0.40	4.76	3.12	0.00	0.61	2.56	1.35	0.79	3.29	0.37	0.00	1.70
17.00	7.20	6.89	2.37	3.05	0.49	0.99	0.00	2.07	3.14	1.64	0.00	4.50	3.42	2.37	0.66	0.00	1.20	3.19	2.99	0.00	2.45	0.49	0.01	1.11
18.00	7.21	6.90	0.35	3.13	1.10	1.54	0.00	5.32	2.40	4.11	3.76	4.50	1.60	3.42	2.39	0.04	1.77	2.05	3.73	0.98	0.66	2.57	0.19	0.58
19.00	7.20	6.90	1.11	2.24	1.01	2.81	0.00	5.31	2.93	1.53	0.74	4.51	0.16	4.50	1.20	0.00	2.31	4.66	3.04	0.00	3.83	0.05	1.08	1.07
20.00	7.20	6.90	0.00	1.84	2.12	2.16	0.05	4.76	4.60	1.40	0.09	4.50	1.10	4.44	2.94	0.00	3.90	1.70	2.14	0.00	2.91	0.49	1.64	1.83
21.00	7.21	6.90	0.49	2.92	1.54	3.99	0.00	1.46	4.52	0.74	0.00	4.15	1.57	3.66	0.65	0.00	0.00	2.72	3.11	0.00	1.66	1.79	0.00	1.17
22.00	7.20	6.90	1.38	3.85	5.10	1.93	0.00	4.88	3.49	1.38	0.00	4.50	0.85	2.46	0.00	0.00	1.01	3.18	3.87	0.00	1.32	2.04	1.08	0.60
23.00	7.21	6.90	3.04	1.98	3.21	1.44	0.13	3.49	4.05	4.57	0.00	4.50	0.89	2.65	0.00	0.00	1.17	0.97	1.91	0.00	2.26	1.20	0.80	1.27
24.00	7.20	6.90	0.75	2.23	4.66	1.08	0.00	4.76	3.33	5.10	0.00	4.20	4.68	0.00	0.00	0.00	3.93	3.89	0.00	0.00	0.74	3.40	0.27	1.68
25.00	7.20	6.90	2.23	5.66	3.03	0.60	0.35	5.39	1.95	5.10	0.34	4.71	3.32	0.49	1.85	0.00	2.14	0.53	3.49	0.00	1.06	3.60	0.25	1.25
26.00	7.21	6.90	4.45	1.85	4.10	0.99	0.00	2.38	0.49	5.10	0.02	4.50	0.61	2.99	0.00	0.00	2.32	2.14	0.49	0.00	3.59	3.60	0.00	0.57
27.00	7.20	6.90	2.28	4.73	0.93	2.33	1.54	3.47	4.07	2.58	0.00	4.50	0.00	3.10	1.47	0.00	1.20	1.91	2.96	0.00	1.51	0.73	1.14	0.11
28.00	7.21	6.90	0.22	5.43	3.39	0.67	0.00	5.41	4.30	2.28	0.69	3.40	2.06	2.20	0.49	0.01	1.85	0.22	0.72	0.44	1.48	1.67	0.67	0.55
29.00	7.20	6.90	0.99	2.67	0.02	2.80	0.72	5.00	1.98	4.10	0.99	4.11	0.62	2.19	0.00	0.02	2.17	0.81	2.39	0.00	2.32	0.49	0.79	1.21
30.00	7.20	6.90	0.00	2.64	0.00	2.27	0.80	5.30	4.03	4.62	3.85	4.51	0.00	2.36	0.00	1.25	3.70	0.00	0.38	2.59	3.62	0.00	0.89	2.13
31.00	7.21	6.90	1.18	3.64	0.22	3.31	1.22	5.15	1.78	3.12	2.04	1.33	0.08	2.66	0.15	0.78	0.52	1.73	2.97	0.01	0.85	2.24	0.09	1.72
32.00	7.20	6.90	2.00	3.10	3.26	2.92	1.02	3.25	2.45	0.19	1.32	1.77	0.99	1.15	3.87	0.39	0.07	2.52	3.78	1.13	2.87	2.76	1.59	1.48
33.00	7.21	6.90	0.75	5.64	4.92	2.63	1.35	6.36	0.00	3.29	2.41	2.63	0.04	4.78	3.86	0.00	0.74	1.22	1.05	0.00	2.84	3.77	0.00	0.00
34.00	7.20	6.89	0.99	3.38	3.25	0.24	0.09	4.13	3.23	0.77	0.13	4.36	3.26	2.61	2.89	0.33	0.93	1.18	2.37	0.05	2.72	2.27	1.60	1.44
35.00	7.21	6.90	1.81	4.29	0.95	0.00	0.00	5.36	1.38	0.60	1.21	4.44	1.00	1.72	1.39	1.01	0.51	1.71	1.04	0.42	0.47	2.20	1.80	1.70
36.00	7.20	6.90	0.99	3.37	0.73	1.13	0.49	5.30	2.76	0.99	0.00	4.47	0.39	4.47	4.71	1.38	1.06	2.11	0.31	0.00	1.48	0.00	2.67	1.10
37.00	7.20	6.90	1.45	2.28	2.23	2.56	0.13	5.42	2.10	1.98	3.74	4.52	0.00	4.52	1.08	0.42	3.44	0.08	2.05	0.20	0.00	1.02	0.72	0.78
38.00	7.21	6.90	0.15	0.48	2.05	2.57	1.19	2.14	0.00	1.58	2.52	4.15	2.10	2.77	1.02	0.13	0.55	2.89	2.34	1.25	2.08	0.65	1.07	2.01
39.00	7.20	6.90	0.99	4.24	3.49	2.00	0.09	3.49	0.49	3.05	1.81	4.69	1.87	3.72	2.47	0.62	0.49	1.08	1.22	0.00	3.62	1.58	1.38	1.66
40.00	7.21	6.90	0.00	0.99	2.59	3.47	1.26	3.01	1.63	4.62	2.23	4.51	1.73	1.08	1.59	0.39	0.49	2.30	1.84	1.05	3.62	2.31	0.00	0.40
41.00	7.20	6.90	2.89	2.99	2.24	2.33	0.00	3.52	0.49	1.61	2.40	4.47	1.60	0.93	3.86	0.00	0.74	0.00	0.91	1.92	1.70	2.70	0.15	0.37
42.00	7.20	6.90	2.25	2.19	2.23	1.32	0.00	4.59	1.24	3.20	0.00	4.44	0.99	0.00	0.98	0.00	1.19	0.19	2.90	0.00	2.96	3.10	0.00	0.91
43.00	7.21	6.90	0.00	5.71	3.93	1.68	0.00	5.41	3.69	3.78	0.00	4.50	3.21	1.34	0.92	0.00	0.92	1.21	3.27	0.00	2.57	3.09	0.00	1.80
44.00	7.20	6.90	2.08	3.71	0.02	0.82	0.00	5.31	1.26	2.25	0.51	4.50	1.20	3.60	0.24	0.00	3.01	0.98	2.39	0.00	1.14	2.00	0.00	1.46
45.00	7.21	6.90	1.34	2.24	3.19	2.54	0.00	4.23	2.67	0.57	0.00	4.49	1.48	3.25	2.08	0.00	2.47	1.06	3.24	0.00	3.32	2.27	0.00	0.08
46.00	7.20	6.90	0.99	4.37	2.43	1.99	0.00	3.69	4.33	2.98	0.00	4.05	1.48	4.06	0.49	0.00	2.06	1.93	1.74	0.00	2.79	2.04	0.00	1.78
47.00	7.21	6.90	2.61	4.04	1.52	2.27	0.00	4.91	1.70	0.72	0.00	3.84	1.58	3.39	0.00	0.00	2.98	1.67	1.61	0.00	2.60	2.92	0.00	0.57
48.00	7.20	6.90	1.63	5.70	0.07	5.25	0.00	5.39	0.06	0.99	2.57	4.00	2.86	4.51	4.07	0.00	3.71	1.06	0.11	0.00	3.59	0.86	0.00	1.22
49.00	7.20	6.90	4.43	4.46	3.60	1.17	0.00	2.11	1.11	4.19	0.27	4.50	2.33	3.84	3.84	0.00	0.28	1.61	4.53	0.00	1.71	1.07	0.00	1.71
50.00	7.21	6.89	3.21	5.70	1.92	1.07	0.00	3.71	2.17	5.18	0.00	4.50	0.14	0.49	3.50	0.00	0.25	1.83	3.50	0.00	3.73	1.71	0.00	1.61
51.00	7.20	6.90	4.18	5.45	1.85	3.97	0.00	3.42	4.40	5.10	0.00	4.29	1.07	4.12	1.52	0.00	0.34	2.11	3.44	0.00	2.61	2.32	0.00	1.68
52.00	7.21	6.90	0.00	2.93	0.73	2.39	0.00	5.17	4.97	5.10	0.49	4.50	1.40	2.93	3.39	0.00	0.00	0.19	3.70	0.00	4.31	0.49	0.00	1.38
53.00	7.20	6.90	3.42	5.49	4.90	0.00	0.00	4.76	3.74	3.67	1.91	3.69	3.09	3.29	1.25	0.00	3.73	2.46	3.99	0.00	2.60	0.57	0.00	1.77
54.00	7.20	6.90	0.00	5.71	2.28	4.13	0.00	2.23	0.49	5.11	0.00	4.50	1.75	4.52	4.23	0.00	3.01	1.73	3.77	0.00	1.59	0.54	0.00	1.80
55.00	7.21	6.90	3.87	4.27	1.10	2.93	0.00	1.33	1.06	3.78	0.00	4.51	3.01	4.49	1.67	0.00	2.19	1.05	2.20	0.00	2.96	1.00	0.00	1.79
56.00	7.20	6.90	2.66	2.84	2.98	0.02	0.00	5.33	0.49	4.51	1.86	4.49	0.99	3.93	1.50	0.00	0.95	2.78	1.44	0.00	1.01	2.37	0.00	1.48
57.00	7.21	6.90	2.76	1.87	2.41	0.00	0.00	5.46	0.00	5.17	4.56	4.51	0.00	4.02	4.18	0.00	0.49	0.81	3.91	0.00	0.91	0.00	0.00	1.80
58.00	7.20	6.90	0.07	2.26	2.26	2.60	0.00	5.38	1.21	2.31	3.93	4.50	1.53	3.11	4.02	0.00	3.64	0.73	3.87	0.00	0.88	2.48	0.00	1.46
59.00	7.20	6.90	3.94	1.25	0.73	0.98	0.00	4.11	2.47	3.46	0.00	3.34	0.88	2.28	0.81	0.00	0.93	1.44	0.67	0.00	1.04	1.92	0.00	1.61
60.00	7.21	6.90	0.68	2.92	0.28	0.49	0.00	4.45	0.61	0.07	0.00	4.92	0.73	2.23	3.23	0.00	1.18	1.32	3.86	0.00	2.84	2.41	0.00	1.24
