Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.823s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	9.86	0.92	1.00	2.25	3.58	0.00	0.19	0.61	2.92	0.34	0.28	1.70	1.34	0.18	1.00	0.42
3.00	9.90	2.19	3.93	7.55	3.18	0.00	0.77	0.44	2.36	0.48	0.71	0.80	0.48	2.20	0.05	0.38
4.00	9.90	4.22	3.94	7.29	2.34	4.42	1.74	0.26	4.79	0.74	1.74	2.50	0.75	1.78	0.91	0.47
5.00	9.89	2.58	3.63	6.77	1.67	0.00	2.94	0.42	5.25	0.00	0.00	4.24	0.81	1.51	0.00	0.54
6.00	9.90	1.18	3.84	4.27	3.74	2.73	2.84	2.59	3.25	0.00	0.85	1.94	0.08	0.71	0.35	0.05
7.00	9.90	3.49	3.45	2.65	1.54	5.94	3.43	0.97	0.99	0.00	1.25	2.04	1.48	2.77	0.05	0.95
8.00	9.89	0.20	4.98	2.72	0.00	2.06	4.12	0.11	6.36	0.00	0.53	4.20	0.72	1.70	0.67	0.44
9.00	9.90	2.86	5.06	5.02	2.37	3.60	4.29	1.07	5.29	0.00	0.00	3.77	0.86	0.47	0.99	0.55
10.00	9.90	0.73	4.83	6.01	3.32	2.19	3.06	0.60	0.72	1.07	3.25	4.11	1.48	1.75	0.00	0.95
11.00	9.89	3.16	2.56	6.56	3.66	3.66	4.16	1.51	3.60	0.68	3.43	3.65	0.73	3.12	0.07	0.45
