Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.033s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	7.45	6.25	3.29	1.25	1.11	0.00	0.86	1.91	2.26	0.69	1.21
3.00	7.50	6.30	3.76	0.00	0.24	0.00	1.01	2.87	2.31	0.68	1.53
4.00	7.50	6.30	1.66	1.25	0.01	0.00	0.00	0.00	3.46	2.47	1.18
5.00	7.50	6.30	3.01	0.02	1.02	1.78	0.32	0.00	1.37	2.77	2.65
6.00	7.50	6.30	1.00	0.05	0.00	0.33	0.00	5.76	3.26	3.21	0.72
7.00	7.50	6.30	1.13	0.01	0.49	1.01	0.35	1.91	3.33	3.26	2.66
8.00	7.50	6.30	3.78	5.89	1.92	3.78	0.79	0.49	4.80	3.30	3.00
9.00	7.50	6.30	5.99	5.70	5.41	5.09	5.11	0.00	4.79	3.30	2.99
10.00	7.49	6.30	6.01	5.71	5.39	5.11	5.09	0.00	4.80	3.30	3.00
11.00	7.50	6.30	1.91	0.14	0.51	0.41	0.16	2.44	3.51	2.18	0.89
12.00	7.50	6.30	1.48	0.99	0.00	1.32	2.25	1.78	3.99	1.61	1.55
13.00	7.50	6.30	1.51	0.00	0.29	1.30	0.62	4.76	2.36	0.54	1.86
14.00	7.50	6.30	0.35	0.00	0.00	1.85	1.34	5.24	4.89	3.14	0.00
15.00	7.50	6.30	6.70	4.92	0.77	5.09	0.99	5.10	4.80	3.31	0.99
16.00	7.50	6.30	5.99	5.70	0.13	5.10	0.00	5.09	4.80	3.30	1.11
17.00	7.50	6.30	5.99	5.70	3.37	5.11	0.99	5.10	4.79	3.30	3.00
18.00	7.50	6.30	5.98	5.69	5.39	5.08	2.00	5.10	4.79	3.29	2.99
19.00	7.49	6.30	3.50	2.81	4.82	0.68	4.50	2.57	2.73	2.74	2.99
20.00	7.50	6.30	4.17	0.00	0.55	0.49	0.02	1.78	4.32	1.00	1.41
21.00	7.50	6.30	2.70	1.25	0.48	1.24	0.00	2.08	4.38	2.47	2.39
22.00	7.50	6.30	0.00	0.14	0.00	0.00	2.20	1.28	1.98	1.84	1.10
23.00	7.50	6.30	0.44	0.00	0.39	0.00	0.98	4.55	2.54	3.00	2.65
24.00	7.50	6.30	1.65	0.00	0.00	0.49	3.30	5.10	0.00	3.31	3.00
25.00	7.50	6.30	0.00	0.00	0.00	0.00	5.10	5.10	0.00	3.30	3.00
26.00	7.50	6.30	0.00	0.00	0.00	0.00	5.10	5.11	0.00	3.30	2.99
27.00	7.50	6.30	2.01	0.00	0.00	0.00	5.10	5.10	2.31	3.30	3.00
28.00	7.49	6.30	5.36	2.08	0.00	0.00	5.11	5.10	4.79	3.31	3.00
29.00	7.50	6.30	5.96	4.20	3.16	0.00	5.09	5.10	4.79	3.30	3.00
30.00	7.50	6.30	2.34	0.66	0.31	0.04	0.75	3.11	2.25	3.30	2.99
31.00	7.50	6.30	3.21	0.34	0.21	0.00	2.12	2.19	3.07	1.02	0.84
32.00	7.50	6.30	1.21	0.74	0.00	0.00	2.18	4.42	2.51	1.20	2.56
33.00	7.50	6.30	2.60	1.41	0.21	0.14	1.40	2.57	3.06	0.72	1.10
34.00	7.50	6.30	3.66	0.49	0.31	2.07	1.77	2.48	1.14	2.81	3.10
35.00	7.50	6.30	0.49	2.47	0.00	0.49	0.00	1.58	4.73	2.19	1.64
36.00	7.50	6.30	6.55	0.92	0.00	3.93	2.89	1.54	4.80	1.68	3.00
37.00	7.49	6.30	6.01	5.69	4.36	5.10	5.08	4.27	4.78	3.31	2.99
38.00	7.50	6.30	1.30	0.07	0.08	0.02	0.80	3.59	1.48	1.45	0.26
39.00	7.50	6.30	2.58	0.00	0.00	0.00	2.11	0.00	0.99	0.85	2.74
40.00	7.50	6.30	0.22	0.00	0.00	0.99	4.88	3.90	5.36	2.98	2.89
41.00	7.50	6.30	0.00	0.00	0.00	0.00	5.09	5.10	4.80	3.31	3.00
42.00	7.50	6.30	0.00	0.00	0.00	0.00	5.11	5.10	4.79	3.30	2.99
43.00	7.50	6.30	0.00	0.00	0.00	0.00	4.73	5.03	4.80	3.25	3.00
44.00	7.50	6.30	0.00	0.00	0.00	1.18	1.20	2.08	0.20	0.18	2.99
45.00	7.50	6.30	4.42	0.00	0.00	0.02	2.31	3.31	1.42	2.54	2.34
46.00	7.49	6.30	5.99	0.00	0.00	5.05	5.10	4.35	0.00	3.30	2.99
47.00	7.50	6.30	6.01	0.00	0.00	5.10	5.10	5.10	0.00	3.30	3.00
48.00	7.50	6.30	5.99	0.00	0.00	5.10	5.10	5.10	0.00	3.30	3.00
49.00	7.50	6.30	5.03	0.00	0.09	4.33	4.62	4.13	2.80	3.27	2.98
50.00	7.50	6.30	0.32	0.16	0.34	0.00	0.54	4.13	2.36	1.18	1.53
51.00	7.50	6.30	0.49	0.00	0.00	0.00	0.38	5.08	2.74	2.39	0.92
52.00	7.50	6.30	0.00	0.00	0.00	0.00	0.88	5.10	3.20	3.30	3.45
53.00	7.50	6.30	0.00	0.00	0.00	0.00	0.00	5.10	4.79	3.30	3.00
54.00	7.50	6.30	0.00	0.00	0.00	0.00	6.02	5.10	4.80	3.31	3.00
55.00	7.49	6.30	0.00	0.00	0.01	0.18	2.65	5.10	2.72	2.90	2.44
56.00	7.50	6.30	0.00	0.00	0.00	4.71	3.77	5.10	5.65	3.30	3.04
57.00	7.50	6.30	0.00	0.00	0.00	5.10	5.10	5.10	4.80	3.30	3.00
58.00	7.50	6.30	0.00	0.00	0.00	5.10	5.10	5.10	4.79	3.31	3.00
