Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.656s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	8.08	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.58	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.00
3.00	8.10	2.51	0.00	2.16	1.67	0.00	0.00	0.00	0.00	0.97	0.53	0.46	2.26	0.68	1.11	1.07	0.19	0.34	1.98	0.84	0.53
4.00	8.10	5.25	0.00	0.49	1.47	1.27	0.24	0.04	0.51	2.30	0.06	1.39	0.89	3.51	1.91	2.26	1.91	2.99	2.40	1.13	0.57
5.00	8.10	3.43	0.00	1.57	0.00	0.13	0.00	1.71	0.16	0.18	0.25	1.59	2.21	1.80	0.00	2.08	1.26	3.10	3.20	0.80	0.74
6.00	8.10	1.55	0.00	0.49	0.94	0.00	0.00	2.70	0.00	3.56	0.15	1.34	2.65	3.49	0.62	2.90	2.03	2.97	3.05	2.89	2.11
7.00	8.10	3.10	0.73	0.37	0.84	1.84	0.00	2.70	0.00	2.01	0.00	0.14	0.00	1.94	1.87	2.23	0.99	3.30	1.86	2.72	1.40
8.00	8.09	3.91	0.00	0.69	1.42	0.00	0.00	3.65	1.38	0.00	0.22	2.07	1.68	3.56	1.30	3.45	1.61	3.30	1.80	1.70	1.60
9.00	8.10	3.98	0.00	2.40	0.00	0.12	0.00	1.66	0.00	0.48	0.00	3.10	0.04	3.60	0.69	3.10	0.00	3.12	3.29	0.49	1.58
10.00	8.10	2.73	0.98	2.44	1.48	0.35	0.07	2.06	0.00	0.51	0.00	0.85	1.17	2.81	1.72	2.45	1.42	2.99	3.23	2.36	0.80
11.00	8.10	3.34	0.00	2.20	1.47	0.00	0.00	3.62	0.18	0.98	0.48	0.73	1.17	2.64	0.94	2.37	2.58	2.72	3.01	0.97	2.04
