Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.280s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.47	7.16	3.03	1.12	0.75	0.00	0.00	0.91	0.00	1.94	0.00	0.00	0.87	1.67	2.33	0.02	0.00	0.00	0.00	0.61	0.20	0.54
3.00	7.50	7.20	2.83	5.50	1.26	0.00	0.00	0.24	1.75	1.72	1.26	0.59	3.98	1.55	3.24	0.00	1.80	0.25	0.82	0.55	0.60	1.58
4.00	7.50	7.21	4.96	3.56	4.51	0.13	0.00	0.12	3.45	0.00	0.16	0.06	3.58	0.82	3.01	1.27	1.58	0.77	0.66	0.11	0.00	1.47
5.00	7.50	7.20	1.22	2.40	1.11	1.71	0.00	0.26	1.73	4.26	2.01	2.40	4.80	1.85	2.99	0.08	0.86	0.46	1.11	0.34	0.00	0.73
6.00	7.50	7.21	0.67	2.60	2.51	0.19	0.00	0.00	3.78	2.89	2.41	0.52	3.64	1.48	3.70	0.19	2.17	0.21	0.49	0.38	1.34	0.46
7.00	7.50	7.20	2.53	5.99	1.17	3.12	0.00	0.05	4.68	0.42	1.80	0.16	0.74	2.38	4.17	0.00	3.90	0.58	2.81	0.00	0.05	0.99
8.00	7.50	7.20	6.29	3.50	1.59	1.48	0.51	1.12	2.07	3.11	5.10	0.84	3.09	0.67	2.56	0.48	1.73	0.04	2.17	0.48	1.25	1.25
9.00	7.50	7.21	5.79	5.57	0.00	2.89	0.51	0.00	0.78	5.12	0.54	0.55	4.76	0.20	1.46	0.14	1.11	2.32	1.10	0.66	2.60	2.40
10.00	7.49	7.20	3.42	5.95	2.94	5.43	0.61	0.00	4.11	4.39	0.00	0.26	4.72	0.40	2.96	0.39	3.01	0.01	1.27	0.48	1.74	1.80
11.00	7.50	7.21	1.90	5.75	2.47	3.51	0.00	0.00	2.54	3.96	0.00	0.07	1.81	5.19	2.16	0.91	4.06	1.25	0.99	0.97	0.00	1.38
12.00	7.50	7.20	6.30	5.00	4.55	1.72	0.07	0.00	4.99	1.55	0.00	0.00	5.04	2.47	2.91	0.00	3.13	0.00	2.24	1.33	0.00	0.67
13.00	7.50	7.20	6.25	5.65	0.75	2.01	0.74	0.54	1.35	0.22	2.50	0.60	1.01	0.00	2.45	0.00	3.07	0.20	2.60	0.05	0.01	2.36
14.00	7.50	7.21	2.83	6.08	0.99	1.84	0.00	0.78	4.02	0.00	3.83	0.00	2.11	2.72	1.80	0.67	3.80	0.34	3.19	0.66	0.22	0.92
15.00	7.50	7.20	5.97	2.97	3.40	3.85	0.52	0.04	3.56	0.00	4.59	0.49	4.76	2.87	3.52	0.00	2.14	0.12	3.31	0.31	0.00	0.00
16.00	7.50	7.21	2.40	3.14	4.84	1.74	0.00	0.00	4.45	0.49	3.09	0.00	2.21	0.99	3.92	0.00	0.99	2.54	1.51	0.14	1.85	0.00
17.00	7.50	7.20	1.77	6.54	0.00	3.56	0.00	1.60	2.40	1.13	0.00	1.64	2.36	2.16	1.92	3.21	1.90	2.00	2.45	1.99	1.22	0.19
18.00	7.50	7.21	6.29	5.98	5.45	4.76	0.00	0.00	2.48	2.21	5.77	0.29	4.98	0.27	0.80	2.01	3.37	0.00	2.73	0.31	0.00	0.00
19.00	7.49	7.20	4.72	4.88	5.20	0.94	0.00	0.00	0.49	2.40	3.69	0.00	4.68	0.00	2.32	0.05	3.24	0.00	2.04	2.19	0.01	0.00
20.00	7.50	7.20	6.30	3.33	5.99	0.75	0.00	0.00	4.10	2.53	2.14	0.00	4.03	0.00	0.01	1.04	0.81	0.00	1.73	0.01	0.00	0.54
21.00	7.50	7.21	4.78	5.85	3.42	2.16	0.32	1.27	1.73	3.76	4.36	0.18	5.51	2.24	2.00	0.88	3.90	0.19	2.32	0.00	1.57	1.74
22.00	7.50	7.20	5.48	4.79	0.00	1.74	0.00	0.49	2.71	2.05	2.43	0.00	3.65	2.57	2.76	1.08	1.85	2.38	2.28	0.24	0.53	1.94
23.00	7.50	7.21	5.42	5.99	0.60	0.00	0.12	0.00	4.20	1.97	1.61	0.02	2.81	0.00	4.19	0.08	1.67	0.72	0.46	0.66	0.33	1.33
24.00	7.50	7.20	4.38	5.41	5.97	2.31	0.00	0.00	0.01	4.18	3.14	0.00	1.39	0.99	4.19	0.78	0.26	1.10	3.29	0.26	0.00	2.37
25.00	7.50	7.20	5.43	6.01	4.91	4.42	0.00	0.00	0.89	4.78	2.44	0.00	0.00	0.73	4.07	1.71	3.89	0.48	2.90	2.44	1.28	1.85
26.00	7.50	7.21	4.79	4.88	2.54	5.46	0.00	0.00	5.05	4.44	2.60	0.00	0.00	4.43	3.85	0.00	3.77	0.01	2.41	0.02	1.75	1.53
27.00	7.50	7.20	2.03	5.57	4.45	4.18	0.00	0.00	4.07	3.51	2.00	1.31	3.00	3.21	3.34	1.30	2.08	0.11	1.52	0.00	0.16	1.47
28.00	7.49	7.21	1.95	5.99	0.00	0.57	0.00	0.45	1.21	3.13	3.62	3.30	4.10	1.52	4.20	0.55	3.92	2.52	3.31	0.42	0.00	0.89
29.00	7.50	7.20	4.50	5.57	4.46	1.27	0.00	0.57	1.32	0.97	1.37	3.13	1.52	0.00	0.52	0.75	3.89	2.44	3.27	0.00	0.49	1.38
30.00	7.50	7.20	3.33	5.94	0.94	2.18	0.00	0.07	4.66	0.00	2.92	0.32	1.14	0.78	1.32	0.55	3.84	0.06	3.01	1.78	1.53	1.83
31.00	7.50	7.21	0.00	0.39	5.75	3.29	0.00	0.79	5.10	1.32	3.27	0.47	0.39	4.22	4.19	0.00	3.98	1.17	3.30	3.29	0.68	2.13
32.00	7.50	7.20	1.45	5.18	4.62	1.51	0.31	0.00	3.99	3.99	2.57	0.20	2.65	4.50	4.19	0.02	2.93	0.44	2.56	1.65	1.64	2.11
33.00	7.50	7.21	2.68	5.99	0.00	0.88	0.16	0.00	4.35	2.47	0.00	1.11	4.51	4.50	3.64	0.91	3.67	0.19	2.86	0.00	2.63	1.98
