Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.681s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	9.60	6.88	6.88	0.77	2.53	1.52	4.18	1.74	1.87	0.98	2.86	1.54	3.72	2.94	1.92	0.26	0.24
3.00	9.60	6.90	6.90	1.85	3.90	2.52	0.49	2.99	1.54	4.06	2.32	0.72	3.70	4.19	3.13	0.16	0.29
4.00	9.60	6.90	6.90	2.27	5.42	1.21	0.65	3.37	5.02	0.06	5.59	1.07	4.49	4.20	4.20	0.00	0.00
5.00	9.60	6.90	6.90	0.22	6.30	2.91	3.97	0.00	5.69	3.53	5.39	0.11	4.49	4.20	4.13	0.00	0.00
6.00	9.61	6.90	6.90	0.00	6.23	0.49	6.22	5.57	5.70	5.41	5.41	1.07	4.51	4.20	4.20	0.00	0.00
7.00	9.60	6.90	6.90	0.00	3.30	5.71	5.15	5.65	0.47	3.52	5.17	0.24	4.50	4.16	4.07	0.00	0.00
8.00	9.60	6.90	6.90	0.00	5.45	0.00	5.00	2.48	5.13	0.00	2.26	2.33	4.50	0.85	4.20	0.00	0.00
9.00	9.60	6.90	6.90	0.00	5.24	0.00	1.20	6.15	5.71	0.00	3.06	2.28	4.46	4.02	3.97	0.00	0.00
10.00	9.60	6.90	6.90	1.30	6.30	0.00	1.70	5.55	5.68	0.01	5.26	1.90	4.51	4.02	3.90	0.00	0.00
11.00	9.61	6.90	6.90	6.16	5.55	0.00	0.57	0.99	5.72	3.26	0.64	0.42	4.50	0.49	4.02	0.00	0.00
12.00	9.60	6.90	6.90	3.99	3.56	0.00	2.36	2.64	3.20	4.35	1.17	3.19	4.50	0.48	4.20	0.00	0.00
13.00	9.60	6.90	6.90	1.19	1.46	4.84	3.90	5.99	5.59	5.20	2.56	3.31	0.18	3.51	3.91	0.00	0.00
14.00	9.60	6.90	6.90	0.00	5.29	5.55	6.30	5.85	2.72	1.13	1.11	0.07	0.00	4.20	4.20	0.00	0.00
15.00	9.61	6.90	6.90	0.00	0.00	5.46	1.88	5.89	0.00	5.24	0.00	3.36	0.00	4.20	4.19	0.00	0.00
16.00	9.60	6.90	6.90	0.00	6.61	6.30	6.21	5.99	0.00	5.41	5.82	4.78	0.00	4.19	4.20	0.00	0.00
17.00	9.60	6.89	6.89	0.00	5.12	0.01	6.25	6.01	0.99	5.37	1.44	1.38	4.63	4.12	4.02	0.00	0.00
18.00	9.60	6.90	6.90	7.01	2.41	5.30	6.21	5.99	0.00	2.07	0.00	1.74	4.49	4.19	4.20	0.00	0.00
19.00	9.60	6.90	6.90	6.59	6.30	0.00	6.30	6.01	2.25	0.00	1.64	3.16	4.51	4.20	4.15	0.00	0.00
20.00	9.61	6.90	6.90	1.60	6.30	1.37	4.19	3.99	2.68	1.58	4.29	1.60	1.59	4.20	1.48	1.34	0.00
21.00	9.60	6.90	6.90	0.00	5.50	1.32	6.19	4.56	3.16	5.41	1.39	0.88	2.66	4.19	0.47	3.51	0.00
22.00	9.60	6.90	6.90	0.00	6.28	0.00	5.86	5.35	5.69	3.13	3.50	0.00	4.55	4.18	0.92	3.65	0.00
23.00	9.60	6.90	6.90	2.23	6.32	0.99	2.70	3.43	3.60	1.74	4.37	0.12	4.51	4.23	0.44	3.52	0.00
24.00	9.61	6.90	6.90	3.51	6.30	1.40	6.25	0.54	0.49	0.00	4.36	0.78	4.50	4.19	4.17	3.60	0.00
25.00	9.60	6.90	6.90	0.00	6.30	0.00	5.94	1.72	0.00	0.00	5.41	4.49	4.51	4.20	3.24	3.59	0.00
26.00	9.60	6.90	6.90	1.21	6.23	0.00	3.40	1.26	0.00	0.00	5.39	4.79	4.44	4.20	4.15	3.59	0.00
27.00	9.60	6.90	6.90	1.18	6.29	0.00	0.99	3.38	0.00	0.00	5.41	4.80	4.50	4.19	4.25	3.62	0.00
28.00	9.60	6.90	6.90	0.00	6.30	0.00	0.82	4.68	0.49	0.00	5.41	4.80	4.50	4.20	4.20	3.59	0.00
29.00	9.61	6.90	6.90	0.00	4.64	2.04	0.00	6.01	5.41	0.00	5.10	0.62	4.33	3.70	4.20	3.10	0.00
