Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.153s)
CreateVariables () DONE !!!
Creating 24 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	8.05	0.24	0.00	0.73	1.10	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.69	0.00	0.04	0.00	0.00	1.32	0.00	0.00	0.04	0.00	0.00	0.00
3.00	8.10	2.13	0.73	5.25	1.38	0.00	0.00	0.00	0.00	1.88	3.05	0.29	2.70	1.54	0.05	0.00	0.29	0.00	0.00	0.11	0.00	0.64	0.00	0.00
4.00	8.10	1.07	0.26	2.47	0.74	0.00	0.25	0.00	2.23	1.95	2.96	2.38	1.98	1.70	0.00	0.01	0.87	1.32	0.00	0.74	0.58	0.49	0.78	0.00
5.00	8.10	0.77	0.49	1.84	3.13	0.00	0.00	1.95	2.63	0.99	1.20	3.67	0.00	2.13	0.00	0.00	1.53	0.82	0.14	1.44	0.28	0.05	0.49	0.20
6.00	8.10	1.35	1.94	3.00	2.94	0.18	0.75	0.34	1.90	0.05	1.46	3.12	4.27	2.27	0.74	0.00	1.37	2.00	0.06	1.54	1.10	0.19	0.19	0.74
7.00	8.10	2.73	1.34	1.84	2.81	0.00	1.99	0.12	1.75	1.86	3.46	2.81	0.88	1.06	0.27	1.90	0.78	0.41	0.00	1.73	0.49	0.15	0.26	0.00
8.00	8.09	5.06	1.59	1.51	0.00	0.00	0.00	1.14	1.88	3.90	4.50	3.45	4.47	1.70	0.00	0.00	0.99	0.00	0.00	0.78	2.10	0.00	0.00	0.49
9.00	8.10	1.17	1.72	4.09	0.00	0.41	0.00	0.73	1.40	4.55	3.27	3.38	3.21	1.75	0.54	0.54	0.00	0.74	0.00	0.84	1.08	0.34	0.19	1.44
10.00	8.10	3.38	1.48	0.99	0.37	1.14	0.24	0.00	3.58	3.49	3.31	0.69	3.01	0.82	1.15	0.00	0.00	2.17	0.00	0.93	1.51	0.01	1.31	1.14
11.00	8.10	3.87	3.83	1.90	2.44	0.59	1.51	0.15	1.73	1.20	4.20	2.17	3.25	1.47	0.18	0.09	0.46	1.93	0.00	1.85	0.60	0.08	1.15	0.18
12.00	8.10	2.38	1.27	3.46	1.80	0.00	1.74	0.45	0.52	4.49	3.14	1.31	2.89	1.64	0.91	0.08	1.10	0.73	0.00	1.39	0.20	0.00	0.45	0.09
13.00	8.10	0.54	0.01	4.15	0.82	0.00	0.99	0.52	3.77	4.17	2.05	2.37	1.88	1.12	1.19	0.86	0.29	1.93	0.00	0.24	1.60	0.04	1.17	0.62
