Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.611s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	10.19	0.00	0.00	0.13	0.00	0.00	0.74	2.08	0.11	0.07	0.00	0.31	0.00	0.00	0.08	0.00	0.00	0.08	0.13	0.46	0.00
3.00	10.20	1.57	0.02	0.45	1.63	0.00	0.00	1.33	0.00	2.54	2.40	0.05	0.00	2.03	1.08	0.97	0.00	1.55	1.53	1.21	2.00
4.00	10.20	1.44	0.49	2.01	4.12	0.00	0.00	1.63	0.00	1.26	1.30	0.87	0.04	1.31	0.09	0.98	0.00	2.90	2.05	2.61	1.92
5.00	10.20	2.98	2.51	0.29	1.61	0.00	0.07	1.90	0.09	0.11	1.32	3.94	0.00	0.05	1.58	1.22	0.00	0.47	1.52	0.44	0.60
6.00	10.20	3.50	3.56	0.16	3.96	0.00	0.45	1.91	0.29	2.32	2.06	2.44	0.09	2.03	1.94	1.85	0.00	0.15	2.89	0.67	0.97
7.00	10.21	4.72	5.29	1.18	4.07	0.00	0.00	1.20	0.46	2.65	3.23	2.03	0.80	0.72	2.30	1.57	0.00	0.94	2.44	0.84	1.97
8.00	10.20	4.72	3.01	0.00	1.28	0.00	0.02	2.01	0.00	3.26	3.27	2.67	0.00	1.19	0.57	2.16	0.00	2.40	2.98	1.92	1.51
9.00	10.20	2.71	1.71	0.00	3.63	0.18	0.48	3.52	2.07	3.91	4.37	4.30	0.00	1.68	0.00	3.69	0.00	0.86	1.91	2.50	1.90
10.00	10.20	3.01	0.91	2.40	2.18	0.00	0.88	3.27	2.96	4.05	4.09	3.50	0.00	2.36	0.06	3.38	0.00	1.30	2.90	0.60	1.67
11.00	10.20	2.81	0.69	3.67	1.25	0.00	0.98	0.00	0.60	3.89	3.17	1.19	2.79	0.79	0.46	1.95	0.00	1.39	1.18	0.04	2.08
12.00	10.20	1.07	1.79	1.51	1.14	0.00	0.13	0.00	0.00	3.00	2.06	3.56	1.07	0.95	1.39	3.60	0.00	3.24	3.19	0.61	2.10
13.00	10.21	2.56	0.00	3.33	1.07	0.00	0.00	0.46	0.99	3.91	3.30	2.03	0.00	1.31	1.93	2.80	0.00	1.99	2.51	2.08	2.04
14.00	10.20	3.66	0.00	0.98	0.24	0.00	0.00	3.40	0.66	3.94	0.41	0.02	0.00	0.59	0.78	3.47	0.00	3.26	2.17	2.99	1.84
15.00	10.20	6.30	4.65	0.00	2.01	0.00	0.21	4.63	3.87	3.73	2.53	0.49	0.00	1.40	0.06	1.13	0.00	2.52	3.30	2.83	0.09
16.00	10.20	4.88	1.05	0.00	0.67	0.00	1.32	0.85	0.20	2.74	3.49	3.58	0.00	1.10	1.26	3.19	0.00	2.90	3.31	1.83	2.30
